Date,NumOfAnimals,average_temp,Precipitation,MonthsInCare,AgeInMonths,Season_Spring,Season_Summer,Season_Fall,Season_Winter,DayOfWeek_Monday,DayOfWeek_Tuesday,DayOfWeek_Wednesday,DayOfWeek_Thursday,DayOfWeek_Friday,DayOfWeek_Saturday,DayOfWeek_Sunday,Species_Barn Cat,Species_Bird,Species_Cat,Species_Dog,Species_Lionhead,Species_Rabbit Sh,Species_Species_Kitten
2025-11-13,86,53.0,50.0,0.97,12.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
2025-11-13,86,53.0,50.0,0.93,12.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
2025-11-13,86,53.0,50.0,0.93,24.0,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
2025-11-13,86,53.0,50.0,0.93,5.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
2025-11-13,86,53.0,50.0,0.9,107.0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
2025-11-13,86,53.0,50.0,0.9,8.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
2025-11-13,86,53.0,50.0,0.8,24.0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
2025-11-13,86,53.0,50.0,0.8,2.75,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
2025-11-13,86,53.0,50.0,0.8,2.75,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
2025-11-13,86,53.0,50.0,0.77,12.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
2025-11-13,86,53.0,50.0,0.73,4.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
2025-11-13,86,53.0,50.0,0.73,12.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
2025-11-13,86,53.0,50.0,0.73,2.75,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
2025-11-13,86,53.0,50.0,0.63,12.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
2025-11-13,86,53.0,50.0,0.6,36.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
2025-11-13,86,53.0,50.0,0.57,72.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
2025-11-13,86,53.0,50.0,0.57,12.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
2025-11-13,86,53.0,50.0,0.5,12.0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
2025-11-13,86,53.0,50.0,0.5,6.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
2025-11-13,86,53.0,50.0,0.5,50.0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
2025-11-13,86,53.0,50.0,0.47,4.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
2025-11-13,86,53.0,50.0,0.37,51.0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
2025-11-13,86,53.0,50.0,0.37,24.0,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
2025-11-13,86,53.0,50.0,0.37,48.0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
2025-11-13,86,53.0,50.0,0.37,24.0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
2025-11-13,86,53.0,50.0,0.37,12.0,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
2025-11-13,86,53.0,50.0,0.37,25.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
2025-11-13,86,53.0,50.0,0.37,48.0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
2025-11-13,86,53.0,50.0,0.33,36.0,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
2025-11-13,86,53.0,50.0,0.3,0.0,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
2025-11-13,86,53.0,50.0,0.3,0.0,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
2025-11-13,86,53.0,50.0,0.3,0.0,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
2025-11-13,86,53.0,50.0,0.3,0.0,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
2025-11-13,86,53.0,50.0,0.3,0.0,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
2025-11-13,86,53.0,50.0,0.27,24.0,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
2025-11-13,86,53.0,50.0,0.27,24.0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
2025-11-13,86,53.0,50.0,0.23,6.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
2025-11-13,86,53.0,50.0,0.23,6.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
2025-11-13,86,53.0,50.0,0.23,18.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
2025-11-13,86,53.0,50.0,0.17,48.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
2025-11-13,86,53.0,50.0,0.17,26.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
2025-11-13,86,53.0,50.0,0.17,8.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
2025-11-13,86,53.0,50.0,0.1,3.25,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
2025-11-13,86,53.0,50.0,0.1,2.75,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
2025-11-13,86,53.0,50.0,0.07,24.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
