Date,NumOfAnimals,average_temp,Precipitation,MonthsInCare,AgeInMonths,Season_Spring,Season_Summer,Season_Fall,Season_Winter,DayOfWeek_Monday,DayOfWeek_Tuesday,DayOfWeek_Wednesday,DayOfWeek_Thursday,DayOfWeek_Friday,DayOfWeek_Saturday,DayOfWeek_Sunday,Species_Cat,Species_Dog,Species_Dwarf,Species_Rabbit Sh,Species_Rex,Species_Species_Kitten
2025-08-03,59,62.0,0.0,7.07,49.0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
2025-08-03,59,62.0,0.0,4.9,44.0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
2025-08-03,59,62.0,0.0,3.43,16.0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
2025-08-03,59,62.0,0.0,3.4,61.0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
2025-08-03,59,62.0,0.0,2.67,14.0,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
2025-08-03,59,62.0,0.0,2.37,46.0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
2025-08-03,59,62.0,0.0,2.27,0.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
2025-08-03,59,62.0,0.0,2.27,0.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
2025-08-03,59,62.0,0.0,2.23,17.0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
2025-08-03,59,62.0,0.0,2.0,54.0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
2025-08-03,59,62.0,0.0,1.83,73.0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
2025-08-03,59,62.0,0.0,1.77,73.0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
2025-08-03,59,62.0,0.0,1.63,2.75,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
2025-08-03,59,62.0,0.0,1.63,2.5,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
2025-08-03,59,62.0,0.0,1.3,3.5,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
2025-08-03,59,62.0,0.0,1.23,7.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
2025-08-03,59,62.0,0.0,1.23,7.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
2025-08-03,59,62.0,0.0,1.17,49.0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
2025-08-03,59,62.0,0.0,1.1,2.75,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
2025-08-03,59,62.0,0.0,1.03,4.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
2025-08-03,59,62.0,0.0,1.03,4.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
2025-08-03,59,62.0,0.0,0.97,36.0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
2025-08-03,59,62.0,0.0,0.83,24.0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
2025-08-03,59,62.0,0.0,0.8,60.0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
2025-08-03,59,62.0,0.0,0.8,48.0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
2025-08-03,59,62.0,0.0,0.77,72.0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
2025-08-03,59,62.0,0.0,0.6,62.0,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
