Date,NumOfAnimals,average_temp,Precipitation,MonthsInCare,AgeInMonths,Season_Spring,Season_Summer,Season_Fall,Season_Winter,DayOfWeek_Monday,DayOfWeek_Tuesday,DayOfWeek_Wednesday,DayOfWeek_Thursday,DayOfWeek_Friday,DayOfWeek_Saturday,DayOfWeek_Sunday,Species_Barn Cat,Species_Cat,Species_Dog,Species_Rabbit Sh,Species_Species_Kitten
2025-06-25,61,63.0,0.0,8.2,8.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2025-06-25,61,63.0,0.0,7.97,26.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2025-06-25,61,63.0,0.0,6.27,7.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2025-06-25,61,63.0,0.0,5.77,48.0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False
2025-06-25,61,63.0,0.0,3.6,43.0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False
2025-06-25,61,63.0,0.0,2.73,50.0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False
2025-06-25,61,63.0,0.0,2.33,11.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2025-06-25,61,63.0,0.0,2.33,11.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2025-06-25,61,63.0,0.0,2.23,61.0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False
2025-06-25,61,63.0,0.0,2.13,14.0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False
2025-06-25,61,63.0,0.0,2.1,69.0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False
2025-06-25,61,63.0,0.0,2.03,4.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2025-06-25,61,63.0,0.0,1.73,13.0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False
2025-06-25,61,63.0,0.0,1.63,99.0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False
2025-06-25,61,63.0,0.0,1.63,2.5,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2025-06-25,61,63.0,0.0,1.53,25.0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False
2025-06-25,61,63.0,0.0,1.47,121.0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False
2025-06-25,61,63.0,0.0,1.23,2.75,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2025-06-25,61,63.0,0.0,1.1,3.25,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2025-06-25,61,63.0,0.0,1.07,44.0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False
2025-06-25,61,63.0,0.0,0.93,14.0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False
2025-06-25,61,63.0,0.0,0.93,16.0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False
2025-06-25,61,63.0,0.0,0.83,3.25,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2025-06-25,61,63.0,0.0,0.8,6.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2025-06-25,61,63.0,0.0,0.77,2.75,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2025-06-25,61,63.0,0.0,0.77,36.0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2025-06-25,61,63.0,0.0,0.77,2.75,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2025-06-25,61,63.0,0.0,0.77,36.0,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
2025-06-25,61,63.0,0.0,0.77,2.75,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2025-06-25,61,63.0,0.0,0.77,2.75,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2025-06-25,61,63.0,0.0,0.73,72.0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False
2025-06-25,61,63.0,0.0,0.7,13.0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False
2025-06-25,61,63.0,0.0,0.7,53.0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False
2025-06-25,61,63.0,0.0,0.7,13.0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False
2025-06-25,61,63.0,0.0,0.67,103.0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False
2025-06-25,61,63.0,0.0,0.63,27.0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False
2025-06-25,61,63.0,0.0,0.63,62.0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False
2025-06-25,61,63.0,0.0,0.57,46.0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2025-06-25,61,63.0,0.0,0.57,48.0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2025-06-25,61,63.0,0.0,0.53,72.0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False
2025-06-25,61,63.0,0.0,0.47,24.0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False
2025-06-25,61,63.0,0.0,0.47,72.0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False
2025-06-25,61,63.0,0.0,0.43,3.0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False
2025-06-25,61,63.0,0.0,0.37,3.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2025-06-25,61,63.0,0.0,0.37,3.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2025-06-25,61,63.0,0.0,0.3,6.0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False
2025-06-25,61,63.0,0.0,0.3,15.0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False
2025-06-25,61,63.0,0.0,0.3,24.0,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
2025-06-25,61,63.0,0.0,0.3,84.0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2025-06-25,61,63.0,0.0,0.27,24.0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2025-06-25,61,63.0,0.0,0.27,2.25,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2025-06-25,61,63.0,0.0,0.27,24.0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2025-06-25,61,63.0,0.0,0.23,72.0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2025-06-25,61,63.0,0.0,0.23,24.0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2025-06-25,61,63.0,0.0,0.17,3.25,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2025-06-25,61,63.0,0.0,0.13,24.0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2025-06-25,61,63.0,0.0,0.1,17.0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False
2025-06-25,61,63.0,0.0,0.1,0.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2025-06-25,61,63.0,0.0,0.1,2.25,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2025-06-25,61,63.0,0.0,0.03,8.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2025-06-25,61,63.0,0.0,0.03,8.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
