Date,NumOfAnimals,average_temp,Precipitation,MonthsInCare,AgeInMonths,Season_Spring,Season_Summer,Season_Fall,Season_Winter,DayOfWeek_Monday,DayOfWeek_Tuesday,DayOfWeek_Wednesday,DayOfWeek_Thursday,DayOfWeek_Friday,DayOfWeek_Saturday,DayOfWeek_Sunday,Species_Barn Cat,Species_Cat,Species_Dog,Species_Dwarf,Species_Lionhead,Species_Rabbit Sh,Species_Species_Kitten
2025-08-12,47,74.0,0.0,9.57,27.0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2025-08-12,47,74.0,0.0,7.87,9.0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2025-08-12,47,74.0,0.0,7.37,50.0,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
2025-08-12,47,74.0,0.0,3.73,16.0,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
2025-08-12,47,74.0,0.0,3.7,61.0,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
2025-08-12,47,74.0,0.0,2.97,14.0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
2025-08-12,47,74.0,0.0,2.67,46.0,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
2025-08-12,47,74.0,0.0,2.57,0.0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2025-08-12,47,74.0,0.0,2.57,0.0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2025-08-12,47,74.0,0.0,2.13,73.0,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
2025-08-12,47,74.0,0.0,2.07,73.0,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
2025-08-12,47,74.0,0.0,1.47,49.0,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
2025-08-12,47,74.0,0.0,1.27,37.0,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
