Date,NumOfAnimals,average_temp,Precipitation,MonthsInCare,AgeInMonths,Season_Spring,Season_Summer,Season_Fall,Season_Winter,DayOfWeek_Monday,DayOfWeek_Tuesday,DayOfWeek_Wednesday,DayOfWeek_Thursday,DayOfWeek_Friday,DayOfWeek_Saturday,DayOfWeek_Sunday,Species_Barn Cat,Species_Cat,Species_Dog,Species_Lionhead,Species_Rabbit Sh,Species_Species_Kitten
2025-10-30,72,46.0,0.0,12.2,30.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2025-10-30,72,46.0,0.0,10.5,11.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2025-10-30,72,46.0,0.0,7.07,15.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2025-10-30,72,46.0,0.0,7.07,0.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2025-10-30,72,46.0,0.0,7.07,0.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2025-10-30,72,46.0,0.0,7.07,0.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2025-10-30,72,46.0,0.0,6.77,6.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2025-10-30,72,46.0,0.0,5.2,0.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2025-10-30,72,46.0,0.0,5.2,0.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2025-10-30,72,46.0,0.0,4.47,8.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2025-10-30,72,46.0,0.0,3.97,15.0,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
2025-10-30,72,46.0,0.0,3.47,77.0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2025-10-30,72,46.0,0.0,3.4,39.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2025-10-30,72,46.0,0.0,3.3,6.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2025-10-30,72,46.0,0.0,3.3,6.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2025-10-30,72,46.0,0.0,2.6,3.25,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2025-10-30,72,46.0,0.0,2.5,7.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False
2025-10-30,72,46.0,0.0,2.0,2.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2025-10-30,72,46.0,0.0,2.0,2.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2025-10-30,72,46.0,0.0,2.0,2.5,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2025-10-30,72,46.0,0.0,2.0,27.0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2025-10-30,72,46.0,0.0,1.93,97.0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2025-10-30,72,46.0,0.0,1.9,3.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2025-10-30,72,46.0,0.0,1.9,3.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2025-10-30,72,46.0,0.0,1.87,12.0,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
2025-10-30,72,46.0,0.0,1.47,67.0,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
2025-10-30,72,46.0,0.0,1.23,49.0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2025-10-30,72,46.0,0.0,1.2,37.0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2025-10-30,72,46.0,0.0,1.1,60.0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2025-10-30,72,46.0,0.0,1.1,36.0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2025-10-30,72,46.0,0.0,1.03,26.0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2025-10-30,72,46.0,0.0,0.97,24.0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2025-10-30,72,46.0,0.0,0.97,29.0,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
2025-10-30,72,46.0,0.0,0.9,12.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2025-10-30,72,46.0,0.0,0.83,96.0,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
2025-10-30,72,46.0,0.0,0.8,65.0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2025-10-30,72,46.0,0.0,0.8,17.0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2025-10-30,72,46.0,0.0,0.7,12.0,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False
2025-10-30,72,46.0,0.0,0.7,2.5,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2025-10-30,72,46.0,0.0,0.7,2.5,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2025-10-30,72,46.0,0.0,0.7,48.0,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
2025-10-30,72,46.0,0.0,0.7,12.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2025-10-30,72,46.0,0.0,0.7,12.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2025-10-30,72,46.0,0.0,0.67,2.75,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2025-10-30,72,46.0,0.0,0.67,36.0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2025-10-30,72,46.0,0.0,0.67,66.0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2025-10-30,72,46.0,0.0,0.67,2.75,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2025-10-30,72,46.0,0.0,0.67,2.75,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2025-10-30,72,46.0,0.0,0.63,24.0,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False
2025-10-30,72,46.0,0.0,0.53,12.0,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False
2025-10-30,72,46.0,0.0,0.53,25.0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2025-10-30,72,46.0,0.0,0.5,12.0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2025-10-30,72,46.0,0.0,0.5,24.0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2025-10-30,72,46.0,0.0,0.47,24.0,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False
2025-10-30,72,46.0,0.0,0.47,12.0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2025-10-30,72,46.0,0.0,0.47,5.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2025-10-30,72,46.0,0.0,0.47,5.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2025-10-30,72,46.0,0.0,0.43,106.0,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
2025-10-30,72,46.0,0.0,0.43,25.0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2025-10-30,72,46.0,0.0,0.43,8.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2025-10-30,72,46.0,0.0,0.4,60.0,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
2025-10-30,72,46.0,0.0,0.33,12.0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2025-10-30,72,46.0,0.0,0.27,12.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2025-10-30,72,46.0,0.0,0.27,12.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2025-10-30,72,46.0,0.0,0.27,24.0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2025-10-30,72,46.0,0.0,0.2,24.0,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
2025-10-30,72,46.0,0.0,0.2,96.0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2025-10-30,72,46.0,0.0,0.17,8.0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2025-10-30,72,46.0,0.0,0.17,25.0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2025-10-30,72,46.0,0.0,0.13,2.75,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2025-10-30,72,46.0,0.0,0.1,13.0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2025-10-30,72,46.0,0.0,0.07,2.75,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
