Date,NumOfAnimals,average_temp,Precipitation,MonthsInCare,AgeInMonths,Season_Spring,Season_Summer,Season_Fall,Season_Winter,DayOfWeek_Monday,DayOfWeek_Tuesday,DayOfWeek_Wednesday,DayOfWeek_Thursday,DayOfWeek_Friday,DayOfWeek_Saturday,DayOfWeek_Sunday,Species_Barn Cat,Species_Cat,Species_Dog,Species_Rabbit Sh
2025-05-01,49,51.0,0.0,6.87,150.0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
2025-05-01,49,51.0,0.0,6.47,42.0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
2025-05-01,49,51.0,0.0,6.37,6.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True
2025-05-01,49,51.0,0.0,6.13,24.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True
2025-05-01,49,51.0,0.0,5.77,53.0,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2025-05-01,49,51.0,0.0,4.43,5.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True
2025-05-01,49,51.0,0.0,4.37,16.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True
2025-05-01,49,51.0,0.0,4.37,16.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True
2025-05-01,49,51.0,0.0,3.93,46.0,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2025-05-01,49,51.0,0.0,2.37,86.0,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2025-05-01,49,51.0,0.0,2.1,19.0,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2025-05-01,49,51.0,0.0,1.77,41.0,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2025-05-01,49,51.0,0.0,1.6,25.0,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2025-05-01,49,51.0,0.0,1.53,49.0,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2025-05-01,49,51.0,0.0,1.43,61.0,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2025-05-01,49,51.0,0.0,1.2,92.0,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2025-05-01,49,51.0,0.0,0.9,48.0,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2025-05-01,49,51.0,0.0,0.87,25.0,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2025-05-01,49,51.0,0.0,0.8,60.0,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2025-05-01,49,51.0,0.0,0.7,36.0,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2025-05-01,49,51.0,0.0,0.6,60.0,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2025-05-01,49,51.0,0.0,0.53,72.0,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2025-05-01,49,51.0,0.0,0.53,40.0,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2025-05-01,49,51.0,0.0,0.5,9.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True
2025-05-01,49,51.0,0.0,0.5,9.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True
2025-05-01,49,51.0,0.0,0.4,60.0,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2025-05-01,49,51.0,0.0,0.37,36.0,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2025-05-01,49,51.0,0.0,0.33,24.0,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2025-05-01,49,51.0,0.0,0.3,12.0,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2025-05-01,49,51.0,0.0,0.27,12.0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False
2025-05-01,49,51.0,0.0,0.27,68.0,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2025-05-01,49,51.0,0.0,0.27,18.0,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2025-05-01,49,51.0,0.0,0.27,12.0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False
2025-05-01,49,51.0,0.0,0.27,84.0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
2025-05-01,49,51.0,0.0,0.27,12.0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False
2025-05-01,49,51.0,0.0,0.27,10.0,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2025-05-01,49,51.0,0.0,0.27,39.0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False
2025-05-01,49,51.0,0.0,0.27,12.0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False
2025-05-01,49,51.0,0.0,0.23,24.0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
2025-05-01,49,51.0,0.0,0.23,22.0,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2025-05-01,49,51.0,0.0,0.23,60.0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
2025-05-01,49,51.0,0.0,0.2,12.0,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2025-05-01,49,51.0,0.0,0.2,58.0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
2025-05-01,49,51.0,0.0,0.2,12.0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False
2025-05-01,49,51.0,0.0,0.2,25.0,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2025-05-01,49,51.0,0.0,0.2,22.0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False
2025-05-01,49,51.0,0.0,0.1,6.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True
2025-05-01,49,51.0,0.0,0.1,6.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True
2025-05-01,49,51.0,0.0,0.1,17.0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
