Date,NumOfAnimals,average_temp,Precipitation,MonthsInCare,AgeInMonths,Season_Spring,Season_Summer,Season_Fall,Season_Winter,DayOfWeek_Monday,DayOfWeek_Tuesday,DayOfWeek_Wednesday,DayOfWeek_Thursday,DayOfWeek_Friday,DayOfWeek_Saturday,DayOfWeek_Sunday,Species_Barn Cat,Species_Bird,Species_Cat,Species_Dog,Species_Dwarf,Species_Rabbit Sh,Species_Species_Kitten
2025-06-07,70,66.0,0.0,7.6,7.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2025-06-07,70,66.0,0.0,7.37,25.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2025-06-07,70,66.0,0.0,5.67,7.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2025-06-07,70,66.0,0.0,5.17,48.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2025-06-07,70,66.0,0.0,3.6,87.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2025-06-07,70,66.0,0.0,3.0,42.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2025-06-07,70,66.0,0.0,2.77,50.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2025-06-07,70,66.0,0.0,2.13,50.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2025-06-07,70,66.0,0.0,1.8,2.25,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2025-06-07,70,66.0,0.0,1.8,2.25,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2025-06-07,70,66.0,0.0,1.73,10.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2025-06-07,70,66.0,0.0,1.73,10.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2025-06-07,70,66.0,0.0,1.63,61.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2025-06-07,70,66.0,0.0,1.53,14.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2025-06-07,70,66.0,0.0,1.5,69.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2025-06-07,70,66.0,0.0,1.4,26.0,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2025-06-07,70,66.0,0.0,1.17,2.5,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2025-06-07,70,66.0,0.0,1.17,2.5,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2025-06-07,70,66.0,0.0,1.13,14.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2025-06-07,70,66.0,0.0,1.13,12.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2025-06-07,70,66.0,0.0,1.03,98.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2025-06-07,70,66.0,0.0,0.9,54.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2025-06-07,70,66.0,0.0,0.9,11.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2025-06-07,70,66.0,0.0,0.87,2.25,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2025-06-07,70,66.0,0.0,0.87,2.25,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2025-06-07,70,66.0,0.0,0.87,120.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2025-06-07,70,66.0,0.0,0.7,36.0,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2025-06-07,70,66.0,0.0,0.67,96.0,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2025-06-07,70,66.0,0.0,0.6,17.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2025-06-07,70,66.0,0.0,0.6,84.0,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
2025-06-07,70,66.0,0.0,0.43,5.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2025-06-07,70,66.0,0.0,0.43,8.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2025-06-07,70,66.0,0.0,0.43,8.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2025-06-07,70,66.0,0.0,0.43,8.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2025-06-07,70,66.0,0.0,0.37,4.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2025-06-07,70,66.0,0.0,0.37,24.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2025-06-07,70,66.0,0.0,0.37,36.0,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
2025-06-07,70,66.0,0.0,0.37,4.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2025-06-07,70,66.0,0.0,0.33,60.0,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
2025-06-07,70,66.0,0.0,0.33,13.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2025-06-07,70,66.0,0.0,0.3,2.25,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2025-06-07,70,66.0,0.0,0.3,48.0,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
2025-06-07,70,66.0,0.0,0.27,9.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2025-06-07,70,66.0,0.0,0.27,24.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2025-06-07,70,66.0,0.0,0.23,12.0,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2025-06-07,70,66.0,0.0,0.23,24.0,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2025-06-07,70,66.0,0.0,0.2,12.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
2025-06-07,70,66.0,0.0,0.2,24.0,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2025-06-07,70,66.0,0.0,0.2,6.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
