Date,NumOfAnimals,average_temp,Precipitation,MonthsInCare,AgeInMonths,Season_Spring,Season_Summer,Season_Fall,Season_Winter,DayOfWeek_Monday,DayOfWeek_Tuesday,DayOfWeek_Wednesday,DayOfWeek_Thursday,DayOfWeek_Friday,DayOfWeek_Saturday,DayOfWeek_Sunday,Species_Barn Cat,Species_Cat,Species_Dog,Species_Dwarf,Species_Lionhead,Species_Rabbit Sh,Species_Species_Kitten
2025-08-10,49,67.0,0.0,0.37,24.0,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2025-08-10,49,67.0,0.0,0.33,97.0,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
2025-08-10,49,67.0,0.0,0.33,63.0,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
2025-08-10,49,67.0,0.0,0.33,24.0,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
2025-08-10,49,67.0,0.0,0.3,5.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2025-08-10,49,67.0,0.0,0.3,24.0,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2025-08-10,49,67.0,0.0,0.3,12.0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
2025-08-10,49,67.0,0.0,0.3,5.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
2025-08-10,49,67.0,0.0,0.3,24.0,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2025-08-10,49,67.0,0.0,0.27,18.0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
2025-08-10,49,67.0,0.0,0.27,24.0,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2025-08-10,49,67.0,0.0,0.23,24.0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
2025-08-10,49,67.0,0.0,0.23,132.0,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
2025-08-10,49,67.0,0.0,0.23,24.0,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2025-08-10,49,67.0,0.0,0.2,12.0,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2025-08-10,49,67.0,0.0,0.2,36.0,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2025-08-10,49,67.0,0.0,0.17,2.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
2025-08-10,49,67.0,0.0,0.17,2.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
2025-08-10,49,67.0,0.0,0.17,4.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
2025-08-10,49,67.0,0.0,0.17,4.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
2025-08-10,49,67.0,0.0,0.17,4.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
2025-08-10,49,67.0,0.0,0.17,60.0,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2025-08-10,49,67.0,0.0,0.17,120.0,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
2025-08-10,49,67.0,0.0,0.17,2.25,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
2025-08-10,49,67.0,0.0,0.17,4.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
2025-08-10,49,67.0,0.0,0.1,24.0,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
2025-08-10,49,67.0,0.0,0.1,48.0,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
2025-08-10,49,67.0,0.0,0.07,10.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
2025-08-10,49,67.0,0.0,0.07,18.0,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2025-08-10,49,67.0,0.0,0.07,24.0,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
