Date,NumOfAnimals,average_temp,Precipitation,MonthsInCare,AgeInMonths,Season_Spring,Season_Summer,Season_Fall,Season_Winter,DayOfWeek_Monday,DayOfWeek_Tuesday,DayOfWeek_Wednesday,DayOfWeek_Thursday,DayOfWeek_Friday,DayOfWeek_Saturday,DayOfWeek_Sunday,Species_Barn Cat,Species_Cat,Species_Dog,Species_Dwarf,Species_Lionhead,Species_Rabbit Sh,Species_Species_Kitten
2025-08-10,49,67.0,0.0,9.5,27.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2025-08-10,49,67.0,0.0,7.8,9.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2025-08-10,49,67.0,0.0,7.3,50.0,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
2025-08-10,49,67.0,0.0,3.67,16.0,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
2025-08-10,49,67.0,0.0,3.63,61.0,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
2025-08-10,49,67.0,0.0,2.9,14.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
2025-08-10,49,67.0,0.0,2.6,46.0,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
2025-08-10,49,67.0,0.0,2.5,0.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2025-08-10,49,67.0,0.0,2.5,0.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2025-08-10,49,67.0,0.0,2.47,18.0,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
2025-08-10,49,67.0,0.0,2.0,73.0,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
2025-08-10,49,67.0,0.0,1.4,49.0,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
2025-08-10,49,67.0,0.0,1.2,37.0,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
2025-08-10,49,67.0,0.0,0.77,74.0,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
2025-08-10,49,67.0,0.0,0.7,48.0,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
2025-08-10,49,67.0,0.0,0.57,2.5,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
2025-08-10,49,67.0,0.0,0.57,2.5,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
2025-08-10,49,67.0,0.0,0.53,74.0,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
2025-08-10,49,67.0,0.0,0.53,36.0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
