Date,NumOfAnimals,average_temp,Precipitation,MonthsInCare,AgeInMonths,Season_Spring,Season_Summer,Season_Fall,Season_Winter,DayOfWeek_Monday,DayOfWeek_Tuesday,DayOfWeek_Wednesday,DayOfWeek_Thursday,DayOfWeek_Friday,DayOfWeek_Saturday,DayOfWeek_Sunday,Species_Barn Cat,Species_Bird,Species_Cat,Species_Dog,Species_Rabbit Sh,Species_Species_Kitten
2025-10-04,69,58.0,0.0,11.33,29.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2025-10-04,69,58.0,0.0,9.63,10.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2025-10-04,69,58.0,0.0,6.83,42.0,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False
2025-10-04,69,58.0,0.0,6.2,0.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2025-10-04,69,58.0,0.0,6.2,15.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2025-10-04,69,58.0,0.0,6.2,0.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2025-10-04,69,58.0,0.0,4.33,0.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2025-10-04,69,58.0,0.0,4.33,0.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2025-10-04,69,58.0,0.0,3.1,15.0,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False
2025-10-04,69,58.0,0.0,2.6,76.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
2025-10-04,69,58.0,0.0,2.53,38.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2025-10-04,69,58.0,0.0,2.43,5.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2025-10-04,69,58.0,0.0,2.43,5.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2025-10-04,69,58.0,0.0,2.2,4.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True
2025-10-04,69,58.0,0.0,2.17,65.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
2025-10-04,69,58.0,0.0,1.8,11.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
2025-10-04,69,58.0,0.0,1.23,13.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2025-10-04,69,58.0,0.0,1.17,61.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
2025-10-04,69,58.0,0.0,1.13,0.0,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False
2025-10-04,69,58.0,0.0,1.13,61.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
2025-10-04,69,58.0,0.0,1.07,96.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
2025-10-04,69,58.0,0.0,1.0,11.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True
2025-10-04,69,58.0,0.0,0.9,12.0,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False
2025-10-04,69,58.0,0.0,0.9,12.0,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False
2025-10-04,69,58.0,0.0,0.87,73.0,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False
2025-10-04,69,58.0,0.0,0.77,36.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
2025-10-04,69,58.0,0.0,0.73,24.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
2025-10-04,69,58.0,0.0,0.7,8.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True
2025-10-04,69,58.0,0.0,0.67,4.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True
2025-10-04,69,58.0,0.0,0.6,66.0,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False
2025-10-04,69,58.0,0.0,0.53,24.0,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False
2025-10-04,69,58.0,0.0,0.5,18.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
2025-10-04,69,58.0,0.0,0.47,2.5,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True
2025-10-04,69,58.0,0.0,0.43,14.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
2025-10-04,69,58.0,0.0,0.4,48.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
2025-10-04,69,58.0,0.0,0.37,36.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
2025-10-04,69,58.0,0.0,0.37,24.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
2025-10-04,69,58.0,0.0,0.37,36.0,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False
2025-10-04,69,58.0,0.0,0.37,10.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
2025-10-04,69,58.0,0.0,0.37,3.5,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True
2025-10-04,69,58.0,0.0,0.37,48.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
2025-10-04,69,58.0,0.0,0.37,3.5,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True
2025-10-04,69,58.0,0.0,0.33,9.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
2025-10-04,69,58.0,0.0,0.33,36.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
