Date,NumOfAnimals,average_temp,Precipitation,MonthsInCare,AgeInMonths,Season_Spring,Season_Summer,Season_Fall,Season_Winter,DayOfWeek_Monday,DayOfWeek_Tuesday,DayOfWeek_Wednesday,DayOfWeek_Thursday,DayOfWeek_Friday,DayOfWeek_Saturday,DayOfWeek_Sunday,Species_Barn Cat,Species_Cat,Species_Dog,Species_Dwarf,Species_Lionhead,Species_Rabbit Sh,Species_Species_Kitten
2025-08-13,43,74.0,0.0,0.27,120.0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2025-08-13,43,74.0,0.0,0.27,4.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2025-08-13,43,74.0,0.0,0.27,60.0,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
2025-08-13,43,74.0,0.0,0.23,36.0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
2025-08-13,43,74.0,0.0,0.23,96.0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
2025-08-13,43,74.0,0.0,0.2,60.0,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
2025-08-13,43,74.0,0.0,0.2,48.0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2025-08-13,43,74.0,0.0,0.2,24.0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
2025-08-13,43,74.0,0.0,0.17,24.0,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
2025-08-13,43,74.0,0.0,0.17,24.0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
2025-08-13,43,74.0,0.0,0.17,12.0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
2025-08-13,43,74.0,0.0,0.17,18.0,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
2025-08-13,43,74.0,0.0,0.13,5.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
2025-08-13,43,74.0,0.0,0.1,12.0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
