Date,NumOfAnimals,average_temp,Precipitation,MonthsInCare,AgeInMonths,Season_Spring,Season_Summer,Season_Fall,Season_Winter,DayOfWeek_Monday,DayOfWeek_Tuesday,DayOfWeek_Wednesday,DayOfWeek_Thursday,DayOfWeek_Friday,DayOfWeek_Saturday,DayOfWeek_Sunday,Species_Barn Cat,Species_Cat,Species_Dog,Species_Dwarf,Species_Lionhead,Species_Rabbit Sh,Species_Species_Kitten
2025-08-13,43,74.0,0.0,9.6,27.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
2025-08-13,43,74.0,0.0,7.9,9.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
2025-08-13,43,74.0,0.0,7.4,50.0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2025-08-13,43,74.0,0.0,3.77,16.0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2025-08-13,43,74.0,0.0,3.73,61.0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2025-08-13,43,74.0,0.0,3.0,14.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
2025-08-13,43,74.0,0.0,2.7,46.0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2025-08-13,43,74.0,0.0,2.6,0.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
2025-08-13,43,74.0,0.0,2.6,0.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
2025-08-13,43,74.0,0.0,2.17,73.0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2025-08-13,43,74.0,0.0,2.1,73.0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2025-08-13,43,74.0,0.0,1.5,49.0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2025-08-13,43,74.0,0.0,1.3,37.0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2025-08-13,43,74.0,0.0,1.17,25.0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2025-08-13,43,74.0,0.0,0.87,74.0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2025-08-13,43,74.0,0.0,0.67,2.5,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2025-08-13,43,74.0,0.0,0.67,2.75,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2025-08-13,43,74.0,0.0,0.63,74.0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2025-08-13,43,74.0,0.0,0.63,36.0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
2025-08-13,43,74.0,0.0,0.47,18.0,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
2025-08-13,43,74.0,0.0,0.43,63.0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2025-08-13,43,74.0,0.0,0.4,5.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
2025-08-13,43,74.0,0.0,0.4,24.0,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
2025-08-13,43,74.0,0.0,0.4,5.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
2025-08-13,43,74.0,0.0,0.4,24.0,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
2025-08-13,43,74.0,0.0,0.4,24.0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
2025-08-13,43,74.0,0.0,0.37,24.0,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
2025-08-13,43,74.0,0.0,0.33,24.0,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
2025-08-13,43,74.0,0.0,0.3,36.0,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
