Date,NumOfAnimals,average_temp,Precipitation,MonthsInCare,AgeInMonths,Season_Spring,Season_Summer,Season_Fall,Season_Winter,DayOfWeek_Monday,DayOfWeek_Tuesday,DayOfWeek_Wednesday,DayOfWeek_Thursday,DayOfWeek_Friday,DayOfWeek_Saturday,DayOfWeek_Sunday,Species_Barn Cat,Species_Bird,Species_Cat,Species_Dog,Species_Dwarf,Species_Rabbit Sh,Species_Species_Kitten
2025-06-05,64,58.0,0.0,7.53,7.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
2025-06-05,64,58.0,0.0,7.3,25.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
2025-06-05,64,58.0,0.0,5.6,6.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
2025-06-05,64,58.0,0.0,5.1,48.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
2025-06-05,64,58.0,0.0,3.53,87.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
2025-06-05,64,58.0,0.0,2.93,26.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
2025-06-05,64,58.0,0.0,2.93,42.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
2025-06-05,64,58.0,0.0,2.7,50.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
2025-06-05,64,58.0,0.0,2.6,96.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
2025-06-05,64,58.0,0.0,2.3,6.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
2025-06-05,64,58.0,0.0,2.07,49.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
2025-06-05,64,58.0,0.0,1.77,61.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
2025-06-05,64,58.0,0.0,1.73,2.25,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
2025-06-05,64,58.0,0.0,1.73,2.25,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
2025-06-05,64,58.0,0.0,1.67,10.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
2025-06-05,64,58.0,0.0,1.67,10.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
2025-06-05,64,58.0,0.0,1.57,61.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
2025-06-05,64,58.0,0.0,1.47,14.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
2025-06-05,64,58.0,0.0,1.43,69.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
2025-06-05,64,58.0,0.0,1.33,26.0,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
2025-06-05,64,58.0,0.0,1.1,2.5,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
2025-06-05,64,58.0,0.0,1.1,2.5,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
2025-06-05,64,58.0,0.0,1.07,12.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
2025-06-05,64,58.0,0.0,1.07,14.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
2025-06-05,64,58.0,0.0,0.97,98.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
2025-06-05,64,58.0,0.0,0.93,3.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
2025-06-05,64,58.0,0.0,0.93,3.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
2025-06-05,64,58.0,0.0,0.83,10.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
2025-06-05,64,58.0,0.0,0.83,54.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
2025-06-05,64,58.0,0.0,0.8,120.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
2025-06-05,64,58.0,0.0,0.63,36.0,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
2025-06-05,64,58.0,0.0,0.6,96.0,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
2025-06-05,64,58.0,0.0,0.53,84.0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
2025-06-05,64,58.0,0.0,0.53,17.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
2025-06-05,64,58.0,0.0,0.47,0.0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
2025-06-05,64,58.0,0.0,0.43,48.0,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
2025-06-05,64,58.0,0.0,0.37,24.0,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
2025-06-05,64,58.0,0.0,0.37,8.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
2025-06-05,64,58.0,0.0,0.37,26.0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
2025-06-05,64,58.0,0.0,0.37,5.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
2025-06-05,64,58.0,0.0,0.37,8.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
2025-06-05,64,58.0,0.0,0.37,8.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
2025-06-05,64,58.0,0.0,0.37,24.0,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
2025-06-05,64,58.0,0.0,0.37,8.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
2025-06-05,64,58.0,0.0,0.3,24.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
2025-06-05,64,58.0,0.0,0.3,4.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
2025-06-05,64,58.0,0.0,0.3,36.0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
2025-06-05,64,58.0,0.0,0.3,4.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
2025-06-05,64,58.0,0.0,0.27,24.0,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
2025-06-05,64,58.0,0.0,0.27,13.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
2025-06-05,64,58.0,0.0,0.27,60.0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
2025-06-05,64,58.0,0.0,0.27,24.0,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
2025-06-05,64,58.0,0.0,0.27,5.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
2025-06-05,64,58.0,0.0,0.23,2.25,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
2025-06-05,64,58.0,0.0,0.23,48.0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
2025-06-05,64,58.0,0.0,0.23,2.25,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
2025-06-05,64,58.0,0.0,0.2,9.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
2025-06-05,64,58.0,0.0,0.2,3.75,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
2025-06-05,64,58.0,0.0,0.2,24.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
2025-06-05,64,58.0,0.0,0.17,2.25,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
2025-06-05,64,58.0,0.0,0.13,12.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
2025-06-05,64,58.0,0.0,0.13,6.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
2025-06-05,64,58.0,0.0,0.03,12.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
2025-06-05,64,58.0,0.0,0.03,3.5,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
