Date,NumOfAnimals,average_temp,Precipitation,MonthsInCare,AgeInMonths,Season_Spring,Season_Summer,Season_Fall,Season_Winter,DayOfWeek_Monday,DayOfWeek_Tuesday,DayOfWeek_Wednesday,DayOfWeek_Thursday,DayOfWeek_Friday,DayOfWeek_Saturday,DayOfWeek_Sunday,Species_Barn Cat,Species_Cat,Species_Dog,Species_Dwarf,Species_Lionhead,Species_Rabbit Sh,Species_Species_Kitten
2025-08-16,52,66.0,50.0,9.7,28.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2025-08-16,52,66.0,50.0,8.0,9.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2025-08-16,52,66.0,50.0,7.5,50.0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2025-08-16,52,66.0,50.0,3.87,16.0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2025-08-16,52,66.0,50.0,3.83,61.0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2025-08-16,52,66.0,50.0,3.1,15.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2025-08-16,52,66.0,50.0,2.8,46.0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2025-08-16,52,66.0,50.0,2.7,0.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2025-08-16,52,66.0,50.0,2.7,0.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2025-08-16,52,66.0,50.0,2.47,74.0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2025-08-16,52,66.0,50.0,2.27,74.0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2025-08-16,52,66.0,50.0,2.2,74.0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2025-08-16,52,66.0,50.0,1.4,37.0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2025-08-16,52,66.0,50.0,1.27,25.0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2025-08-16,52,66.0,50.0,0.97,74.0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2025-08-16,52,66.0,50.0,0.73,36.0,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
2025-08-16,52,66.0,50.0,0.57,18.0,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
2025-08-16,52,66.0,50.0,0.53,64.0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2025-08-16,52,66.0,50.0,0.5,5.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2025-08-16,52,66.0,50.0,0.5,5.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
2025-08-16,52,66.0,50.0,0.47,24.0,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
2025-08-16,52,66.0,50.0,0.43,24.0,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
2025-08-16,52,66.0,50.0,0.4,36.0,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
2025-08-16,52,66.0,50.0,0.37,60.0,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
2025-08-16,52,66.0,50.0,0.33,36.0,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
2025-08-16,52,66.0,50.0,0.33,156.0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2025-08-16,52,66.0,50.0,0.33,96.0,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
2025-08-16,52,66.0,50.0,0.3,25.0,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
2025-08-16,52,66.0,50.0,0.3,60.0,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
2025-08-16,52,66.0,50.0,0.3,24.0,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
2025-08-16,52,66.0,50.0,0.27,24.0,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
2025-08-16,52,66.0,50.0,0.27,84.0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2025-08-16,52,66.0,50.0,0.27,18.0,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
2025-08-16,52,66.0,50.0,0.27,12.0,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
2025-08-16,52,66.0,50.0,0.27,12.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2025-08-16,52,66.0,50.0,0.23,5.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2025-08-16,52,66.0,50.0,0.23,5.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2025-08-16,52,66.0,50.0,0.23,48.0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2025-08-16,52,66.0,50.0,0.23,36.0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2025-08-16,52,66.0,50.0,0.23,48.0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2025-08-16,52,66.0,50.0,0.23,7.0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2025-08-16,52,66.0,50.0,0.17,10.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2025-08-16,52,66.0,50.0,0.13,12.0,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
2025-08-16,52,66.0,50.0,0.13,8.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2025-08-16,52,66.0,50.0,0.1,24.0,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
