Date,NumOfAnimals,average_temp,Precipitation,MonthsInCare,AgeInMonths,Season_Spring,Season_Summer,Season_Fall,Season_Winter,DayOfWeek_Monday,DayOfWeek_Tuesday,DayOfWeek_Wednesday,DayOfWeek_Thursday,DayOfWeek_Friday,DayOfWeek_Saturday,DayOfWeek_Sunday,Species_Barn Cat,Species_Cat,Species_Dog,Species_Guinea Pig,Species_Lionhead,Species_Rabbit Sh,Species_Species_Kitten
2025-10-23,94,54.0,0.0,11.97,30.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
2025-10-23,94,54.0,0.0,10.27,11.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
2025-10-23,94,54.0,0.0,6.83,15.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
2025-10-23,94,54.0,0.0,6.83,0.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
2025-10-23,94,54.0,0.0,6.83,0.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
2025-10-23,94,54.0,0.0,6.83,0.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
2025-10-23,94,54.0,0.0,6.53,6.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
2025-10-23,94,54.0,0.0,4.97,0.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
2025-10-23,94,54.0,0.0,4.97,0.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
2025-10-23,94,54.0,0.0,4.23,8.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
2025-10-23,94,54.0,0.0,3.73,15.0,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
2025-10-23,94,54.0,0.0,3.23,76.0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
2025-10-23,94,54.0,0.0,3.17,38.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
2025-10-23,94,54.0,0.0,3.07,5.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
2025-10-23,94,54.0,0.0,3.07,5.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
2025-10-23,94,54.0,0.0,2.33,2.5,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
2025-10-23,94,54.0,0.0,2.27,7.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
2025-10-23,94,54.0,0.0,1.87,2.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
2025-10-23,94,54.0,0.0,1.77,1.75,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
2025-10-23,94,54.0,0.0,1.77,27.0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
2025-10-23,94,54.0,0.0,1.77,1.75,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
2025-10-23,94,54.0,0.0,1.7,97.0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
2025-10-23,94,54.0,0.0,1.67,2.75,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
2025-10-23,94,54.0,0.0,1.67,2.75,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
2025-10-23,94,54.0,0.0,1.63,12.0,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
2025-10-23,94,54.0,0.0,1.5,73.0,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
2025-10-23,94,54.0,0.0,1.23,67.0,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
2025-10-23,94,54.0,0.0,1.0,48.0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
2025-10-23,94,54.0,0.0,0.97,3.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
2025-10-23,94,54.0,0.0,0.97,36.0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
2025-10-23,94,54.0,0.0,0.97,3.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
2025-10-23,94,54.0,0.0,0.87,36.0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
2025-10-23,94,54.0,0.0,0.87,60.0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
2025-10-23,94,54.0,0.0,0.83,0.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
2025-10-23,94,54.0,0.0,0.8,26.0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
2025-10-23,94,54.0,0.0,0.8,41.0,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
2025-10-23,94,54.0,0.0,0.73,24.0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
2025-10-23,94,54.0,0.0,0.73,29.0,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
2025-10-23,94,54.0,0.0,0.7,24.0,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
2025-10-23,94,54.0,0.0,0.7,24.0,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
2025-10-23,94,54.0,0.0,0.67,0.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
2025-10-23,94,54.0,0.0,0.63,56.0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
2025-10-23,94,54.0,0.0,0.6,118.0,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
2025-10-23,94,54.0,0.0,0.6,96.0,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
2025-10-23,94,54.0,0.0,0.6,87.0,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
2025-10-23,94,54.0,0.0,0.57,65.0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
2025-10-23,94,54.0,0.0,0.57,17.0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
2025-10-23,94,54.0,0.0,0.53,64.0,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
2025-10-23,94,54.0,0.0,0.5,5.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
2025-10-23,94,54.0,0.0,0.5,0.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
2025-10-23,94,54.0,0.0,0.47,12.0,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
2025-10-23,94,54.0,0.0,0.47,12.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
2025-10-23,94,54.0,0.0,0.47,2.25,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
2025-10-23,94,54.0,0.0,0.47,2.25,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
2025-10-23,94,54.0,0.0,0.47,2.25,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
2025-10-23,94,54.0,0.0,0.47,12.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
2025-10-23,94,54.0,0.0,0.47,48.0,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
2025-10-23,94,54.0,0.0,0.47,12.0,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
2025-10-23,94,54.0,0.0,0.47,2.25,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
2025-10-23,94,54.0,0.0,0.47,12.0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
2025-10-23,94,54.0,0.0,0.43,66.0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
2025-10-23,94,54.0,0.0,0.43,2.5,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
2025-10-23,94,54.0,0.0,0.43,36.0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
2025-10-23,94,54.0,0.0,0.43,2.5,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
2025-10-23,94,54.0,0.0,0.43,2.5,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
2025-10-23,94,54.0,0.0,0.4,24.0,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
2025-10-23,94,54.0,0.0,0.4,2.5,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
2025-10-23,94,54.0,0.0,0.37,25.0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
2025-10-23,94,54.0,0.0,0.37,7.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
2025-10-23,94,54.0,0.0,0.37,2.25,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
2025-10-23,94,54.0,0.0,0.3,12.0,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
2025-10-23,94,54.0,0.0,0.3,24.0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
2025-10-23,94,54.0,0.0,0.3,8.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
2025-10-23,94,54.0,0.0,0.3,7.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
2025-10-23,94,54.0,0.0,0.27,24.0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
2025-10-23,94,54.0,0.0,0.23,5.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
2025-10-23,94,54.0,0.0,0.23,2.5,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
2025-10-23,94,54.0,0.0,0.23,2.5,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
2025-10-23,94,54.0,0.0,0.23,24.0,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
2025-10-23,94,54.0,0.0,0.23,5.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
2025-10-23,94,54.0,0.0,0.2,106.0,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
2025-10-23,94,54.0,0.0,0.2,3.25,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
2025-10-23,94,54.0,0.0,0.2,24.0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
2025-10-23,94,54.0,0.0,0.2,13.0,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
2025-10-23,94,54.0,0.0,0.2,8.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
2025-10-23,94,54.0,0.0,0.13,2.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
2025-10-23,94,54.0,0.0,0.13,63.0,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
2025-10-23,94,54.0,0.0,0.1,3.25,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
2025-10-23,94,54.0,0.0,0.1,19.0,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
2025-10-23,94,54.0,0.0,0.1,3.25,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
2025-10-23,94,54.0,0.0,0.07,19.0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
2025-10-23,94,54.0,0.0,0.07,2.5,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
2025-10-23,94,54.0,0.0,0.03,12.0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
2025-10-23,94,54.0,0.0,0.03,24.0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
