Date,NumOfAnimals,average_temp,Precipitation,MonthsInCare,AgeInMonths,Season_Spring,Season_Summer,Season_Fall,Season_Winter,DayOfWeek_Monday,DayOfWeek_Tuesday,DayOfWeek_Wednesday,DayOfWeek_Thursday,DayOfWeek_Friday,DayOfWeek_Saturday,DayOfWeek_Sunday,Species_Cat,Species_Dog,Species_Dwarf,Species_Rabbit Sh,Species_Rex,Species_Species_Kitten
2025-07-29,55,65.0,0.0,6.9,49.0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2025-07-29,55,65.0,0.0,4.73,44.0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2025-07-29,55,65.0,0.0,3.23,71.0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2025-07-29,55,65.0,0.0,2.5,14.0,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
2025-07-29,55,65.0,0.0,2.2,46.0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2025-07-29,55,65.0,0.0,2.1,0.0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
2025-07-29,55,65.0,0.0,2.1,3.25,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2025-07-29,55,65.0,0.0,2.1,3.25,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2025-07-29,55,65.0,0.0,2.1,0.0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
2025-07-29,55,65.0,0.0,2.07,17.0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2025-07-29,55,65.0,0.0,1.83,54.0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2025-07-29,55,65.0,0.0,1.67,73.0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2025-07-29,55,65.0,0.0,1.6,73.0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2025-07-29,55,65.0,0.0,1.13,3.25,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2025-07-29,55,65.0,0.0,1.0,48.0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2025-07-29,55,65.0,0.0,0.93,2.5,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2025-07-29,55,65.0,0.0,0.93,2.75,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2025-07-29,55,65.0,0.0,0.93,3.0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2025-07-29,55,65.0,0.0,0.87,4.0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
2025-07-29,55,65.0,0.0,0.87,4.0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
2025-07-29,55,65.0,0.0,0.83,120.0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2025-07-29,55,65.0,0.0,0.8,36.0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2025-07-29,55,65.0,0.0,0.67,24.0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2025-07-29,55,65.0,0.0,0.63,61.0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2025-07-29,55,65.0,0.0,0.63,60.0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2025-07-29,55,65.0,0.0,0.63,48.0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2025-07-29,55,65.0,0.0,0.6,72.0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2025-07-29,55,65.0,0.0,0.6,2.75,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2025-07-29,55,65.0,0.0,0.6,48.0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2025-07-29,55,65.0,0.0,0.6,2.75,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2025-07-29,55,65.0,0.0,0.5,48.0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2025-07-29,55,65.0,0.0,0.47,12.0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2025-07-29,55,65.0,0.0,0.43,8.0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2025-07-29,55,65.0,0.0,0.43,8.0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2025-07-29,55,65.0,0.0,0.43,18.0,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
2025-07-29,55,65.0,0.0,0.43,62.0,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
2025-07-29,55,65.0,0.0,0.4,14.0,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
2025-07-29,55,65.0,0.0,0.37,12.0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2025-07-29,55,65.0,0.0,0.37,74.0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2025-07-29,55,65.0,0.0,0.33,12.0,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
2025-07-29,55,65.0,0.0,0.33,69.0,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
2025-07-29,55,65.0,0.0,0.33,38.0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
2025-07-29,55,65.0,0.0,0.33,108.0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2025-07-29,55,65.0,0.0,0.33,3.25,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2025-07-29,55,65.0,0.0,0.33,12.0,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
2025-07-29,55,65.0,0.0,0.3,48.0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2025-07-29,55,65.0,0.0,0.3,12.0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2025-07-29,55,65.0,0.0,0.23,18.0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2025-07-29,55,65.0,0.0,0.13,24.0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2025-07-29,55,65.0,0.0,0.13,73.0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2025-07-29,55,65.0,0.0,0.13,15.0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2025-07-29,55,65.0,0.0,0.1,0.0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
2025-07-29,55,65.0,0.0,0.07,8.0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
2025-07-29,55,65.0,0.0,0.07,27.0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
2025-07-29,55,65.0,0.0,0.03,24.0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
