Date,NumOfAnimals,average_temp,Precipitation,MonthsInCare,AgeInMonths,Season_Spring,Season_Summer,Season_Fall,Season_Winter,DayOfWeek_Monday,DayOfWeek_Tuesday,DayOfWeek_Wednesday,DayOfWeek_Thursday,DayOfWeek_Friday,DayOfWeek_Saturday,DayOfWeek_Sunday,Species_Barn Cat,Species_Cat,Species_Dog,Species_Lionhead,Species_Lop-Holland,Species_Rabbit Sh,Species_Species_Kitten
2025-10-31,78,41.0,0.0,12.23,30.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2025-10-31,78,41.0,0.0,10.53,11.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2025-10-31,78,41.0,0.0,7.1,15.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2025-10-31,78,41.0,0.0,7.1,0.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2025-10-31,78,41.0,0.0,7.1,0.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2025-10-31,78,41.0,0.0,7.1,0.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2025-10-31,78,41.0,0.0,6.8,6.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2025-10-31,78,41.0,0.0,5.23,0.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2025-10-31,78,41.0,0.0,5.23,0.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2025-10-31,78,41.0,0.0,4.5,8.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2025-10-31,78,41.0,0.0,4.0,15.0,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
2025-10-31,78,41.0,0.0,3.5,77.0,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
2025-10-31,78,41.0,0.0,3.43,39.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2025-10-31,78,41.0,0.0,3.33,6.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2025-10-31,78,41.0,0.0,3.33,6.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2025-10-31,78,41.0,0.0,2.63,3.25,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2025-10-31,78,41.0,0.0,2.53,7.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2025-10-31,78,41.0,0.0,2.03,2.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2025-10-31,78,41.0,0.0,2.03,2.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2025-10-31,78,41.0,0.0,2.03,27.0,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
2025-10-31,78,41.0,0.0,2.03,2.5,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2025-10-31,78,41.0,0.0,1.97,97.0,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
2025-10-31,78,41.0,0.0,1.93,3.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2025-10-31,78,41.0,0.0,1.93,3.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2025-10-31,78,41.0,0.0,1.9,12.0,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
2025-10-31,78,41.0,0.0,1.5,67.0,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
2025-10-31,78,41.0,0.0,1.27,49.0,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
2025-10-31,78,41.0,0.0,1.23,37.0,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
2025-10-31,78,41.0,0.0,1.13,36.0,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
2025-10-31,78,41.0,0.0,1.13,60.0,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
2025-10-31,78,41.0,0.0,1.07,26.0,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
2025-10-31,78,41.0,0.0,1.0,29.0,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
2025-10-31,78,41.0,0.0,1.0,24.0,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
2025-10-31,78,41.0,0.0,0.87,96.0,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
2025-10-31,78,41.0,0.0,0.83,17.0,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
2025-10-31,78,41.0,0.0,0.83,65.0,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
2025-10-31,78,41.0,0.0,0.73,2.75,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2025-10-31,78,41.0,0.0,0.73,48.0,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
2025-10-31,78,41.0,0.0,0.73,12.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2025-10-31,78,41.0,0.0,0.73,12.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2025-10-31,78,41.0,0.0,0.7,2.75,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2025-10-31,78,41.0,0.0,0.7,2.75,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2025-10-31,78,41.0,0.0,0.7,66.0,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
2025-10-31,78,41.0,0.0,0.7,36.0,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
2025-10-31,78,41.0,0.0,0.57,12.0,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
2025-10-31,78,41.0,0.0,0.57,25.0,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
2025-10-31,78,41.0,0.0,0.53,12.0,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
2025-10-31,78,41.0,0.0,0.53,24.0,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
2025-10-31,78,41.0,0.0,0.5,5.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2025-10-31,78,41.0,0.0,0.5,12.0,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
2025-10-31,78,41.0,0.0,0.5,24.0,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
2025-10-31,78,41.0,0.0,0.5,5.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2025-10-31,78,41.0,0.0,0.47,25.0,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
2025-10-31,78,41.0,0.0,0.47,8.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2025-10-31,78,41.0,0.0,0.47,106.0,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
2025-10-31,78,41.0,0.0,0.43,60.0,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
2025-10-31,78,41.0,0.0,0.37,12.0,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
2025-10-31,78,41.0,0.0,0.3,12.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2025-10-31,78,41.0,0.0,0.3,24.0,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
2025-10-31,78,41.0,0.0,0.3,12.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2025-10-31,78,41.0,0.0,0.27,6.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2025-10-31,78,41.0,0.0,0.23,24.0,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
2025-10-31,78,41.0,0.0,0.23,96.0,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
2025-10-31,78,41.0,0.0,0.23,24.0,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
2025-10-31,78,41.0,0.0,0.2,8.0,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
2025-10-31,78,41.0,0.0,0.2,25.0,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
2025-10-31,78,41.0,0.0,0.17,2.75,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
2025-10-31,78,41.0,0.0,0.13,13.0,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
2025-10-31,78,41.0,0.0,0.1,2.75,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2025-10-31,78,41.0,0.0,0.1,2.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2025-10-31,78,41.0,0.0,0.1,2.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2025-10-31,78,41.0,0.0,0.1,2.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2025-10-31,78,41.0,0.0,0.1,2.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2025-10-31,78,41.0,0.0,0.07,4.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2025-10-31,78,41.0,0.0,0.03,4.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2025-10-31,78,41.0,0.0,0.03,12.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
2025-10-31,78,41.0,0.0,0.03,4.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2025-10-31,78,41.0,0.0,0.03,4.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
