Date,NumOfAnimals,average_temp,Precipitation,MonthsInCare,AgeInMonths,Season_Spring,Season_Summer,Season_Fall,Season_Winter,DayOfWeek_Monday,DayOfWeek_Tuesday,DayOfWeek_Wednesday,DayOfWeek_Thursday,DayOfWeek_Friday,DayOfWeek_Saturday,DayOfWeek_Sunday,Species_Barn Cat,Species_Cat,Species_Dog,Species_Dutch,Species_Rabbit Sh
2025-04-07,42,49.0,50.0,6.07,149.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
2025-04-07,42,49.0,50.0,5.97,14.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
2025-04-07,42,49.0,50.0,5.97,14.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
2025-04-07,42,49.0,50.0,5.67,41.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
2025-04-07,42,49.0,50.0,5.57,5.0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2025-04-07,42,49.0,50.0,5.33,13.0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2025-04-07,42,49.0,50.0,4.97,52.0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
2025-04-07,42,49.0,50.0,3.63,5.0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2025-04-07,42,49.0,50.0,3.57,15.0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2025-04-07,42,49.0,50.0,3.57,15.0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2025-04-07,42,49.0,50.0,3.13,46.0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
2025-04-07,42,49.0,50.0,1.77,13.0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
2025-04-07,42,49.0,50.0,1.57,85.0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
2025-04-07,42,49.0,50.0,1.3,19.0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
2025-04-07,42,49.0,50.0,1.2,37.0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
2025-04-07,42,49.0,50.0,0.97,40.0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
2025-04-07,42,49.0,50.0,0.9,24.0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
2025-04-07,42,49.0,50.0,0.8,24.0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
2025-04-07,42,49.0,50.0,0.73,48.0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
2025-04-07,42,49.0,50.0,0.67,12.0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
2025-04-07,42,49.0,50.0,0.63,60.0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
2025-04-07,42,49.0,50.0,0.6,24.0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
2025-04-07,42,49.0,50.0,0.47,72.0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
2025-04-07,42,49.0,50.0,0.37,24.0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
2025-04-07,42,49.0,50.0,0.37,48.0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
2025-04-07,42,49.0,50.0,0.37,12.0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
2025-04-07,42,49.0,50.0,0.37,24.0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
2025-04-07,42,49.0,50.0,0.3,24.0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
2025-04-07,42,49.0,50.0,0.3,25.0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
2025-04-07,42,49.0,50.0,0.27,18.0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
2025-04-07,42,49.0,50.0,0.27,12.0,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2025-04-07,42,49.0,50.0,0.23,120.0,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2025-04-07,42,49.0,50.0,0.23,78.0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
2025-04-07,42,49.0,50.0,0.23,96.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
2025-04-07,42,49.0,50.0,0.2,30.0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
2025-04-07,42,49.0,50.0,0.2,28.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
2025-04-07,42,49.0,50.0,0.2,28.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
2025-04-07,42,49.0,50.0,0.13,24.0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
2025-04-07,42,49.0,50.0,0.1,48.0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
2025-04-07,42,49.0,50.0,0.07,24.0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
2025-04-07,42,49.0,50.0,0.03,5.0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2025-04-07,42,49.0,50.0,0.03,5.0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
