Date,NumOfAnimals,average_temp,Precipitation,MonthsInCare,AgeInMonths,Season_Spring,Season_Summer,Season_Fall,Season_Winter,DayOfWeek_Monday,DayOfWeek_Tuesday,DayOfWeek_Wednesday,DayOfWeek_Thursday,DayOfWeek_Friday,DayOfWeek_Saturday,DayOfWeek_Sunday,Species_Cat,Species_Dog,Species_Dutch,Species_Rabbit Sh
2025-04-10,42,54.0,0.0,6.17,150.0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False
2025-04-10,42,54.0,0.0,6.07,15.0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False
2025-04-10,42,54.0,0.0,6.07,15.0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False
2025-04-10,42,54.0,0.0,5.77,41.0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False
2025-04-10,42,54.0,0.0,5.67,5.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True
2025-04-10,42,54.0,0.0,5.43,13.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True
2025-04-10,42,54.0,0.0,5.07,53.0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
2025-04-10,42,54.0,0.0,3.73,5.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True
2025-04-10,42,54.0,0.0,3.67,15.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True
2025-04-10,42,54.0,0.0,3.67,15.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True
2025-04-10,42,54.0,0.0,3.23,46.0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
2025-04-10,42,54.0,0.0,1.87,13.0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
2025-04-10,42,54.0,0.0,1.67,85.0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
2025-04-10,42,54.0,0.0,1.4,19.0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
2025-04-10,42,54.0,0.0,1.3,37.0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
2025-04-10,42,54.0,0.0,1.07,40.0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
2025-04-10,42,54.0,0.0,1.0,24.0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
2025-04-10,42,54.0,0.0,0.9,24.0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
2025-04-10,42,54.0,0.0,0.83,48.0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
2025-04-10,42,54.0,0.0,0.77,12.0,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2025-04-10,42,54.0,0.0,0.73,60.0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
2025-04-10,42,54.0,0.0,0.7,24.0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
2025-04-10,42,54.0,0.0,0.67,36.0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False
2025-04-10,42,54.0,0.0,0.57,72.0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
2025-04-10,42,54.0,0.0,0.47,25.0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
2025-04-10,42,54.0,0.0,0.47,12.0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
2025-04-10,42,54.0,0.0,0.4,24.0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
2025-04-10,42,54.0,0.0,0.4,25.0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
2025-04-10,42,54.0,0.0,0.37,18.0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
2025-04-10,42,54.0,0.0,0.3,48.0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
2025-04-10,42,54.0,0.0,0.23,24.0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
2025-04-10,42,54.0,0.0,0.2,48.0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
2025-04-10,42,54.0,0.0,0.2,24.0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
2025-04-10,42,54.0,0.0,0.2,24.0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
2025-04-10,42,54.0,0.0,0.2,24.0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
2025-04-10,42,54.0,0.0,0.17,24.0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
2025-04-10,42,54.0,0.0,0.13,5.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True
2025-04-10,42,54.0,0.0,0.13,5.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True
2025-04-10,42,54.0,0.0,0.1,72.0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False
2025-04-10,42,54.0,0.0,0.07,36.0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False
2025-04-10,42,54.0,0.0,0.07,78.0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
2025-04-10,42,54.0,0.0,0.03,12.0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False
