Date,NumOfAnimals,average_temp,Precipitation,MonthsInCare,AgeInMonths,Season_Spring,Season_Summer,Season_Fall,Season_Winter,DayOfWeek_Monday,DayOfWeek_Tuesday,DayOfWeek_Wednesday,DayOfWeek_Thursday,DayOfWeek_Friday,DayOfWeek_Saturday,DayOfWeek_Sunday,Species_Bird,Species_Cat,Species_Dog,Species_Guinea Pig,Species_Rabbit Sh,Species_Species_Kitten
2025-07-08,69,70.0,0.0,8.63,8.0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
2025-07-08,69,70.0,0.0,8.4,26.0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
2025-07-08,69,70.0,0.0,6.7,8.0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
2025-07-08,69,70.0,0.0,6.2,49.0,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
2025-07-08,69,70.0,0.0,4.03,43.0,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
2025-07-08,69,70.0,0.0,3.17,51.0,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
2025-07-08,69,70.0,0.0,2.77,11.0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
2025-07-08,69,70.0,0.0,2.77,11.0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
2025-07-08,69,70.0,0.0,2.67,62.0,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
2025-07-08,69,70.0,0.0,2.57,15.0,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
2025-07-08,69,70.0,0.0,2.53,70.0,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
2025-07-08,69,70.0,0.0,2.07,99.0,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
2025-07-08,69,70.0,0.0,1.97,25.0,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
2025-07-08,69,70.0,0.0,1.9,4.0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2025-07-08,69,70.0,0.0,1.9,121.0,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
2025-07-08,69,70.0,0.0,1.9,4.0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2025-07-08,69,70.0,0.0,1.9,4.0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2025-07-08,69,70.0,0.0,1.73,3.25,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2025-07-08,69,70.0,0.0,1.73,3.25,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2025-07-08,69,70.0,0.0,1.73,3.25,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2025-07-08,69,70.0,0.0,1.67,3.25,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2025-07-08,69,70.0,0.0,1.5,45.0,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
2025-07-08,69,70.0,0.0,1.4,0.0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
2025-07-08,69,70.0,0.0,1.4,0.0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
2025-07-08,69,70.0,0.0,1.37,16.0,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
2025-07-08,69,70.0,0.0,1.2,37.0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2025-07-08,69,70.0,0.0,1.17,73.0,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
2025-07-08,69,70.0,0.0,1.13,53.0,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
2025-07-08,69,70.0,0.0,1.13,24.0,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
2025-07-08,69,70.0,0.0,1.1,103.0,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
2025-07-08,69,70.0,0.0,1.1,21.0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2025-07-08,69,70.0,0.0,1.1,21.0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2025-07-08,69,70.0,0.0,1.07,27.0,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
2025-07-08,69,70.0,0.0,1.0,48.0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2025-07-08,69,70.0,0.0,0.97,72.0,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
2025-07-08,69,70.0,0.0,0.9,72.0,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
2025-07-08,69,70.0,0.0,0.73,36.0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2025-07-08,69,70.0,0.0,0.67,72.0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2025-07-08,69,70.0,0.0,0.67,24.0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2025-07-08,69,70.0,0.0,0.57,25.0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2025-07-08,69,70.0,0.0,0.53,18.0,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
