Date,NumOfAnimals,average_temp,Precipitation,MonthsInCare,AgeInMonths,Season_Spring,Season_Summer,Season_Fall,Season_Winter,DayOfWeek_Monday,DayOfWeek_Tuesday,DayOfWeek_Wednesday,DayOfWeek_Thursday,DayOfWeek_Friday,DayOfWeek_Saturday,DayOfWeek_Sunday,Species_Barn Cat,Species_Bird,Species_Cat,Species_Dog,Species_Guinea Pig,Species_Rabbit Sh,Species_Species_Kitten
2025-07-12,77,69.0,0.0,1.87,3.25,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2025-07-12,77,69.0,0.0,1.63,45.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2025-07-12,77,69.0,0.0,1.53,0.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2025-07-12,77,69.0,0.0,1.53,2.5,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2025-07-12,77,69.0,0.0,1.53,0.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2025-07-12,77,69.0,0.0,1.5,17.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2025-07-12,77,69.0,0.0,1.33,37.0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2025-07-12,77,69.0,0.0,1.3,73.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2025-07-12,77,69.0,0.0,1.27,54.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2025-07-12,77,69.0,0.0,1.23,103.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2025-07-12,77,69.0,0.0,1.1,26.0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2025-07-12,77,69.0,0.0,1.1,72.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2025-07-12,77,69.0,0.0,1.03,72.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2025-07-12,77,69.0,0.0,1.0,30.0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2025-07-12,77,69.0,0.0,0.87,36.0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2025-07-12,77,69.0,0.0,0.8,24.0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2025-07-12,77,69.0,0.0,0.7,25.0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2025-07-12,77,69.0,0.0,0.67,18.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2025-07-12,77,69.0,0.0,0.57,84.0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2025-07-12,77,69.0,0.0,0.57,24.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2025-07-12,77,69.0,0.0,0.57,36.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2025-07-12,77,69.0,0.0,0.57,10.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2025-07-12,77,69.0,0.0,0.53,36.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2025-07-12,77,69.0,0.0,0.53,36.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
2025-07-12,77,69.0,0.0,0.53,2.5,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2025-07-12,77,69.0,0.0,0.43,48.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2025-07-12,77,69.0,0.0,0.4,24.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2025-07-12,77,69.0,0.0,0.37,26.0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2025-07-12,77,69.0,0.0,0.37,15.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2025-07-12,77,69.0,0.0,0.37,15.0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2025-07-12,77,69.0,0.0,0.3,12.0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2025-07-12,77,69.0,0.0,0.3,4.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2025-07-12,77,69.0,0.0,0.3,4.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2025-07-12,77,69.0,0.0,0.27,2.25,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2025-07-12,77,69.0,0.0,0.27,2.25,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2025-07-12,77,69.0,0.0,0.27,120.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2025-07-12,77,69.0,0.0,0.27,60.0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2025-07-12,77,69.0,0.0,0.23,2.75,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2025-07-12,77,69.0,0.0,0.23,36.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2025-07-12,77,69.0,0.0,0.2,36.0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2025-07-12,77,69.0,0.0,0.2,36.0,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
2025-07-12,77,69.0,0.0,0.2,72.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2025-07-12,77,69.0,0.0,0.17,24.0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2025-07-12,77,69.0,0.0,0.17,42.0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2025-07-12,77,69.0,0.0,0.17,24.0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2025-07-12,77,69.0,0.0,0.13,3.5,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2025-07-12,77,69.0,0.0,0.13,0.0,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
2025-07-12,77,69.0,0.0,0.13,3.5,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2025-07-12,77,69.0,0.0,0.13,3.5,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2025-07-12,77,69.0,0.0,0.13,36.0,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
2025-07-12,77,69.0,0.0,0.13,3.5,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2025-07-12,77,69.0,0.0,0.1,4.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2025-07-12,77,69.0,0.0,0.1,4.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2025-07-12,77,69.0,0.0,0.1,1.75,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2025-07-12,77,69.0,0.0,0.1,43.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2025-07-12,77,69.0,0.0,0.07,24.0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2025-07-12,77,69.0,0.0,0.07,60.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2025-07-12,77,69.0,0.0,0.07,2.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2025-07-12,77,69.0,0.0,0.07,25.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2025-07-12,77,69.0,0.0,0.07,2.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2025-07-12,77,69.0,0.0,0.07,40.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2025-07-12,77,69.0,0.0,0.03,2.75,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
