Date,NumOfAnimals,average_temp,Precipitation,MonthsInCare,AgeInMonths,Season_Spring,Season_Summer,Season_Fall,Season_Winter,DayOfWeek_Monday,DayOfWeek_Tuesday,DayOfWeek_Wednesday,DayOfWeek_Thursday,DayOfWeek_Friday,DayOfWeek_Saturday,DayOfWeek_Sunday,Species_Barn Cat,Species_Bird,Species_Cat,Species_Dog,Species_Dwarf,Species_Goat,Species_Rabbit Sh,Species_Species_Kitten
2025-09-07,54,64.0,0.0,10.43,28.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2025-09-07,54,64.0,0.0,8.73,10.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2025-09-07,54,64.0,0.0,5.3,0.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2025-09-07,54,64.0,0.0,5.3,0.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2025-09-07,54,64.0,0.0,4.57,72.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2025-09-07,54,64.0,0.0,3.83,15.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2025-09-07,54,64.0,0.0,3.43,0.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2025-09-07,54,64.0,0.0,3.43,0.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2025-09-07,54,64.0,0.0,2.33,50.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2025-09-07,54,64.0,0.0,2.2,14.0,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
2025-09-07,54,64.0,0.0,1.7,75.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2025-09-07,54,64.0,0.0,1.3,3.75,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2025-09-07,54,64.0,0.0,1.27,2.5,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2025-09-07,54,64.0,0.0,1.27,64.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2025-09-07,54,64.0,0.0,0.97,5.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2025-09-07,54,64.0,0.0,0.97,5.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2025-09-07,54,64.0,0.0,0.9,3.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2025-09-07,54,64.0,0.0,0.9,5.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2025-09-07,54,64.0,0.0,0.9,10.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2025-09-07,54,64.0,0.0,0.9,4.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2025-09-07,54,64.0,0.0,0.87,12.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2025-09-07,54,64.0,0.0,0.87,3.5,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2025-09-07,54,64.0,0.0,0.73,24.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2025-09-07,54,64.0,0.0,0.7,36.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2025-09-07,54,64.0,0.0,0.7,24.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
