Date,NumOfAnimals,average_temp,Precipitation,MonthsInCare,AgeInMonths,Season_Spring,Season_Summer,Season_Fall,Season_Winter,DayOfWeek_Monday,DayOfWeek_Tuesday,DayOfWeek_Wednesday,DayOfWeek_Thursday,DayOfWeek_Friday,DayOfWeek_Saturday,DayOfWeek_Sunday,Species_Bird,Species_Cat,Species_Dog,Species_Dwarf,Species_Hamster,Species_Rabbit Sh,Species_Species_Kitten
2025-08-22,42,65.0,0.0,9.9,28.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2025-08-22,42,65.0,0.0,8.2,9.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2025-08-22,42,65.0,0.0,4.07,16.0,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
2025-08-22,42,65.0,0.0,4.03,61.0,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
2025-08-22,42,65.0,0.0,3.3,15.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2025-08-22,42,65.0,0.0,2.9,0.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2025-08-22,42,65.0,0.0,2.9,0.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2025-08-22,42,65.0,0.0,2.67,74.0,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
2025-08-22,42,65.0,0.0,2.47,74.0,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
2025-08-22,42,65.0,0.0,2.4,74.0,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
2025-08-22,42,65.0,0.0,1.6,37.0,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
2025-08-22,42,65.0,0.0,1.17,74.0,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
2025-08-22,42,65.0,0.0,0.8,12.0,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
2025-08-22,42,65.0,0.0,0.73,64.0,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
2025-08-22,42,65.0,0.0,0.7,5.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2025-08-22,42,65.0,0.0,0.6,12.0,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
2025-08-22,42,65.0,0.0,0.53,36.0,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
2025-08-22,42,65.0,0.0,0.53,156.0,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
2025-08-22,42,65.0,0.0,0.53,76.0,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
2025-08-22,42,65.0,0.0,0.47,12.0,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
2025-08-22,42,65.0,0.0,0.43,5.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2025-08-22,42,65.0,0.0,0.43,5.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2025-08-22,42,65.0,0.0,0.4,0.0,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
2025-08-22,42,65.0,0.0,0.4,0.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
2025-08-22,42,65.0,0.0,0.37,10.0,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
2025-08-22,42,65.0,0.0,0.33,33.0,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
2025-08-22,42,65.0,0.0,0.33,60.0,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
2025-08-22,42,65.0,0.0,0.27,2.25,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2025-08-22,42,65.0,0.0,0.27,2.25,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2025-08-22,42,65.0,0.0,0.27,2.25,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2025-08-22,42,65.0,0.0,0.2,2.25,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2025-08-22,42,65.0,0.0,0.2,3.25,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2025-08-22,42,65.0,0.0,0.2,4.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2025-08-22,42,65.0,0.0,0.17,4.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2025-08-22,42,65.0,0.0,0.07,48.0,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
2025-08-22,42,65.0,0.0,0.03,2.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2025-08-22,42,65.0,0.0,0.03,10.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2025-08-22,42,65.0,0.0,0.03,3.25,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2025-08-22,42,65.0,0.0,0.03,18.0,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
2025-08-22,42,65.0,0.0,0.03,2.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2025-08-22,42,65.0,0.0,0.03,24.0,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
2025-08-22,42,65.0,0.0,0.03,3.25,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
