Date,NumOfAnimals,average_temp,Precipitation,MonthsInCare,AgeInMonths,Season_Spring,Season_Summer,Season_Fall,Season_Winter,DayOfWeek_Monday,DayOfWeek_Tuesday,DayOfWeek_Wednesday,DayOfWeek_Thursday,DayOfWeek_Friday,DayOfWeek_Saturday,DayOfWeek_Sunday,Species_Barn Cat,Species_Cat,Species_Dog,Species_Dwarf,Species_Rabbit Sh,Species_Species_Kitten
2025-08-30,60,64.0,0.0,10.17,28.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2025-08-30,60,64.0,0.0,8.47,9.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2025-08-30,60,64.0,0.0,5.03,0.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2025-08-30,60,64.0,0.0,5.03,0.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2025-08-30,60,64.0,0.0,4.3,72.0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
2025-08-30,60,64.0,0.0,3.57,15.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
2025-08-30,60,64.0,0.0,3.17,0.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2025-08-30,60,64.0,0.0,3.17,0.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2025-08-30,60,64.0,0.0,2.07,50.0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
2025-08-30,60,64.0,0.0,1.93,13.0,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
2025-08-30,60,64.0,0.0,1.43,75.0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
2025-08-30,60,64.0,0.0,1.27,3.75,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
2025-08-30,60,64.0,0.0,1.27,3.75,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
2025-08-30,60,64.0,0.0,1.27,3.75,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
2025-08-30,60,64.0,0.0,1.27,3.75,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
2025-08-30,60,64.0,0.0,1.0,2.25,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
2025-08-30,60,64.0,0.0,1.0,2.25,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
2025-08-30,60,64.0,0.0,1.0,64.0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
2025-08-30,60,64.0,0.0,0.8,96.0,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
2025-08-30,60,64.0,0.0,0.7,5.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2025-08-30,60,64.0,0.0,0.7,5.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2025-08-30,60,64.0,0.0,0.63,10.0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
