Date,NumOfAnimals,average_temp,Precipitation,MonthsInCare,AgeInMonths,Season_Spring,Season_Summer,Season_Fall,Season_Winter,DayOfWeek_Monday,DayOfWeek_Tuesday,DayOfWeek_Wednesday,DayOfWeek_Thursday,DayOfWeek_Friday,DayOfWeek_Saturday,DayOfWeek_Sunday,Species_Barn Cat,Species_Bird,Species_Cat,Species_Dog,Species_Dwarf,Species_Rabbit Sh,Species_Species_Kitten
2025-06-03,84,57.0,0.0,7.47,7.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2025-06-03,84,57.0,0.0,7.23,25.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2025-06-03,84,57.0,0.0,5.53,6.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2025-06-03,84,57.0,0.0,5.03,37.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
2025-06-03,84,57.0,0.0,3.47,87.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
2025-06-03,84,57.0,0.0,2.87,42.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
2025-06-03,84,57.0,0.0,2.87,26.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
2025-06-03,84,57.0,0.0,2.63,50.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
2025-06-03,84,57.0,0.0,2.53,62.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
2025-06-03,84,57.0,0.0,2.23,6.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
2025-06-03,84,57.0,0.0,2.13,2.25,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
2025-06-03,84,57.0,0.0,2.0,49.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
2025-06-03,84,57.0,0.0,1.7,61.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
2025-06-03,84,57.0,0.0,1.67,2.25,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
2025-06-03,84,57.0,0.0,1.67,2.25,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
2025-06-03,84,57.0,0.0,1.6,10.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2025-06-03,84,57.0,0.0,1.6,10.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2025-06-03,84,57.0,0.0,1.5,61.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
2025-06-03,84,57.0,0.0,1.4,14.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
2025-06-03,84,57.0,0.0,1.37,69.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
2025-06-03,84,57.0,0.0,1.0,14.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
2025-06-03,84,57.0,0.0,1.0,12.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
