Date,NumOfAnimals,average_temp,Precipitation,MonthsInCare,AgeInMonths,Season_Spring,Season_Summer,Season_Fall,Season_Winter,DayOfWeek_Monday,DayOfWeek_Tuesday,DayOfWeek_Wednesday,DayOfWeek_Thursday,DayOfWeek_Friday,DayOfWeek_Saturday,DayOfWeek_Sunday,Species_Barn Cat,Species_Cat,Species_Dog,Species_Lionhead,Species_Rabbit Sh,Species_Species_Kitten
2025-11-05,91,54.0,50.0,12.4,30.0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False
2025-11-05,91,54.0,50.0,10.7,11.0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False
2025-11-05,91,54.0,50.0,7.27,16.0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False
2025-11-05,91,54.0,50.0,7.27,0.0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False
2025-11-05,91,54.0,50.0,7.27,0.0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False
2025-11-05,91,54.0,50.0,7.27,0.0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False
2025-11-05,91,54.0,50.0,6.97,6.0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False
2025-11-05,91,54.0,50.0,5.4,0.0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False
2025-11-05,91,54.0,50.0,5.4,0.0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False
2025-11-05,91,54.0,50.0,4.67,8.0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False
2025-11-05,91,54.0,50.0,4.17,16.0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
2025-11-05,91,54.0,50.0,3.67,77.0,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False
2025-11-05,91,54.0,50.0,3.6,39.0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False
2025-11-05,91,54.0,50.0,3.5,6.0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False
2025-11-05,91,54.0,50.0,3.5,6.0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False
2025-11-05,91,54.0,50.0,2.8,3.25,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True
2025-11-05,91,54.0,50.0,2.7,7.0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
2025-11-05,91,54.0,50.0,2.2,27.0,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False
2025-11-05,91,54.0,50.0,2.2,2.25,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True
2025-11-05,91,54.0,50.0,2.2,2.75,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True
2025-11-05,91,54.0,50.0,2.2,2.75,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True
2025-11-05,91,54.0,50.0,2.2,2.25,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True
2025-11-05,91,54.0,50.0,2.2,2.75,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True
2025-11-05,91,54.0,50.0,2.13,97.0,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False
2025-11-05,91,54.0,50.0,2.1,3.0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True
2025-11-05,91,54.0,50.0,2.1,3.0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True
2025-11-05,91,54.0,50.0,2.07,12.0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
2025-11-05,91,54.0,50.0,1.67,67.0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
2025-11-05,91,54.0,50.0,1.43,49.0,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False
2025-11-05,91,54.0,50.0,1.43,3.5,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True
2025-11-05,91,54.0,50.0,1.4,37.0,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False
2025-11-05,91,54.0,50.0,1.3,36.0,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False
2025-11-05,91,54.0,50.0,1.3,61.0,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False
2025-11-05,91,54.0,50.0,1.23,4.0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False
2025-11-05,91,54.0,50.0,1.17,24.0,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False
2025-11-05,91,54.0,50.0,1.03,96.0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
2025-11-05,91,54.0,50.0,1.0,17.0,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False
2025-11-05,91,54.0,50.0,0.9,12.0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False
2025-11-05,91,54.0,50.0,0.9,12.0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False
2025-11-05,91,54.0,50.0,0.9,2.75,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True
2025-11-05,91,54.0,50.0,0.87,66.0,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False
2025-11-05,91,54.0,50.0,0.87,3.0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True
