Date,NumOfAnimals,average_temp,Precipitation,MonthsInCare,AgeInMonths,Season_Spring,Season_Summer,Season_Fall,Season_Winter,DayOfWeek_Monday,DayOfWeek_Tuesday,DayOfWeek_Wednesday,DayOfWeek_Thursday,DayOfWeek_Friday,DayOfWeek_Saturday,DayOfWeek_Sunday,Species_Barn Cat,Species_Cat,Species_Dog,Species_Dwarf,Species_Rabbit Sh,Species_Species_Kitten
2025-08-29,55,71.0,0.0,10.13,28.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2025-08-29,55,71.0,0.0,8.43,9.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2025-08-29,55,71.0,0.0,5.0,0.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2025-08-29,55,71.0,0.0,5.0,0.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2025-08-29,55,71.0,0.0,4.27,72.0,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2025-08-29,55,71.0,0.0,3.53,15.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
2025-08-29,55,71.0,0.0,3.13,0.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2025-08-29,55,71.0,0.0,3.13,0.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2025-08-29,55,71.0,0.0,2.63,74.0,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2025-08-29,55,71.0,0.0,2.03,49.0,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2025-08-29,55,71.0,0.0,1.9,13.0,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2025-08-29,55,71.0,0.0,1.4,75.0,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2025-08-29,55,71.0,0.0,1.23,3.75,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2025-08-29,55,71.0,0.0,1.23,3.75,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2025-08-29,55,71.0,0.0,1.23,3.75,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2025-08-29,55,71.0,0.0,1.23,3.75,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2025-08-29,55,71.0,0.0,0.97,2.25,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2025-08-29,55,71.0,0.0,0.97,64.0,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2025-08-29,55,71.0,0.0,0.97,2.25,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2025-08-29,55,71.0,0.0,0.93,4.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2025-08-29,55,71.0,0.0,0.93,4.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2025-08-29,55,71.0,0.0,0.67,5.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2025-08-29,55,71.0,0.0,0.67,5.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2025-08-29,55,71.0,0.0,0.6,10.0,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2025-08-29,55,71.0,0.0,0.57,12.0,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2025-08-29,55,71.0,0.0,0.47,180.0,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2025-08-29,55,71.0,0.0,0.47,36.0,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2025-08-29,55,71.0,0.0,0.47,36.0,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2025-08-29,55,71.0,0.0,0.43,72.0,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2025-08-29,55,71.0,0.0,0.43,24.0,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2025-08-29,55,71.0,0.0,0.43,12.0,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2025-08-29,55,71.0,0.0,0.4,24.0,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2025-08-29,55,71.0,0.0,0.4,36.0,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2025-08-29,55,71.0,0.0,0.37,72.0,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2025-08-29,55,71.0,0.0,0.37,8.0,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2025-08-29,55,71.0,0.0,0.37,6.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2025-08-29,55,71.0,0.0,0.33,24.0,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2025-08-29,55,71.0,0.0,0.33,24.0,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2025-08-29,55,71.0,0.0,0.33,36.0,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2025-08-29,55,71.0,0.0,0.3,48.0,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2025-08-29,55,71.0,0.0,0.3,7.0,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2025-08-29,55,71.0,0.0,0.27,24.0,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
2025-08-29,55,71.0,0.0,0.27,2.25,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2025-08-29,55,71.0,0.0,0.23,74.0,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2025-08-29,55,71.0,0.0,0.2,12.0,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
2025-08-29,55,71.0,0.0,0.2,12.0,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2025-08-29,55,71.0,0.0,0.17,5.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2025-08-29,55,71.0,0.0,0.17,18.0,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2025-08-29,55,71.0,0.0,0.17,12.0,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
2025-08-29,55,71.0,0.0,0.17,12.0,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
2025-08-29,55,71.0,0.0,0.17,12.0,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
2025-08-29,55,71.0,0.0,0.13,37.0,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2025-08-29,55,71.0,0.0,0.03,4.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2025-08-29,55,71.0,0.0,0.03,4.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2025-08-29,55,71.0,0.0,0.03,4.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
