Date,NumOfAnimals,average_temp,Precipitation,MonthsInCare,AgeInMonths,Season_Spring,Season_Summer,Season_Fall,Season_Winter,DayOfWeek_Monday,DayOfWeek_Tuesday,DayOfWeek_Wednesday,DayOfWeek_Thursday,DayOfWeek_Friday,DayOfWeek_Saturday,DayOfWeek_Sunday,Species_Bird,Species_Cat,Species_Dog,Species_Rabbit Sh,Species_Species_Kitten
2025-09-16,56,59.0,0.0,15.43,27.0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False
2025-09-16,56,59.0,0.0,10.73,29.0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False
2025-09-16,56,59.0,0.0,9.03,10.0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False
2025-09-16,56,59.0,0.0,5.6,0.0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False
2025-09-16,56,59.0,0.0,5.6,0.0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False
2025-09-16,56,59.0,0.0,3.73,0.0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False
2025-09-16,56,59.0,0.0,3.73,0.0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False
2025-09-16,56,59.0,0.0,2.63,50.0,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
2025-09-16,56,59.0,0.0,2.5,14.0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False
2025-09-16,56,59.0,0.0,2.0,75.0,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
2025-09-16,56,59.0,0.0,1.7,3.75,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True
2025-09-16,56,59.0,0.0,1.57,65.0,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
2025-09-16,56,59.0,0.0,1.33,61.0,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
2025-09-16,56,59.0,0.0,1.27,6.0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False
2025-09-16,56,59.0,0.0,1.27,6.0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False
2025-09-16,56,59.0,0.0,1.0,24.0,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
2025-09-16,56,59.0,0.0,0.9,4.0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False
