Date,NumOfAnimals,average_temp,Precipitation,MonthsInCare,AgeInMonths,Season_Spring,Season_Summer,Season_Fall,Season_Winter,DayOfWeek_Monday,DayOfWeek_Tuesday,DayOfWeek_Wednesday,DayOfWeek_Thursday,DayOfWeek_Friday,DayOfWeek_Saturday,DayOfWeek_Sunday,Species_Barn Cat,Species_Bird,Species_Cat,Species_Dog,Species_Dwarf,Species_New Zealand Wht,Species_Rabbit Sh,Species_Species_Kitten
2025-05-28,40,62.0,0.0,7.27,7.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2025-05-28,40,62.0,0.0,7.03,25.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2025-05-28,40,62.0,0.0,5.33,6.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2025-05-28,40,62.0,0.0,4.83,47.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
2025-05-28,40,62.0,0.0,3.27,87.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
2025-05-28,40,62.0,0.0,3.0,20.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
2025-05-28,40,62.0,0.0,2.67,42.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
2025-05-28,40,62.0,0.0,2.67,26.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
2025-05-28,40,62.0,0.0,2.43,50.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
2025-05-28,40,62.0,0.0,2.33,62.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
2025-05-28,40,62.0,0.0,1.93,2.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
2025-05-28,40,62.0,0.0,1.93,2.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
2025-05-28,40,62.0,0.0,1.8,49.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
2025-05-28,40,62.0,0.0,1.5,61.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
2025-05-28,40,62.0,0.0,1.43,73.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
2025-05-28,40,62.0,0.0,1.4,10.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2025-05-28,40,62.0,0.0,1.4,10.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2025-05-28,40,62.0,0.0,1.3,60.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
2025-05-28,40,62.0,0.0,1.2,13.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
2025-05-28,40,62.0,0.0,1.17,68.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
2025-05-28,40,62.0,0.0,0.8,12.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
2025-05-28,40,62.0,0.0,0.8,14.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
2025-05-28,40,62.0,0.0,0.63,84.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
2025-05-28,40,62.0,0.0,0.6,24.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
2025-05-28,40,62.0,0.0,0.57,54.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
2025-05-28,40,62.0,0.0,0.53,120.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
2025-05-28,40,62.0,0.0,0.4,24.0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
2025-05-28,40,62.0,0.0,0.37,36.0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
2025-05-28,40,62.0,0.0,0.37,7.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
2025-05-28,40,62.0,0.0,0.3,68.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
2025-05-28,40,62.0,0.0,0.27,84.0,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
2025-05-28,40,62.0,0.0,0.27,16.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
2025-05-28,40,62.0,0.0,0.27,36.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
2025-05-28,40,62.0,0.0,0.27,12.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
2025-05-28,40,62.0,0.0,0.23,12.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
2025-05-28,40,62.0,0.0,0.2,7.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
2025-05-28,40,62.0,0.0,0.2,12.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
2025-05-28,40,62.0,0.0,0.2,0.0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
2025-05-28,40,62.0,0.0,0.17,18.0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
2025-05-28,40,62.0,0.0,0.17,12.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
