Date,NumOfAnimals,average_temp,Precipitation,MonthsInCare,AgeInMonths,Season_Spring,Season_Summer,Season_Fall,Season_Winter,DayOfWeek_Monday,DayOfWeek_Tuesday,DayOfWeek_Wednesday,DayOfWeek_Thursday,DayOfWeek_Friday,DayOfWeek_Saturday,DayOfWeek_Sunday,Species_Barn Cat,Species_Bird,Species_Cat,Species_Dog,Species_Rabbit Sh,Species_Species_Kitten
2025-09-29,64,61.0,0.0,11.17,29.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2025-09-29,64,61.0,0.0,9.47,10.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2025-09-29,64,61.0,0.0,6.67,42.0,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False
2025-09-29,64,61.0,0.0,6.03,0.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2025-09-29,64,61.0,0.0,6.03,14.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2025-09-29,64,61.0,0.0,6.03,0.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2025-09-29,64,61.0,0.0,5.73,5.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2025-09-29,64,61.0,0.0,5.73,5.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2025-09-29,64,61.0,0.0,5.73,5.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2025-09-29,64,61.0,0.0,4.17,0.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2025-09-29,64,61.0,0.0,4.17,0.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2025-09-29,64,61.0,0.0,2.93,14.0,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False
2025-09-29,64,61.0,0.0,2.43,76.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False
2025-09-29,64,61.0,0.0,2.37,38.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2025-09-29,64,61.0,0.0,2.27,5.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2025-09-29,64,61.0,0.0,2.27,5.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2025-09-29,64,61.0,0.0,2.03,4.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True
2025-09-29,64,61.0,0.0,2.0,65.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False
2025-09-29,64,61.0,0.0,1.9,7.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False
2025-09-29,64,61.0,0.0,1.07,13.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2025-09-29,64,61.0,0.0,1.0,60.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False
2025-09-29,64,61.0,0.0,0.97,61.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False
2025-09-29,64,61.0,0.0,0.97,0.0,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False
2025-09-29,64,61.0,0.0,0.9,96.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False
2025-09-29,64,61.0,0.0,0.87,104.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False
2025-09-29,64,61.0,0.0,0.83,11.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True
2025-09-29,64,61.0,0.0,0.73,12.0,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False
2025-09-29,64,61.0,0.0,0.73,12.0,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False
2025-09-29,64,61.0,0.0,0.7,73.0,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False
2025-09-29,64,61.0,0.0,0.57,24.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False
2025-09-29,64,61.0,0.0,0.53,8.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True
2025-09-29,64,61.0,0.0,0.53,8.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True
2025-09-29,64,61.0,0.0,0.5,4.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True
2025-09-29,64,61.0,0.0,0.47,60.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False
2025-09-29,64,61.0,0.0,0.43,66.0,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False
2025-09-29,64,61.0,0.0,0.37,24.0,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False
2025-09-29,64,61.0,0.0,0.37,131.0,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False
2025-09-29,64,61.0,0.0,0.33,36.0,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False
2025-09-29,64,61.0,0.0,0.33,4.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True
2025-09-29,64,61.0,0.0,0.33,4.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True
2025-09-29,64,61.0,0.0,0.33,5.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True
2025-09-29,64,61.0,0.0,0.33,12.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False
2025-09-29,64,61.0,0.0,0.3,3.5,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True
2025-09-29,64,61.0,0.0,0.3,5.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True
2025-09-29,64,61.0,0.0,0.3,5.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True
2025-09-29,64,61.0,0.0,0.23,3.5,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True
2025-09-29,64,61.0,0.0,0.23,3.5,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True
2025-09-29,64,61.0,0.0,0.23,3.5,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True
2025-09-29,64,61.0,0.0,0.23,48.0,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False
2025-09-29,64,61.0,0.0,0.23,3.5,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True
2025-09-29,64,61.0,0.0,0.2,3.25,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True
2025-09-29,64,61.0,0.0,0.2,3.25,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True
2025-09-29,64,61.0,0.0,0.2,36.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False
2025-09-29,64,61.0,0.0,0.17,3.25,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True
2025-09-29,64,61.0,0.0,0.17,121.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False
2025-09-29,64,61.0,0.0,0.17,9.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False
2025-09-29,64,61.0,0.0,0.17,3.25,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True
2025-09-29,64,61.0,0.0,0.13,12.0,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False
