Date,NumOfAnimals,average_temp,Precipitation,MonthsInCare,AgeInMonths,Season_Spring,Season_Summer,Season_Fall,Season_Winter,DayOfWeek_Monday,DayOfWeek_Tuesday,DayOfWeek_Wednesday,DayOfWeek_Thursday,DayOfWeek_Friday,DayOfWeek_Saturday,DayOfWeek_Sunday,Species_Cat,Species_Dog,Species_Rabbit Sh,Species_Species_Kitten
2025-06-20,63,61.0,0.0,8.03,8.0,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
2025-06-20,63,61.0,0.0,7.8,26.0,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
2025-06-20,63,61.0,0.0,6.1,7.0,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
2025-06-20,63,61.0,0.0,5.6,48.0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
2025-06-20,63,61.0,0.0,4.03,87.0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
2025-06-20,63,61.0,0.0,3.43,43.0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
2025-06-20,63,61.0,0.0,2.57,50.0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
2025-06-20,63,61.0,0.0,2.17,11.0,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
2025-06-20,63,61.0,0.0,2.17,11.0,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
2025-06-20,63,61.0,0.0,2.07,61.0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
2025-06-20,63,61.0,0.0,1.97,14.0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
2025-06-20,63,61.0,0.0,1.93,69.0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
2025-06-20,63,61.0,0.0,1.87,4.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
2025-06-20,63,61.0,0.0,1.57,13.0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
2025-06-20,63,61.0,0.0,1.47,99.0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
2025-06-20,63,61.0,0.0,1.47,2.5,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
2025-06-20,63,61.0,0.0,1.37,25.0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
2025-06-20,63,61.0,0.0,1.3,120.0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
2025-06-20,63,61.0,0.0,1.13,2.5,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
2025-06-20,63,61.0,0.0,1.13,2.5,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
2025-06-20,63,61.0,0.0,1.07,2.5,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
2025-06-20,63,61.0,0.0,1.03,17.0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
2025-06-20,63,61.0,0.0,0.97,48.0,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False
2025-06-20,63,61.0,0.0,0.9,44.0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
2025-06-20,63,61.0,0.0,0.77,16.0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
2025-06-20,63,61.0,0.0,0.77,30.0,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False
2025-06-20,63,61.0,0.0,0.67,3.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
2025-06-20,63,61.0,0.0,0.63,6.0,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
2025-06-20,63,61.0,0.0,0.6,36.0,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False
2025-06-20,63,61.0,0.0,0.6,24.0,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False
2025-06-20,63,61.0,0.0,0.57,24.0,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
2025-06-20,63,61.0,0.0,0.57,72.0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
2025-06-20,63,61.0,0.0,0.53,3.75,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
2025-06-20,63,61.0,0.0,0.53,49.0,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False
2025-06-20,63,61.0,0.0,0.53,53.0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
2025-06-20,63,61.0,0.0,0.53,13.0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
2025-06-20,63,61.0,0.0,0.53,60.0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
2025-06-20,63,61.0,0.0,0.53,13.0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
2025-06-20,63,61.0,0.0,0.5,103.0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
2025-06-20,63,61.0,0.0,0.47,62.0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
2025-06-20,63,61.0,0.0,0.47,27.0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
2025-06-20,63,61.0,0.0,0.4,48.0,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False
2025-06-20,63,61.0,0.0,0.37,3.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
2025-06-20,63,61.0,0.0,0.3,72.0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
2025-06-20,63,61.0,0.0,0.3,12.0,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False
2025-06-20,63,61.0,0.0,0.3,24.0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
2025-06-20,63,61.0,0.0,0.27,12.0,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False
2025-06-20,63,61.0,0.0,0.27,12.0,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False
2025-06-20,63,61.0,0.0,0.27,2.5,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
2025-06-20,63,61.0,0.0,0.23,24.0,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False
2025-06-20,63,61.0,0.0,0.23,36.0,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False
2025-06-20,63,61.0,0.0,0.23,10.0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
2025-06-20,63,61.0,0.0,0.2,12.0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
2025-06-20,63,61.0,0.0,0.2,2.75,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
2025-06-20,63,61.0,0.0,0.2,2.75,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
2025-06-20,63,61.0,0.0,0.2,60.0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
2025-06-20,63,61.0,0.0,0.2,2.5,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
2025-06-20,63,61.0,0.0,0.2,2.75,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
2025-06-20,63,61.0,0.0,0.2,18.0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
2025-06-20,63,61.0,0.0,0.17,2.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
2025-06-20,63,61.0,0.0,0.13,43.0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
2025-06-20,63,61.0,0.0,0.13,15.0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
2025-06-20,63,61.0,0.0,0.1,20.0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
