Date,NumOfAnimals,average_temp,Precipitation,MonthsInCare,AgeInMonths,Season_Spring,Season_Summer,Season_Fall,Season_Winter,DayOfWeek_Monday,DayOfWeek_Tuesday,DayOfWeek_Wednesday,DayOfWeek_Thursday,DayOfWeek_Friday,DayOfWeek_Saturday,DayOfWeek_Sunday,Species_Barn Cat,Species_Cat,Species_Dog,Species_Dwarf,Species_Lionhead,Species_Rabbit Sh,Species_Species_Kitten
2025-08-09,46,66.0,0.0,9.47,27.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2025-08-09,46,66.0,0.0,7.77,9.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2025-08-09,46,66.0,0.0,7.27,50.0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2025-08-09,46,66.0,0.0,3.63,16.0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2025-08-09,46,66.0,0.0,3.6,61.0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2025-08-09,46,66.0,0.0,2.87,14.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2025-08-09,46,66.0,0.0,2.57,46.0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2025-08-09,46,66.0,0.0,2.47,0.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2025-08-09,46,66.0,0.0,2.47,0.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2025-08-09,46,66.0,0.0,2.43,17.0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2025-08-09,46,66.0,0.0,1.97,73.0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2025-08-09,46,66.0,0.0,1.37,49.0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2025-08-09,46,66.0,0.0,1.17,36.0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2025-08-09,46,66.0,0.0,0.73,74.0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2025-08-09,46,66.0,0.0,0.67,48.0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2025-08-09,46,66.0,0.0,0.6,48.0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2025-08-09,46,66.0,0.0,0.53,2.5,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2025-08-09,46,66.0,0.0,0.53,2.5,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2025-08-09,46,66.0,0.0,0.5,74.0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2025-08-09,46,66.0,0.0,0.5,36.0,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
2025-08-09,46,66.0,0.0,0.33,24.0,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
2025-08-09,46,66.0,0.0,0.3,63.0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2025-08-09,46,66.0,0.0,0.3,24.0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2025-08-09,46,66.0,0.0,0.27,5.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
2025-08-09,46,66.0,0.0,0.27,12.0,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
2025-08-09,46,66.0,0.0,0.27,12.0,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
2025-08-09,46,66.0,0.0,0.27,5.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2025-08-09,46,66.0,0.0,0.27,24.0,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
2025-08-09,46,66.0,0.0,0.27,12.0,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
2025-08-09,46,66.0,0.0,0.27,24.0,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
2025-08-09,46,66.0,0.0,0.23,18.0,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
2025-08-09,46,66.0,0.0,0.2,24.0,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
2025-08-09,46,66.0,0.0,0.2,24.0,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
2025-08-09,46,66.0,0.0,0.13,4.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2025-08-09,46,66.0,0.0,0.13,4.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2025-08-09,46,66.0,0.0,0.07,3.5,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2025-08-09,46,66.0,0.0,0.07,3.5,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2025-08-09,46,66.0,0.0,0.07,3.5,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2025-08-09,46,66.0,0.0,0.07,48.0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2025-08-09,46,66.0,0.0,0.07,3.5,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2025-08-09,46,66.0,0.0,0.07,24.0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2025-08-09,46,66.0,0.0,0.07,3.5,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2025-08-09,46,66.0,0.0,0.03,3.75,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2025-08-09,46,66.0,0.0,0.03,3.75,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2025-08-09,46,66.0,0.0,0.03,10.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2025-08-09,46,66.0,0.0,0.03,3.75,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
