Date,NumOfAnimals,average_temp,Precipitation,MonthsInCare,AgeInMonths,Season_Spring,Season_Summer,Season_Fall,Season_Winter,DayOfWeek_Monday,DayOfWeek_Tuesday,DayOfWeek_Wednesday,DayOfWeek_Thursday,DayOfWeek_Friday,DayOfWeek_Saturday,DayOfWeek_Sunday,Species_Barn Cat,Species_Cat,Species_Dog,Species_Dwarf,Species_Rabbit Sh,Species_Rex,Species_Species_Kitten
2025-07-27,66,62.0,0.0,0.4,122.0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
2025-07-27,66,62.0,0.0,0.37,120.0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
2025-07-27,66,62.0,0.0,0.37,18.0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
2025-07-27,66,62.0,0.0,0.37,8.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
2025-07-27,66,62.0,0.0,0.37,8.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
2025-07-27,66,62.0,0.0,0.37,8.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
2025-07-27,66,62.0,0.0,0.37,120.0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
2025-07-27,66,62.0,0.0,0.33,13.0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
2025-07-27,66,62.0,0.0,0.3,12.0,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
2025-07-27,66,62.0,0.0,0.3,74.0,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
2025-07-27,66,62.0,0.0,0.27,3.25,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
2025-07-27,66,62.0,0.0,0.27,60.0,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
2025-07-27,66,62.0,0.0,0.27,3.25,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
2025-07-27,66,62.0,0.0,0.27,37.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2025-07-27,66,62.0,0.0,0.27,7.0,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
2025-07-27,66,62.0,0.0,0.27,12.0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
2025-07-27,66,62.0,0.0,0.27,12.0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
2025-07-27,66,62.0,0.0,0.23,12.0,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
2025-07-27,66,62.0,0.0,0.23,48.0,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
2025-07-27,66,62.0,0.0,0.2,4.0,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
2025-07-27,66,62.0,0.0,0.2,48.0,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
2025-07-27,66,62.0,0.0,0.2,2.75,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
2025-07-27,66,62.0,0.0,0.17,3.25,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
2025-07-27,66,62.0,0.0,0.13,3.75,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
2025-07-27,66,62.0,0.0,0.1,72.0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
2025-07-27,66,62.0,0.0,0.07,73.0,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
2025-07-27,66,62.0,0.0,0.07,24.0,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
2025-07-27,66,62.0,0.0,0.07,15.0,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
2025-07-27,66,62.0,0.0,0.03,0.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
2025-07-27,66,62.0,0.0,0.03,7.0,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
