Date,NumOfAnimals,average_temp,Precipitation,MonthsInCare,AgeInMonths,Season_Spring,Season_Summer,Season_Fall,Season_Winter,DayOfWeek_Monday,DayOfWeek_Tuesday,DayOfWeek_Wednesday,DayOfWeek_Thursday,DayOfWeek_Friday,DayOfWeek_Saturday,DayOfWeek_Sunday,Species_Barn Cat,Species_Cat,Species_Dog,Species_Dwarf,Species_Rabbit Sh,Species_Rex,Species_Species_Kitten
2025-07-27,66,62.0,0.0,9.03,27.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
2025-07-27,66,62.0,0.0,7.33,8.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
2025-07-27,66,62.0,0.0,6.83,49.0,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
2025-07-27,66,62.0,0.0,4.67,44.0,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
2025-07-27,66,62.0,0.0,3.17,70.0,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
2025-07-27,66,62.0,0.0,2.43,14.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
2025-07-27,66,62.0,0.0,2.13,46.0,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
2025-07-27,66,62.0,0.0,2.03,3.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
2025-07-27,66,62.0,0.0,2.03,3.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
2025-07-27,66,62.0,0.0,2.03,0.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
2025-07-27,66,62.0,0.0,2.03,0.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
2025-07-27,66,62.0,0.0,2.0,17.0,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
2025-07-27,66,62.0,0.0,1.77,54.0,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
2025-07-27,66,62.0,0.0,1.6,73.0,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
2025-07-27,66,62.0,0.0,1.53,73.0,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
2025-07-27,66,62.0,0.0,1.07,3.25,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
2025-07-27,66,62.0,0.0,0.93,48.0,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
2025-07-27,66,62.0,0.0,0.87,2.75,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
2025-07-27,66,62.0,0.0,0.87,2.5,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
2025-07-27,66,62.0,0.0,0.87,3.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
2025-07-27,66,62.0,0.0,0.8,4.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
2025-07-27,66,62.0,0.0,0.8,4.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
2025-07-27,66,62.0,0.0,0.77,120.0,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
2025-07-27,66,62.0,0.0,0.73,36.0,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
2025-07-27,66,62.0,0.0,0.6,24.0,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
2025-07-27,66,62.0,0.0,0.57,61.0,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
2025-07-27,66,62.0,0.0,0.57,48.0,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
2025-07-27,66,62.0,0.0,0.57,60.0,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
2025-07-27,66,62.0,0.0,0.53,48.0,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
2025-07-27,66,62.0,0.0,0.53,72.0,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
2025-07-27,66,62.0,0.0,0.53,2.5,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
2025-07-27,66,62.0,0.0,0.53,2.5,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
2025-07-27,66,62.0,0.0,0.5,24.0,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
2025-07-27,66,62.0,0.0,0.43,48.0,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
2025-07-27,66,62.0,0.0,0.4,12.0,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
2025-07-27,66,62.0,0.0,0.4,24.0,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
