Date,NumOfAnimals,average_temp,Precipitation,MonthsInCare,AgeInMonths,Season_Spring,Season_Summer,Season_Fall,Season_Winter,DayOfWeek_Monday,DayOfWeek_Tuesday,DayOfWeek_Wednesday,DayOfWeek_Thursday,DayOfWeek_Friday,DayOfWeek_Saturday,DayOfWeek_Sunday,Species_Barn Cat,Species_Bird,Species_Cat,Species_Dog,Species_Dwarf,Species_New Zealand Wht,Species_Rabbit Sh,Species_Species_Kitten
2025-05-27,50,56.0,0.0,7.23,7.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
2025-05-27,50,56.0,0.0,7.0,25.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
2025-05-27,50,56.0,0.0,5.3,6.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
2025-05-27,50,56.0,0.0,4.8,47.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
2025-05-27,50,56.0,0.0,3.23,87.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
2025-05-27,50,56.0,0.0,3.0,8.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
2025-05-27,50,56.0,0.0,2.97,20.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
2025-05-27,50,56.0,0.0,2.63,42.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
2025-05-27,50,56.0,0.0,2.63,26.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
2025-05-27,50,56.0,0.0,2.4,50.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
2025-05-27,50,56.0,0.0,2.3,62.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
2025-05-27,50,56.0,0.0,2.23,2.25,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
2025-05-27,50,56.0,0.0,2.23,2.25,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
2025-05-27,50,56.0,0.0,2.23,2.25,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
2025-05-27,50,56.0,0.0,2.07,2.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
2025-05-27,50,56.0,0.0,2.07,2.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
2025-05-27,50,56.0,0.0,1.77,49.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
2025-05-27,50,56.0,0.0,1.47,61.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
2025-05-27,50,56.0,0.0,1.4,73.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
2025-05-27,50,56.0,0.0,1.37,10.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
2025-05-27,50,56.0,0.0,1.37,10.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
2025-05-27,50,56.0,0.0,1.27,60.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
2025-05-27,50,56.0,0.0,1.17,13.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
2025-05-27,50,56.0,0.0,1.13,68.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
2025-05-27,50,56.0,0.0,0.77,14.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
2025-05-27,50,56.0,0.0,0.77,12.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
2025-05-27,50,56.0,0.0,0.6,84.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
2025-05-27,50,56.0,0.0,0.6,72.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
2025-05-27,50,56.0,0.0,0.6,24.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
2025-05-27,50,56.0,0.0,0.57,120.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
2025-05-27,50,56.0,0.0,0.57,120.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
2025-05-27,50,56.0,0.0,0.57,24.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
2025-05-27,50,56.0,0.0,0.53,54.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
2025-05-27,50,56.0,0.0,0.5,120.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
2025-05-27,50,56.0,0.0,0.37,12.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
2025-05-27,50,56.0,0.0,0.37,24.0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
2025-05-27,50,56.0,0.0,0.33,7.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
2025-05-27,50,56.0,0.0,0.33,36.0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
2025-05-27,50,56.0,0.0,0.27,36.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
2025-05-27,50,56.0,0.0,0.27,68.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
2025-05-27,50,56.0,0.0,0.23,84.0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
2025-05-27,50,56.0,0.0,0.23,72.0,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
2025-05-27,50,56.0,0.0,0.23,36.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
2025-05-27,50,56.0,0.0,0.23,16.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
2025-05-27,50,56.0,0.0,0.23,36.0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
2025-05-27,50,56.0,0.0,0.2,24.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
2025-05-27,50,56.0,0.0,0.2,2.5,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
2025-05-27,50,56.0,0.0,0.2,2.5,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
2025-05-27,50,56.0,0.0,0.17,0.0,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
2025-05-27,50,56.0,0.0,0.13,12.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
