Date,NumOfAnimals,average_temp,Precipitation,MonthsInCare,AgeInMonths,Season_Spring,Season_Summer,Season_Fall,Season_Winter,DayOfWeek_Monday,DayOfWeek_Tuesday,DayOfWeek_Wednesday,DayOfWeek_Thursday,DayOfWeek_Friday,DayOfWeek_Saturday,DayOfWeek_Sunday,Species_Barn Cat,Species_Cat,Species_Dog,Species_Guinea Pig,Species_Lionhead,Species_Rabbit Sh,Species_Species_Kitten
2025-10-27,87,45.0,0.0,12.1,30.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
2025-10-27,87,45.0,0.0,10.4,11.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
2025-10-27,87,45.0,0.0,6.97,0.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
2025-10-27,87,45.0,0.0,6.97,0.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
2025-10-27,87,45.0,0.0,6.97,0.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
2025-10-27,87,45.0,0.0,6.97,15.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
2025-10-27,87,45.0,0.0,6.67,6.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
2025-10-27,87,45.0,0.0,5.1,0.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
2025-10-27,87,45.0,0.0,5.1,0.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
2025-10-27,87,45.0,0.0,4.37,8.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
2025-10-27,87,45.0,0.0,3.87,15.0,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
2025-10-27,87,45.0,0.0,3.37,77.0,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
2025-10-27,87,45.0,0.0,3.3,39.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
2025-10-27,87,45.0,0.0,3.2,6.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
2025-10-27,87,45.0,0.0,3.2,6.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
2025-10-27,87,45.0,0.0,2.47,2.75,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
2025-10-27,87,45.0,0.0,2.4,7.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
2025-10-27,87,45.0,0.0,2.0,2.25,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
2025-10-27,87,45.0,0.0,2.0,2.25,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
2025-10-27,87,45.0,0.0,1.9,2.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
2025-10-27,87,45.0,0.0,1.9,27.0,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
2025-10-27,87,45.0,0.0,1.9,2.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
2025-10-27,87,45.0,0.0,1.9,2.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
2025-10-27,87,45.0,0.0,1.9,2.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
2025-10-27,87,45.0,0.0,1.83,97.0,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
2025-10-27,87,45.0,0.0,1.8,2.75,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
2025-10-27,87,45.0,0.0,1.8,2.75,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
2025-10-27,87,45.0,0.0,1.77,12.0,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
2025-10-27,87,45.0,0.0,1.37,67.0,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
2025-10-27,87,45.0,0.0,1.13,49.0,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
2025-10-27,87,45.0,0.0,1.1,37.0,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
2025-10-27,87,45.0,0.0,1.0,36.0,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
2025-10-27,87,45.0,0.0,1.0,60.0,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
2025-10-27,87,45.0,0.0,0.97,0.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
2025-10-27,87,45.0,0.0,0.93,26.0,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
2025-10-27,87,45.0,0.0,0.87,24.0,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
2025-10-27,87,45.0,0.0,0.87,29.0,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
2025-10-27,87,45.0,0.0,0.8,12.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
2025-10-27,87,45.0,0.0,0.8,0.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
2025-10-27,87,45.0,0.0,0.73,96.0,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
2025-10-27,87,45.0,0.0,0.7,17.0,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
2025-10-27,87,45.0,0.0,0.7,65.0,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
2025-10-27,87,45.0,0.0,0.63,0.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
2025-10-27,87,45.0,0.0,0.6,13.0,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
2025-10-27,87,45.0,0.0,0.6,2.5,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
2025-10-27,87,45.0,0.0,0.6,12.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
