Date,NumOfAnimals,average_temp,Precipitation,MonthsInCare,AgeInMonths,Season_Spring,Season_Summer,Season_Fall,Season_Winter,DayOfWeek_Monday,DayOfWeek_Tuesday,DayOfWeek_Wednesday,DayOfWeek_Thursday,DayOfWeek_Friday,DayOfWeek_Saturday,DayOfWeek_Sunday,Species_Barn Cat,Species_Bird,Species_Cat,Species_Dog,Species_Guinea Pig,Species_Rabbit Sh,Species_Species_Kitten
2025-10-13,78,46.0,0.0,11.63,29.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
2025-10-13,78,46.0,0.0,9.93,11.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
2025-10-13,78,46.0,0.0,7.13,42.0,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
2025-10-13,78,46.0,0.0,6.5,15.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
2025-10-13,78,46.0,0.0,6.5,0.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
2025-10-13,78,46.0,0.0,6.5,0.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
2025-10-13,78,46.0,0.0,4.63,0.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
2025-10-13,78,46.0,0.0,4.63,0.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
2025-10-13,78,46.0,0.0,3.4,15.0,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
2025-10-13,78,46.0,0.0,2.9,76.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
2025-10-13,78,46.0,0.0,2.83,38.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
2025-10-13,78,46.0,0.0,2.73,5.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
2025-10-13,78,46.0,0.0,2.73,5.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
2025-10-13,78,46.0,0.0,2.0,18.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
2025-10-13,78,46.0,0.0,1.63,15.0,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
2025-10-13,78,46.0,0.0,1.53,13.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
2025-10-13,78,46.0,0.0,1.5,13.0,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
2025-10-13,78,46.0,0.0,1.47,61.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
2025-10-13,78,46.0,0.0,1.43,61.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
2025-10-13,78,46.0,0.0,1.43,0.0,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
2025-10-13,78,46.0,0.0,1.43,26.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
2025-10-13,78,46.0,0.0,1.37,96.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
2025-10-13,78,46.0,0.0,1.3,11.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
2025-10-13,78,46.0,0.0,1.17,73.0,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
2025-10-13,78,46.0,0.0,0.9,66.0,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
2025-10-13,78,46.0,0.0,0.73,15.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
2025-10-13,78,46.0,0.0,0.67,48.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
2025-10-13,78,46.0,0.0,0.67,24.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
2025-10-13,78,46.0,0.0,0.67,36.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
2025-10-13,78,46.0,0.0,0.67,10.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
2025-10-13,78,46.0,0.0,0.63,36.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
2025-10-13,78,46.0,0.0,0.53,60.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
2025-10-13,78,46.0,0.0,0.5,42.0,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
2025-10-13,78,46.0,0.0,0.5,0.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
2025-10-13,78,46.0,0.0,0.5,0.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
2025-10-13,78,46.0,0.0,0.5,0.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
2025-10-13,78,46.0,0.0,0.5,0.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
2025-10-13,78,46.0,0.0,0.47,7.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
2025-10-13,78,46.0,0.0,0.47,41.0,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
2025-10-13,78,46.0,0.0,0.43,12.0,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
2025-10-13,78,46.0,0.0,0.43,3.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
2025-10-13,78,46.0,0.0,0.43,6.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
2025-10-13,78,46.0,0.0,0.4,17.0,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
2025-10-13,78,46.0,0.0,0.4,24.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
2025-10-13,78,46.0,0.0,0.4,29.0,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
2025-10-13,78,46.0,0.0,0.4,12.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
2025-10-13,78,46.0,0.0,0.37,36.0,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
2025-10-13,78,46.0,0.0,0.37,24.0,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
2025-10-13,78,46.0,0.0,0.33,0.0,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
2025-10-13,78,46.0,0.0,0.33,0.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
2025-10-13,78,46.0,0.0,0.33,10.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
2025-10-13,78,46.0,0.0,0.33,11.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
2025-10-13,78,46.0,0.0,0.33,6.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
2025-10-13,78,46.0,0.0,0.33,2.25,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
2025-10-13,78,46.0,0.0,0.33,24.0,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
2025-10-13,78,46.0,0.0,0.33,2.25,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
2025-10-13,78,46.0,0.0,0.3,60.0,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
2025-10-13,78,46.0,0.0,0.3,12.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
2025-10-13,78,46.0,0.0,0.3,56.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
2025-10-13,78,46.0,0.0,0.27,120.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
2025-10-13,78,46.0,0.0,0.27,12.0,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
2025-10-13,78,46.0,0.0,0.27,87.0,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
2025-10-13,78,46.0,0.0,0.27,96.0,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
2025-10-13,78,46.0,0.0,0.27,12.0,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
2025-10-13,78,46.0,0.0,0.27,118.0,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
2025-10-13,78,46.0,0.0,0.23,12.0,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
2025-10-13,78,46.0,0.0,0.23,8.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
2025-10-13,78,46.0,0.0,0.23,17.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
2025-10-13,78,46.0,0.0,0.2,21.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
2025-10-13,78,46.0,0.0,0.17,2.25,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
2025-10-13,78,46.0,0.0,0.17,2.25,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
2025-10-13,78,46.0,0.0,0.17,5.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
2025-10-13,78,46.0,0.0,0.13,12.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
2025-10-13,78,46.0,0.0,0.13,12.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
2025-10-13,78,46.0,0.0,0.1,2.75,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
2025-10-13,78,46.0,0.0,0.1,13.0,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
2025-10-13,78,46.0,0.0,0.1,65.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
2025-10-13,78,46.0,0.0,0.03,25.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
