Date,NumOfAnimals,average_temp,Precipitation,MonthsInCare,AgeInMonths,Season_Spring,Season_Summer,Season_Fall,Season_Winter,DayOfWeek_Monday,DayOfWeek_Tuesday,DayOfWeek_Wednesday,DayOfWeek_Thursday,DayOfWeek_Friday,DayOfWeek_Saturday,DayOfWeek_Sunday,Species_Barn Cat,Species_Cat,Species_Dog,Species_Dwarf,Species_Rabbit Sh,Species_Species_Kitten
2025-08-27,46,74.0,0.0,10.07,28.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
2025-08-27,46,74.0,0.0,8.37,9.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
2025-08-27,46,74.0,0.0,4.93,0.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
2025-08-27,46,74.0,0.0,4.93,0.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
2025-08-27,46,74.0,0.0,4.2,61.0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
2025-08-27,46,74.0,0.0,3.47,15.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
2025-08-27,46,74.0,0.0,3.07,0.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
2025-08-27,46,74.0,0.0,3.07,0.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
2025-08-27,46,74.0,0.0,2.57,74.0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
2025-08-27,46,74.0,0.0,1.83,13.0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
2025-08-27,46,74.0,0.0,1.77,37.0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
2025-08-27,46,74.0,0.0,1.33,75.0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
2025-08-27,46,74.0,0.0,1.17,3.5,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
2025-08-27,46,74.0,0.0,1.17,3.5,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
2025-08-27,46,74.0,0.0,1.17,3.5,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
2025-08-27,46,74.0,0.0,1.17,3.5,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
2025-08-27,46,74.0,0.0,0.9,64.0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
2025-08-27,46,74.0,0.0,0.7,76.0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
2025-08-27,46,74.0,0.0,0.6,5.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
2025-08-27,46,74.0,0.0,0.6,5.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
2025-08-27,46,74.0,0.0,0.53,10.0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
2025-08-27,46,74.0,0.0,0.43,2.5,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
2025-08-27,46,74.0,0.0,0.43,2.5,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
2025-08-27,46,74.0,0.0,0.43,2.5,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
2025-08-27,46,74.0,0.0,0.4,36.0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
