Date,NumOfAnimals,average_temp,Precipitation,MonthsInCare,AgeInMonths,Season_Spring,Season_Summer,Season_Fall,Season_Winter,DayOfWeek_Monday,DayOfWeek_Tuesday,DayOfWeek_Wednesday,DayOfWeek_Thursday,DayOfWeek_Friday,DayOfWeek_Saturday,DayOfWeek_Sunday,Species_Barn Cat,Species_Cat,Species_Dog,Species_Lionhead,Species_Rabbit Sh,Species_Species_Kitten
2025-11-08,111,47.0,0.0,12.5,30.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2025-11-08,111,47.0,0.0,10.8,12.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2025-11-08,111,47.0,0.0,7.37,0.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2025-11-08,111,47.0,0.0,7.37,16.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2025-11-08,111,47.0,0.0,7.37,0.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2025-11-08,111,47.0,0.0,7.37,0.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2025-11-08,111,47.0,0.0,7.07,6.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2025-11-08,111,47.0,0.0,5.5,0.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2025-11-08,111,47.0,0.0,5.5,0.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2025-11-08,111,47.0,0.0,4.77,8.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2025-11-08,111,47.0,0.0,4.27,16.0,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False
2025-11-08,111,47.0,0.0,3.77,77.0,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False
2025-11-08,111,47.0,0.0,3.7,39.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2025-11-08,111,47.0,0.0,3.6,6.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2025-11-08,111,47.0,0.0,3.6,6.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2025-11-08,111,47.0,0.0,2.9,3.5,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True
2025-11-08,111,47.0,0.0,2.8,8.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
2025-11-08,111,47.0,0.0,2.63,5.0,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False
2025-11-08,111,47.0,0.0,2.3,27.0,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False
2025-11-08,111,47.0,0.0,2.3,2.25,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True
2025-11-08,111,47.0,0.0,2.3,2.75,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True
2025-11-08,111,47.0,0.0,2.23,97.0,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False
2025-11-08,111,47.0,0.0,2.23,3.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True
2025-11-08,111,47.0,0.0,2.23,3.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True
2025-11-08,111,47.0,0.0,2.2,3.25,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True
2025-11-08,111,47.0,0.0,2.2,3.25,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True
2025-11-08,111,47.0,0.0,2.17,12.0,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False
2025-11-08,111,47.0,0.0,1.77,67.0,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False
2025-11-08,111,47.0,0.0,1.53,49.0,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False
2025-11-08,111,47.0,0.0,1.53,3.75,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True
