Date,NumOfAnimals,average_temp,Precipitation,MonthsInCare,AgeInMonths,Season_Spring,Season_Summer,Season_Fall,Season_Winter,DayOfWeek_Monday,DayOfWeek_Tuesday,DayOfWeek_Wednesday,DayOfWeek_Thursday,DayOfWeek_Friday,DayOfWeek_Saturday,DayOfWeek_Sunday,Species_Barn Cat,Species_Cat,Species_Dog,Species_Dwarf,Species_Rabbit Sh,Species_Species_Kitten
2025-08-28,51,67.0,0.0,10.1,28.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2025-08-28,51,67.0,0.0,8.4,9.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2025-08-28,51,67.0,0.0,4.97,0.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2025-08-28,51,67.0,0.0,4.97,0.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2025-08-28,51,67.0,0.0,4.23,61.0,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2025-08-28,51,67.0,0.0,3.5,15.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
2025-08-28,51,67.0,0.0,3.1,0.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2025-08-28,51,67.0,0.0,3.1,0.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2025-08-28,51,67.0,0.0,2.6,74.0,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2025-08-28,51,67.0,0.0,2.0,49.0,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2025-08-28,51,67.0,0.0,1.87,13.0,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
2025-08-28,51,67.0,0.0,1.37,75.0,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2025-08-28,51,67.0,0.0,1.2,3.75,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2025-08-28,51,67.0,0.0,1.2,3.75,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2025-08-28,51,67.0,0.0,1.2,3.75,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2025-08-28,51,67.0,0.0,1.2,3.75,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2025-08-28,51,67.0,0.0,0.93,64.0,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2025-08-28,51,67.0,0.0,0.93,2.5,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2025-08-28,51,67.0,0.0,0.9,4.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2025-08-28,51,67.0,0.0,0.9,4.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2025-08-28,51,67.0,0.0,0.63,5.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2025-08-28,51,67.0,0.0,0.63,5.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2025-08-28,51,67.0,0.0,0.57,10.0,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2025-08-28,51,67.0,0.0,0.53,12.0,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2025-08-28,51,67.0,0.0,0.43,36.0,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2025-08-28,51,67.0,0.0,0.43,180.0,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
2025-08-28,51,67.0,0.0,0.43,36.0,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
2025-08-28,51,67.0,0.0,0.4,4.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2025-08-28,51,67.0,0.0,0.4,4.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
