Date,NumOfAnimals,average_temp,Precipitation,MonthsInCare,AgeInMonths,Season_Spring,Season_Summer,Season_Fall,Season_Winter,DayOfWeek_Monday,DayOfWeek_Tuesday,DayOfWeek_Wednesday,DayOfWeek_Thursday,DayOfWeek_Friday,DayOfWeek_Saturday,DayOfWeek_Sunday,Species_Bird,Species_Cat,Species_Dog,Species_Rabbit Sh,Species_Species_Kitten
2025-09-26,63,53.0,0.0,15.77,27.0,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False
2025-09-26,63,53.0,0.0,11.07,29.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False
2025-09-26,63,53.0,0.0,9.37,10.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False
2025-09-26,63,53.0,0.0,6.57,42.0,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False
2025-09-26,63,53.0,0.0,5.93,0.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False
2025-09-26,63,53.0,0.0,5.93,14.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False
2025-09-26,63,53.0,0.0,5.93,0.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False
2025-09-26,63,53.0,0.0,5.63,5.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False
2025-09-26,63,53.0,0.0,5.63,5.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False
2025-09-26,63,53.0,0.0,5.63,5.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False
2025-09-26,63,53.0,0.0,4.07,0.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False
2025-09-26,63,53.0,0.0,4.07,0.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False
2025-09-26,63,53.0,0.0,2.83,14.0,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False
2025-09-26,63,53.0,0.0,2.33,76.0,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False
2025-09-26,63,53.0,0.0,2.27,38.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False
2025-09-26,63,53.0,0.0,2.17,5.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False
2025-09-26,63,53.0,0.0,2.17,5.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False
2025-09-26,63,53.0,0.0,1.93,4.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True
2025-09-26,63,53.0,0.0,1.9,65.0,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False
2025-09-26,63,53.0,0.0,1.17,12.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False
2025-09-26,63,53.0,0.0,1.1,12.0,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False
2025-09-26,63,53.0,0.0,0.97,12.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False
2025-09-26,63,53.0,0.0,0.9,60.0,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False
2025-09-26,63,53.0,0.0,0.87,61.0,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False
2025-09-26,63,53.0,0.0,0.87,0.0,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False
2025-09-26,63,53.0,0.0,0.87,26.0,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False
2025-09-26,63,53.0,0.0,0.8,96.0,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False
2025-09-26,63,53.0,0.0,0.77,104.0,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False
2025-09-26,63,53.0,0.0,0.73,11.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True
2025-09-26,63,53.0,0.0,0.7,2.75,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True
2025-09-26,63,53.0,0.0,0.7,2.75,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True
2025-09-26,63,53.0,0.0,0.63,12.0,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False
2025-09-26,63,53.0,0.0,0.63,12.0,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False
2025-09-26,63,53.0,0.0,0.63,12.0,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False
2025-09-26,63,53.0,0.0,0.6,72.0,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False
2025-09-26,63,53.0,0.0,0.47,24.0,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False
