Date,NumOfAnimals,average_temp,Precipitation,MonthsInCare,AgeInMonths,Season_Spring,Season_Summer,Season_Fall,Season_Winter,DayOfWeek_Monday,DayOfWeek_Tuesday,DayOfWeek_Wednesday,DayOfWeek_Thursday,DayOfWeek_Friday,DayOfWeek_Saturday,DayOfWeek_Sunday,Species_Barn Cat,Species_Bird,Species_Cat,Species_Dog,Species_Rabbit Sh,Species_Species_Kitten
2025-09-19,72,58.0,0.0,15.53,27.0,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2025-09-19,72,58.0,0.0,10.83,29.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2025-09-19,72,58.0,0.0,9.13,10.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2025-09-19,72,58.0,0.0,6.33,42.0,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2025-09-19,72,58.0,0.0,6.33,6.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2025-09-19,72,58.0,0.0,6.33,6.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2025-09-19,72,58.0,0.0,5.7,14.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2025-09-19,72,58.0,0.0,5.7,0.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2025-09-19,72,58.0,0.0,5.7,0.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2025-09-19,72,58.0,0.0,5.4,5.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2025-09-19,72,58.0,0.0,5.4,5.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2025-09-19,72,58.0,0.0,5.4,5.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2025-09-19,72,58.0,0.0,3.83,0.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2025-09-19,72,58.0,0.0,3.83,0.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2025-09-19,72,58.0,0.0,3.6,75.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
2025-09-19,72,58.0,0.0,2.73,50.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
2025-09-19,72,58.0,0.0,2.6,14.0,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2025-09-19,72,58.0,0.0,2.1,75.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
2025-09-19,72,58.0,0.0,2.03,37.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2025-09-19,72,58.0,0.0,1.8,4.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2025-09-19,72,58.0,0.0,1.67,65.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
2025-09-19,72,58.0,0.0,1.43,61.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
2025-09-19,72,58.0,0.0,1.37,6.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2025-09-19,72,58.0,0.0,1.37,6.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2025-09-19,72,58.0,0.0,1.1,25.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
2025-09-19,72,58.0,0.0,1.0,26.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
2025-09-19,72,58.0,0.0,1.0,4.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2025-09-19,72,58.0,0.0,1.0,4.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2025-09-19,72,58.0,0.0,0.93,12.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2025-09-19,72,58.0,0.0,0.77,62.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
2025-09-19,72,58.0,0.0,0.73,12.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2025-09-19,72,58.0,0.0,0.63,24.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
2025-09-19,72,58.0,0.0,0.63,0.0,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
