Date,NumOfAnimals,average_temp,Precipitation,MonthsInCare,AgeInMonths,Season_Spring,Season_Summer,Season_Fall,Season_Winter,DayOfWeek_Monday,DayOfWeek_Tuesday,DayOfWeek_Wednesday,DayOfWeek_Thursday,DayOfWeek_Friday,DayOfWeek_Saturday,DayOfWeek_Sunday,Species_Barn Cat,Species_Cat,Species_Dog,Species_Guinea Pig,Species_Lionhead,Species_Rabbit Sh,Species_Species_Kitten
2025-10-28,84,42.0,0.0,12.13,30.0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2025-10-28,84,42.0,0.0,10.43,11.0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2025-10-28,84,42.0,0.0,7.0,15.0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2025-10-28,84,42.0,0.0,7.0,0.0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2025-10-28,84,42.0,0.0,7.0,0.0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2025-10-28,84,42.0,0.0,7.0,0.0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2025-10-28,84,42.0,0.0,6.7,6.0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2025-10-28,84,42.0,0.0,5.13,0.0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2025-10-28,84,42.0,0.0,5.13,0.0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2025-10-28,84,42.0,0.0,4.4,8.0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2025-10-28,84,42.0,0.0,3.9,15.0,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
2025-10-28,84,42.0,0.0,3.4,77.0,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
2025-10-28,84,42.0,0.0,3.33,39.0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2025-10-28,84,42.0,0.0,3.23,6.0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2025-10-28,84,42.0,0.0,3.23,6.0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2025-10-28,84,42.0,0.0,2.5,2.75,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
2025-10-28,84,42.0,0.0,2.43,7.0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
2025-10-28,84,42.0,0.0,2.03,2.25,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
2025-10-28,84,42.0,0.0,2.03,2.25,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
2025-10-28,84,42.0,0.0,1.93,2.0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
2025-10-28,84,42.0,0.0,1.93,2.0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
2025-10-28,84,42.0,0.0,1.93,2.0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
2025-10-28,84,42.0,0.0,1.93,27.0,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
2025-10-28,84,42.0,0.0,1.93,2.0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
2025-10-28,84,42.0,0.0,1.87,97.0,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
2025-10-28,84,42.0,0.0,1.83,2.75,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
2025-10-28,84,42.0,0.0,1.83,2.75,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
2025-10-28,84,42.0,0.0,1.8,12.0,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
2025-10-28,84,42.0,0.0,1.4,67.0,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
2025-10-28,84,42.0,0.0,1.17,49.0,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
2025-10-28,84,42.0,0.0,1.13,37.0,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
2025-10-28,84,42.0,0.0,1.03,60.0,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
2025-10-28,84,42.0,0.0,1.03,36.0,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
2025-10-28,84,42.0,0.0,1.0,0.0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
2025-10-28,84,42.0,0.0,0.97,26.0,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
2025-10-28,84,42.0,0.0,0.9,29.0,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
2025-10-28,84,42.0,0.0,0.9,24.0,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
2025-10-28,84,42.0,0.0,0.83,12.0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2025-10-28,84,42.0,0.0,0.83,0.0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
2025-10-28,84,42.0,0.0,0.77,96.0,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
2025-10-28,84,42.0,0.0,0.73,65.0,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
2025-10-28,84,42.0,0.0,0.73,17.0,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
2025-10-28,84,42.0,0.0,0.67,0.0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
2025-10-28,84,42.0,0.0,0.63,2.5,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
2025-10-28,84,42.0,0.0,0.63,48.0,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
2025-10-28,84,42.0,0.0,0.63,12.0,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
2025-10-28,84,42.0,0.0,0.63,2.5,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
2025-10-28,84,42.0,0.0,0.63,12.0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2025-10-28,84,42.0,0.0,0.63,13.0,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
2025-10-28,84,42.0,0.0,0.63,12.0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2025-10-28,84,42.0,0.0,0.6,2.75,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
2025-10-28,84,42.0,0.0,0.6,2.75,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
2025-10-28,84,42.0,0.0,0.6,36.0,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
2025-10-28,84,42.0,0.0,0.6,2.75,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
2025-10-28,84,42.0,0.0,0.6,66.0,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
2025-10-28,84,42.0,0.0,0.57,24.0,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
2025-10-28,84,42.0,0.0,0.47,12.0,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
2025-10-28,84,42.0,0.0,0.47,24.0,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
2025-10-28,84,42.0,0.0,0.43,12.0,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
2025-10-28,84,42.0,0.0,0.43,24.0,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
2025-10-28,84,42.0,0.0,0.4,24.0,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
2025-10-28,84,42.0,0.0,0.4,5.0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
2025-10-28,84,42.0,0.0,0.4,12.0,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
2025-10-28,84,42.0,0.0,0.4,5.0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
2025-10-28,84,42.0,0.0,0.37,106.0,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
2025-10-28,84,42.0,0.0,0.37,8.0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
2025-10-28,84,42.0,0.0,0.37,3.25,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
2025-10-28,84,42.0,0.0,0.37,25.0,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
2025-10-28,84,42.0,0.0,0.27,36.0,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
2025-10-28,84,42.0,0.0,0.27,20.0,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
2025-10-28,84,42.0,0.0,0.27,12.0,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
2025-10-28,84,42.0,0.0,0.2,12.0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2025-10-28,84,42.0,0.0,0.2,24.0,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
2025-10-28,84,42.0,0.0,0.2,12.0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2025-10-28,84,42.0,0.0,0.17,24.0,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
