Date,NumOfAnimals,average_temp,Precipitation,MonthsInCare,AgeInMonths,Season_Spring,Season_Summer,Season_Fall,Season_Winter,DayOfWeek_Monday,DayOfWeek_Tuesday,DayOfWeek_Wednesday,DayOfWeek_Thursday,DayOfWeek_Friday,DayOfWeek_Saturday,DayOfWeek_Sunday,Species_Barn Cat,Species_Cat,Species_Dog,Species_Dwarf,Species_Rabbit Sh,Species_Rex,Species_Species_Kitten
2025-08-07,38,64.0,0.0,9.4,27.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
2025-08-07,38,64.0,0.0,7.7,9.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
2025-08-07,38,64.0,0.0,7.2,50.0,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
2025-08-07,38,64.0,0.0,3.57,16.0,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
2025-08-07,38,64.0,0.0,3.53,61.0,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
2025-08-07,38,64.0,0.0,2.8,14.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
2025-08-07,38,64.0,0.0,2.5,46.0,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
2025-08-07,38,64.0,0.0,2.4,0.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
2025-08-07,38,64.0,0.0,2.4,0.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
2025-08-07,38,64.0,0.0,2.37,17.0,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
2025-08-07,38,64.0,0.0,1.97,73.0,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
2025-08-07,38,64.0,0.0,1.9,73.0,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
2025-08-07,38,64.0,0.0,1.3,49.0,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
2025-08-07,38,64.0,0.0,1.1,36.0,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
2025-08-07,38,64.0,0.0,0.93,60.0,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
2025-08-07,38,64.0,0.0,0.67,74.0,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
2025-08-07,38,64.0,0.0,0.63,38.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
2025-08-07,38,64.0,0.0,0.6,48.0,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
2025-08-07,38,64.0,0.0,0.53,48.0,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
2025-08-07,38,64.0,0.0,0.47,2.25,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
2025-08-07,38,64.0,0.0,0.47,2.25,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
2025-08-07,38,64.0,0.0,0.43,74.0,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
2025-08-07,38,64.0,0.0,0.43,36.0,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
2025-08-07,38,64.0,0.0,0.27,24.0,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
2025-08-07,38,64.0,0.0,0.27,24.0,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
2025-08-07,38,64.0,0.0,0.23,63.0,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
2025-08-07,38,64.0,0.0,0.23,2.25,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
2025-08-07,38,64.0,0.0,0.23,24.0,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
2025-08-07,38,64.0,0.0,0.2,12.0,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
2025-08-07,38,64.0,0.0,0.2,12.0,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
2025-08-07,38,64.0,0.0,0.2,12.0,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
2025-08-07,38,64.0,0.0,0.2,44.0,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
2025-08-07,38,64.0,0.0,0.2,24.0,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
2025-08-07,38,64.0,0.0,0.2,24.0,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
2025-08-07,38,64.0,0.0,0.17,24.0,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
2025-08-07,38,64.0,0.0,0.13,2.75,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
2025-08-07,38,64.0,0.0,0.13,2.75,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
2025-08-07,38,64.0,0.0,0.13,6.0,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
