Date,NumOfAnimals,average_temp,Precipitation,MonthsInCare,AgeInMonths,Season_Spring,Season_Summer,Season_Fall,Season_Winter,DayOfWeek_Monday,DayOfWeek_Tuesday,DayOfWeek_Wednesday,DayOfWeek_Thursday,DayOfWeek_Friday,DayOfWeek_Saturday,DayOfWeek_Sunday,Species_Barn Cat,Species_Cat,Species_Dog,Species_Guinea Pig,Species_Rabbit Sh,Species_Species_Kitten
2025-07-03,71,64.0,0.0,8.47,8.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2025-07-03,71,64.0,0.0,8.23,26.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2025-07-03,71,64.0,0.0,6.53,7.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2025-07-03,71,64.0,0.0,6.03,48.0,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2025-07-03,71,64.0,0.0,3.87,43.0,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2025-07-03,71,64.0,0.0,3.0,50.0,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2025-07-03,71,64.0,0.0,2.6,11.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2025-07-03,71,64.0,0.0,2.6,11.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2025-07-03,71,64.0,0.0,2.5,62.0,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2025-07-03,71,64.0,0.0,2.4,15.0,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2025-07-03,71,64.0,0.0,2.37,70.0,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2025-07-03,71,64.0,0.0,1.9,99.0,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2025-07-03,71,64.0,0.0,1.8,25.0,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2025-07-03,71,64.0,0.0,1.73,4.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2025-07-03,71,64.0,0.0,1.73,121.0,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2025-07-03,71,64.0,0.0,1.73,4.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2025-07-03,71,64.0,0.0,1.73,4.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2025-07-03,71,64.0,0.0,1.5,3.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2025-07-03,71,64.0,0.0,1.33,45.0,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2025-07-03,71,64.0,0.0,1.2,16.0,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2025-07-03,71,64.0,0.0,1.13,25.0,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2025-07-03,71,64.0,0.0,1.13,60.0,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2025-07-03,71,64.0,0.0,1.03,37.0,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
2025-07-03,71,64.0,0.0,1.0,72.0,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2025-07-03,71,64.0,0.0,0.97,53.0,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2025-07-03,71,64.0,0.0,0.97,24.0,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2025-07-03,71,64.0,0.0,0.93,20.0,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
2025-07-03,71,64.0,0.0,0.93,103.0,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2025-07-03,71,64.0,0.0,0.93,20.0,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
