Date,NumOfAnimals,average_temp,Precipitation,MonthsInCare,AgeInMonths,Season_Spring,Season_Summer,Season_Fall,Season_Winter,DayOfWeek_Monday,DayOfWeek_Tuesday,DayOfWeek_Wednesday,DayOfWeek_Thursday,DayOfWeek_Friday,DayOfWeek_Saturday,DayOfWeek_Sunday,Species_Barn Cat,Species_Cat,Species_Dog,Species_Lionhead,Species_Rabbit Sh,Species_Species_Kitten
2025-11-06,88,53.0,50.0,12.43,30.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2025-11-06,88,53.0,50.0,10.73,12.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2025-11-06,88,53.0,50.0,7.3,0.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2025-11-06,88,53.0,50.0,7.3,16.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2025-11-06,88,53.0,50.0,7.3,0.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2025-11-06,88,53.0,50.0,7.3,0.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2025-11-06,88,53.0,50.0,7.0,6.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2025-11-06,88,53.0,50.0,5.43,0.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2025-11-06,88,53.0,50.0,5.43,0.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2025-11-06,88,53.0,50.0,4.7,8.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2025-11-06,88,53.0,50.0,4.2,16.0,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
2025-11-06,88,53.0,50.0,3.7,77.0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2025-11-06,88,53.0,50.0,3.63,39.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2025-11-06,88,53.0,50.0,3.53,6.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2025-11-06,88,53.0,50.0,3.53,6.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2025-11-06,88,53.0,50.0,2.83,3.5,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2025-11-06,88,53.0,50.0,2.73,7.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False
2025-11-06,88,53.0,50.0,2.57,4.0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2025-11-06,88,53.0,50.0,2.23,2.25,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2025-11-06,88,53.0,50.0,2.23,27.0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2025-11-06,88,53.0,50.0,2.23,2.75,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2025-11-06,88,53.0,50.0,2.23,2.75,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2025-11-06,88,53.0,50.0,2.23,2.75,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2025-11-06,88,53.0,50.0,2.17,97.0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2025-11-06,88,53.0,50.0,2.13,3.25,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2025-11-06,88,53.0,50.0,2.13,3.25,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2025-11-06,88,53.0,50.0,2.1,12.0,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
2025-11-06,88,53.0,50.0,1.7,67.0,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
2025-11-06,88,53.0,50.0,1.47,49.0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2025-11-06,88,53.0,50.0,1.47,3.75,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2025-11-06,88,53.0,50.0,1.43,37.0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2025-11-06,88,53.0,50.0,1.4,25.0,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
2025-11-06,88,53.0,50.0,1.33,61.0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2025-11-06,88,53.0,50.0,1.33,36.0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2025-11-06,88,53.0,50.0,1.27,4.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2025-11-06,88,53.0,50.0,1.2,24.0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
