Date,NumOfAnimals,average_temp,Precipitation,MonthsInCare,AgeInMonths,Season_Spring,Season_Summer,Season_Fall,Season_Winter,DayOfWeek_Monday,DayOfWeek_Tuesday,DayOfWeek_Wednesday,DayOfWeek_Thursday,DayOfWeek_Friday,DayOfWeek_Saturday,DayOfWeek_Sunday,Species_Barn Cat,Species_Cat,Species_Dog,Species_Dwarf,Species_Rabbit Sh,Species_Species_Kitten
2025-09-01,44,63.0,0.0,0.67,12.0,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
2025-09-01,44,63.0,0.0,0.53,12.0,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
2025-09-01,44,63.0,0.0,0.53,24.0,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
2025-09-01,44,63.0,0.0,0.5,36.0,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
2025-09-01,44,63.0,0.0,0.5,24.0,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
2025-09-01,44,63.0,0.0,0.47,6.0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2025-09-01,44,63.0,0.0,0.43,24.0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
2025-09-01,44,63.0,0.0,0.4,4.0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2025-09-01,44,63.0,0.0,0.4,4.0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2025-09-01,44,63.0,0.0,0.4,48.0,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
2025-09-01,44,63.0,0.0,0.4,7.0,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
2025-09-01,44,63.0,0.0,0.37,24.0,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
2025-09-01,44,63.0,0.0,0.33,12.0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2025-09-01,44,63.0,0.0,0.33,72.0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
2025-09-01,44,63.0,0.0,0.33,74.0,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
2025-09-01,44,63.0,0.0,0.3,12.0,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
2025-09-01,44,63.0,0.0,0.27,3.5,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
2025-09-01,44,63.0,0.0,0.27,12.0,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
2025-09-01,44,63.0,0.0,0.27,12.0,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
2025-09-01,44,63.0,0.0,0.23,2.5,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
2025-09-01,44,63.0,0.0,0.13,55.0,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
2025-09-01,44,63.0,0.0,0.07,12.0,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
2025-09-01,44,63.0,0.0,0.03,36.0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
2025-09-01,44,63.0,0.0,0.03,25.0,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
