Date,NumOfAnimals,average_temp,Precipitation,MonthsInCare,AgeInMonths,Season_Spring,Season_Summer,Season_Fall,Season_Winter,DayOfWeek_Monday,DayOfWeek_Tuesday,DayOfWeek_Wednesday,DayOfWeek_Thursday,DayOfWeek_Friday,DayOfWeek_Saturday,DayOfWeek_Sunday,Species_Barn Cat,Species_Cat,Species_Dog,Species_Guinea Pig,Species_Rabbit Sh,Species_Species_Kitten
2025-10-19,98,50.0,50.0,11.83,30.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
2025-10-19,98,50.0,50.0,10.13,11.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
2025-10-19,98,50.0,50.0,6.7,0.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
2025-10-19,98,50.0,50.0,6.7,0.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
2025-10-19,98,50.0,50.0,6.7,15.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
2025-10-19,98,50.0,50.0,4.83,0.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
2025-10-19,98,50.0,50.0,4.83,0.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
2025-10-19,98,50.0,50.0,3.6,15.0,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False
2025-10-19,98,50.0,50.0,3.1,76.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False
2025-10-19,98,50.0,50.0,3.03,38.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
2025-10-19,98,50.0,50.0,2.93,5.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
2025-10-19,98,50.0,50.0,2.93,5.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
2025-10-19,98,50.0,50.0,2.2,19.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False
2025-10-19,98,50.0,50.0,1.73,13.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
2025-10-19,98,50.0,50.0,1.63,61.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False
2025-10-19,98,50.0,50.0,1.63,27.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False
2025-10-19,98,50.0,50.0,1.57,97.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False
2025-10-19,98,50.0,50.0,1.53,2.5,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
2025-10-19,98,50.0,50.0,1.53,2.5,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
2025-10-19,98,50.0,50.0,1.5,11.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
2025-10-19,98,50.0,50.0,1.4,4.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
2025-10-19,98,50.0,50.0,1.37,73.0,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False
2025-10-19,98,50.0,50.0,1.1,67.0,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False
2025-10-19,98,50.0,50.0,1.0,12.0,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False
2025-10-19,98,50.0,50.0,1.0,2.5,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
2025-10-19,98,50.0,50.0,1.0,2.5,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
2025-10-19,98,50.0,50.0,0.87,36.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False
2025-10-19,98,50.0,50.0,0.87,48.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False
2025-10-19,98,50.0,50.0,0.87,24.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False
2025-10-19,98,50.0,50.0,0.83,3.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
2025-10-19,98,50.0,50.0,0.83,3.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
2025-10-19,98,50.0,50.0,0.83,36.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False
2025-10-19,98,50.0,50.0,0.73,60.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False
2025-10-19,98,50.0,50.0,0.73,36.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False
2025-10-19,98,50.0,50.0,0.7,0.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
2025-10-19,98,50.0,50.0,0.7,0.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
2025-10-19,98,50.0,50.0,0.7,0.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
2025-10-19,98,50.0,50.0,0.7,0.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
2025-10-19,98,50.0,50.0,0.67,41.0,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False
2025-10-19,98,50.0,50.0,0.67,25.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False
2025-10-19,98,50.0,50.0,0.6,12.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False
2025-10-19,98,50.0,50.0,0.6,24.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False
2025-10-19,98,50.0,50.0,0.6,29.0,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False
2025-10-19,98,50.0,50.0,0.53,6.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
2025-10-19,98,50.0,50.0,0.53,2.5,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
2025-10-19,98,50.0,50.0,0.53,11.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
2025-10-19,98,50.0,50.0,0.53,0.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
2025-10-19,98,50.0,50.0,0.53,2.5,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
2025-10-19,98,50.0,50.0,0.53,24.0,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False
2025-10-19,98,50.0,50.0,0.5,56.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False
2025-10-19,98,50.0,50.0,0.47,118.0,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False
2025-10-19,98,50.0,50.0,0.47,87.0,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False
2025-10-19,98,50.0,50.0,0.47,96.0,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False
2025-10-19,98,50.0,50.0,0.43,17.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False
2025-10-19,98,50.0,50.0,0.43,65.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False
2025-10-19,98,50.0,50.0,0.4,64.0,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False
2025-10-19,98,50.0,50.0,0.37,0.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
2025-10-19,98,50.0,50.0,0.33,3.5,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
2025-10-19,98,50.0,50.0,0.33,3.5,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
2025-10-19,98,50.0,50.0,0.33,3.5,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
2025-10-19,98,50.0,50.0,0.33,2.25,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
2025-10-19,98,50.0,50.0,0.33,12.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
2025-10-19,98,50.0,50.0,0.33,3.5,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
2025-10-19,98,50.0,50.0,0.33,3.5,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
2025-10-19,98,50.0,50.0,0.33,12.0,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False
2025-10-19,98,50.0,50.0,0.33,2.25,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
2025-10-19,98,50.0,50.0,0.33,12.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
2025-10-19,98,50.0,50.0,0.33,2.25,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
2025-10-19,98,50.0,50.0,0.33,2.25,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
2025-10-19,98,50.0,50.0,0.3,36.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False
2025-10-19,98,50.0,50.0,0.3,2.25,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
2025-10-19,98,50.0,50.0,0.3,2.25,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
2025-10-19,98,50.0,50.0,0.3,2.25,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
2025-10-19,98,50.0,50.0,0.3,2.25,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
2025-10-19,98,50.0,50.0,0.3,66.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False
2025-10-19,98,50.0,50.0,0.27,12.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False
2025-10-19,98,50.0,50.0,0.27,2.25,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
2025-10-19,98,50.0,50.0,0.27,57.0,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False
2025-10-19,98,50.0,50.0,0.27,24.0,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False
2025-10-19,98,50.0,50.0,0.27,4.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
2025-10-19,98,50.0,50.0,0.27,2.25,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
2025-10-19,98,50.0,50.0,0.23,10.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
2025-10-19,98,50.0,50.0,0.23,36.0,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False
2025-10-19,98,50.0,50.0,0.23,25.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False
2025-10-19,98,50.0,50.0,0.23,1.75,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
2025-10-19,98,50.0,50.0,0.23,1.75,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
2025-10-19,98,50.0,50.0,0.17,7.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
2025-10-19,98,50.0,50.0,0.17,3.25,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False
2025-10-19,98,50.0,50.0,0.17,3.25,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False
2025-10-19,98,50.0,50.0,0.17,3.25,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False
2025-10-19,98,50.0,50.0,0.17,24.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False
2025-10-19,98,50.0,50.0,0.1,3.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False
2025-10-19,98,50.0,50.0,0.07,2.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
2025-10-19,98,50.0,50.0,0.07,24.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False
2025-10-19,98,50.0,50.0,0.07,2.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
2025-10-19,98,50.0,50.0,0.07,3.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
2025-10-19,98,50.0,50.0,0.07,13.0,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False
2025-10-19,98,50.0,50.0,0.03,3.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
