Date,NumOfAnimals,average_temp,Precipitation,MonthsInCare,AgeInMonths,Season_Spring,Season_Summer,Season_Fall,Season_Winter,DayOfWeek_Monday,DayOfWeek_Tuesday,DayOfWeek_Wednesday,DayOfWeek_Thursday,DayOfWeek_Friday,DayOfWeek_Saturday,DayOfWeek_Sunday,Species_Bird,Species_Cat,Species_Dog,Species_Guinea Pig,Species_Rabbit Sh,Species_Species_Kitten
2025-07-13,80,71.0,0.0,1.57,2.5,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
2025-07-13,80,71.0,0.0,1.53,17.0,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
2025-07-13,80,71.0,0.0,1.37,37.0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
2025-07-13,80,71.0,0.0,1.33,73.0,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
2025-07-13,80,71.0,0.0,1.3,54.0,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
2025-07-13,80,71.0,0.0,1.27,103.0,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
2025-07-13,80,71.0,0.0,1.13,72.0,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
2025-07-13,80,71.0,0.0,1.13,26.0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
2025-07-13,80,71.0,0.0,1.07,72.0,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
2025-07-13,80,71.0,0.0,1.03,30.0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
2025-07-13,80,71.0,0.0,0.9,36.0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
2025-07-13,80,71.0,0.0,0.83,24.0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
2025-07-13,80,71.0,0.0,0.73,25.0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
2025-07-13,80,71.0,0.0,0.7,18.0,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
2025-07-13,80,71.0,0.0,0.6,84.0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
2025-07-13,80,71.0,0.0,0.6,36.0,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
2025-07-13,80,71.0,0.0,0.6,24.0,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
2025-07-13,80,71.0,0.0,0.6,10.0,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
2025-07-13,80,71.0,0.0,0.57,2.75,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
2025-07-13,80,71.0,0.0,0.57,36.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
2025-07-13,80,71.0,0.0,0.57,36.0,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
2025-07-13,80,71.0,0.0,0.5,24.0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
2025-07-13,80,71.0,0.0,0.47,48.0,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
2025-07-13,80,71.0,0.0,0.43,24.0,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
2025-07-13,80,71.0,0.0,0.4,36.0,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
2025-07-13,80,71.0,0.0,0.4,15.0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
2025-07-13,80,71.0,0.0,0.4,26.0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
2025-07-13,80,71.0,0.0,0.33,4.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
2025-07-13,80,71.0,0.0,0.33,4.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
2025-07-13,80,71.0,0.0,0.3,120.0,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
2025-07-13,80,71.0,0.0,0.3,60.0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
2025-07-13,80,71.0,0.0,0.3,2.25,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
2025-07-13,80,71.0,0.0,0.3,2.25,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
2025-07-13,80,71.0,0.0,0.27,36.0,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
2025-07-13,80,71.0,0.0,0.27,2.75,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
2025-07-13,80,71.0,0.0,0.23,72.0,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
2025-07-13,80,71.0,0.0,0.23,36.0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
2025-07-13,80,71.0,0.0,0.2,24.0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
2025-07-13,80,71.0,0.0,0.2,42.0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
2025-07-13,80,71.0,0.0,0.2,24.0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
2025-07-13,80,71.0,0.0,0.17,0.0,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
2025-07-13,80,71.0,0.0,0.17,3.5,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
2025-07-13,80,71.0,0.0,0.17,3.5,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
2025-07-13,80,71.0,0.0,0.17,3.5,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
2025-07-13,80,71.0,0.0,0.17,18.0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
2025-07-13,80,71.0,0.0,0.17,3.5,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
2025-07-13,80,71.0,0.0,0.13,43.0,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
2025-07-13,80,71.0,0.0,0.13,1.75,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
2025-07-13,80,71.0,0.0,0.13,4.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
2025-07-13,80,71.0,0.0,0.13,4.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
2025-07-13,80,71.0,0.0,0.1,60.0,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
2025-07-13,80,71.0,0.0,0.1,2.25,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
2025-07-13,80,71.0,0.0,0.1,24.0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
2025-07-13,80,71.0,0.0,0.1,25.0,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
2025-07-13,80,71.0,0.0,0.1,2.25,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
2025-07-13,80,71.0,0.0,0.1,40.0,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
2025-07-13,80,71.0,0.0,0.1,2.75,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
2025-07-13,80,71.0,0.0,0.07,2.5,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
2025-07-13,80,71.0,0.0,0.07,108.0,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
2025-07-13,80,71.0,0.0,0.03,3.75,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
2025-07-13,80,71.0,0.0,0.03,3.75,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
2025-07-13,80,71.0,0.0,0.03,3.75,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
2025-07-13,80,71.0,0.0,0.03,4.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
