Date,NumOfAnimals,average_temp,Precipitation,MonthsInCare,AgeInMonths,Season_Spring,Season_Summer,Season_Fall,Season_Winter,DayOfWeek_Monday,DayOfWeek_Tuesday,DayOfWeek_Wednesday,DayOfWeek_Thursday,DayOfWeek_Friday,DayOfWeek_Saturday,DayOfWeek_Sunday,Species_Bird,Species_Cat,Species_Dog,Species_Rabbit Sh,Species_Species_Kitten
2025-09-22,58,60.0,0.0,15.63,27.0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False
2025-09-22,58,60.0,0.0,10.93,29.0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False
2025-09-22,58,60.0,0.0,9.23,10.0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False
2025-09-22,58,60.0,0.0,6.43,42.0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False
2025-09-22,58,60.0,0.0,6.43,6.0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2025-09-22,58,60.0,0.0,6.43,6.0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2025-09-22,58,60.0,0.0,5.8,0.0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False
2025-09-22,58,60.0,0.0,5.8,0.0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False
2025-09-22,58,60.0,0.0,5.8,14.0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False
2025-09-22,58,60.0,0.0,5.5,5.0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False
2025-09-22,58,60.0,0.0,5.5,5.0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False
2025-09-22,58,60.0,0.0,5.5,5.0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False
2025-09-22,58,60.0,0.0,3.93,0.0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False
2025-09-22,58,60.0,0.0,3.93,0.0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False
2025-09-22,58,60.0,0.0,3.7,75.0,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False
2025-09-22,58,60.0,0.0,2.83,50.0,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False
2025-09-22,58,60.0,0.0,2.7,14.0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False
2025-09-22,58,60.0,0.0,2.2,75.0,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False
2025-09-22,58,60.0,0.0,2.13,37.0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False
