Date,NumOfAnimals,average_temp,Precipitation,MonthsInCare,AgeInMonths,Season_Spring,Season_Summer,Season_Fall,Season_Winter,DayOfWeek_Monday,DayOfWeek_Tuesday,DayOfWeek_Wednesday,DayOfWeek_Thursday,DayOfWeek_Friday,DayOfWeek_Saturday,DayOfWeek_Sunday,Species_Barn Cat,Species_Bird,Species_Cat,Species_Dog,Species_Guinea Pig,Species_Rabbit Sh,Species_Species_Kitten
2025-10-14,79,46.0,0.0,11.67,30.0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2025-10-14,79,46.0,0.0,9.97,11.0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2025-10-14,79,46.0,0.0,7.17,43.0,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
2025-10-14,79,46.0,0.0,6.53,15.0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2025-10-14,79,46.0,0.0,6.53,0.0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2025-10-14,79,46.0,0.0,6.53,0.0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2025-10-14,79,46.0,0.0,4.67,0.0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2025-10-14,79,46.0,0.0,4.67,0.0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2025-10-14,79,46.0,0.0,3.43,15.0,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
2025-10-14,79,46.0,0.0,2.93,76.0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
2025-10-14,79,46.0,0.0,2.87,38.0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2025-10-14,79,46.0,0.0,2.77,5.0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2025-10-14,79,46.0,0.0,2.77,5.0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2025-10-14,79,46.0,0.0,2.03,18.0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
2025-10-14,79,46.0,0.0,1.67,15.0,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
2025-10-14,79,46.0,0.0,1.57,13.0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2025-10-14,79,46.0,0.0,1.53,13.0,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
2025-10-14,79,46.0,0.0,1.5,61.0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
2025-10-14,79,46.0,0.0,1.47,0.0,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
2025-10-14,79,46.0,0.0,1.47,61.0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
2025-10-14,79,46.0,0.0,1.47,26.0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
2025-10-14,79,46.0,0.0,1.4,96.0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
2025-10-14,79,46.0,0.0,1.33,11.0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
2025-10-14,79,46.0,0.0,1.2,73.0,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
2025-10-14,79,46.0,0.0,0.93,66.0,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
2025-10-14,79,46.0,0.0,0.77,15.0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
2025-10-14,79,46.0,0.0,0.7,10.0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
2025-10-14,79,46.0,0.0,0.7,36.0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
2025-10-14,79,46.0,0.0,0.7,48.0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
2025-10-14,79,46.0,0.0,0.7,24.0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
2025-10-14,79,46.0,0.0,0.67,36.0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
2025-10-14,79,46.0,0.0,0.57,60.0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
2025-10-14,79,46.0,0.0,0.53,42.0,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
2025-10-14,79,46.0,0.0,0.53,0.0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
2025-10-14,79,46.0,0.0,0.53,0.0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
2025-10-14,79,46.0,0.0,0.53,0.0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
2025-10-14,79,46.0,0.0,0.53,0.0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
2025-10-14,79,46.0,0.0,0.5,41.0,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
2025-10-14,79,46.0,0.0,0.5,7.0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
2025-10-14,79,46.0,0.0,0.47,12.0,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
2025-10-14,79,46.0,0.0,0.47,6.0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
2025-10-14,79,46.0,0.0,0.47,3.0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
2025-10-14,79,46.0,0.0,0.43,17.0,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
2025-10-14,79,46.0,0.0,0.43,12.0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
2025-10-14,79,46.0,0.0,0.43,24.0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
2025-10-14,79,46.0,0.0,0.43,29.0,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
2025-10-14,79,46.0,0.0,0.4,24.0,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
2025-10-14,79,46.0,0.0,0.4,24.0,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
2025-10-14,79,46.0,0.0,0.4,36.0,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
2025-10-14,79,46.0,0.0,0.37,11.0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
2025-10-14,79,46.0,0.0,0.37,6.0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
2025-10-14,79,46.0,0.0,0.37,0.0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
2025-10-14,79,46.0,0.0,0.37,24.0,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
2025-10-14,79,46.0,0.0,0.37,10.0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
2025-10-14,79,46.0,0.0,0.37,2.25,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
2025-10-14,79,46.0,0.0,0.37,2.25,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
2025-10-14,79,46.0,0.0,0.37,0.0,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
