Date,NumOfAnimals,average_temp,Precipitation,MonthsInCare,AgeInMonths,Season_Spring,Season_Summer,Season_Fall,Season_Winter,DayOfWeek_Monday,DayOfWeek_Tuesday,DayOfWeek_Wednesday,DayOfWeek_Thursday,DayOfWeek_Friday,DayOfWeek_Saturday,DayOfWeek_Sunday,Species_Barn Cat,Species_Bird,Species_Cat,Species_Dog,Species_Dwarf,Species_Rabbit Sh,Species_Species_Kitten
2025-05-31,53,63.0,0.0,0.9,12.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2025-05-31,53,63.0,0.0,0.9,14.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2025-05-31,53,63.0,0.0,0.73,84.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2025-05-31,53,63.0,0.0,0.7,24.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2025-05-31,53,63.0,0.0,0.67,54.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2025-05-31,53,63.0,0.0,0.63,120.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2025-05-31,53,63.0,0.0,0.53,12.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
2025-05-31,53,63.0,0.0,0.5,24.0,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2025-05-31,53,63.0,0.0,0.47,36.0,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2025-05-31,53,63.0,0.0,0.43,96.0,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2025-05-31,53,63.0,0.0,0.37,16.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2025-05-31,53,63.0,0.0,0.37,12.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2025-05-31,53,63.0,0.0,0.37,84.0,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
2025-05-31,53,63.0,0.0,0.33,12.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2025-05-31,53,63.0,0.0,0.3,0.0,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
2025-05-31,53,63.0,0.0,0.27,2.25,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2025-05-31,53,63.0,0.0,0.27,2.25,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2025-05-31,53,63.0,0.0,0.27,2.25,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2025-05-31,53,63.0,0.0,0.27,2.25,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2025-05-31,53,63.0,0.0,0.27,48.0,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2025-05-31,53,63.0,0.0,0.23,12.0,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2025-05-31,53,63.0,0.0,0.23,24.0,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2025-05-31,53,63.0,0.0,0.23,12.0,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2025-05-31,53,63.0,0.0,0.13,2.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2025-05-31,53,63.0,0.0,0.13,2.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2025-05-31,53,63.0,0.0,0.1,20.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2025-05-31,53,63.0,0.0,0.1,2.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2025-05-31,53,63.0,0.0,0.1,13.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2025-05-31,53,63.0,0.0,0.1,2.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2025-05-31,53,63.0,0.0,0.07,25.0,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2025-05-31,53,63.0,0.0,0.07,2.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2025-05-31,53,63.0,0.0,0.03,0.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
