Date,NumOfAnimals,average_temp,Precipitation,MonthsInCare,AgeInMonths,Season_Spring,Season_Summer,Season_Fall,Season_Winter,DayOfWeek_Monday,DayOfWeek_Tuesday,DayOfWeek_Wednesday,DayOfWeek_Thursday,DayOfWeek_Friday,DayOfWeek_Saturday,DayOfWeek_Sunday,Species_Barn Cat,Species_Bird,Species_Cat,Species_Dog,Species_Dwarf,Species_Rabbit Sh,Species_Species_Kitten
2025-05-31,53,63.0,0.0,7.37,7.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2025-05-31,53,63.0,0.0,7.13,25.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2025-05-31,53,63.0,0.0,5.43,6.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2025-05-31,53,63.0,0.0,4.93,47.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2025-05-31,53,63.0,0.0,3.37,87.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2025-05-31,53,63.0,0.0,2.77,42.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2025-05-31,53,63.0,0.0,2.77,26.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2025-05-31,53,63.0,0.0,2.53,50.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2025-05-31,53,63.0,0.0,2.43,62.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2025-05-31,53,63.0,0.0,2.13,6.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2025-05-31,53,63.0,0.0,2.03,2.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2025-05-31,53,63.0,0.0,2.03,2.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2025-05-31,53,63.0,0.0,1.9,49.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2025-05-31,53,63.0,0.0,1.6,61.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2025-05-31,53,63.0,0.0,1.53,73.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2025-05-31,53,63.0,0.0,1.5,10.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2025-05-31,53,63.0,0.0,1.5,10.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2025-05-31,53,63.0,0.0,1.4,61.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2025-05-31,53,63.0,0.0,1.3,13.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2025-05-31,53,63.0,0.0,1.27,69.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2025-05-31,53,63.0,0.0,1.1,2.5,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
