Date,NumOfAnimals,average_temp,Precipitation,MonthsInCare,AgeInMonths,Season_Spring,Season_Summer,Season_Fall,Season_Winter,DayOfWeek_Monday,DayOfWeek_Tuesday,DayOfWeek_Wednesday,DayOfWeek_Thursday,DayOfWeek_Friday,DayOfWeek_Saturday,DayOfWeek_Sunday,Species_Barn Cat,Species_Cat,Species_Dog,Species_Dutch,Species_Rabbit Sh,Species_Species_Kitten
2025-04-05,45,53.0,0.0,6.0,149.0,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
2025-04-05,45,53.0,0.0,5.9,14.0,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
2025-04-05,45,53.0,0.0,5.9,14.0,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
2025-04-05,45,53.0,0.0,5.6,41.0,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
2025-04-05,45,53.0,0.0,5.5,5.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2025-04-05,45,53.0,0.0,5.5,5.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2025-04-05,45,53.0,0.0,5.5,5.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2025-04-05,45,53.0,0.0,5.27,13.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2025-04-05,45,53.0,0.0,4.9,52.0,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
2025-04-05,45,53.0,0.0,3.57,4.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2025-04-05,45,53.0,0.0,3.5,15.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2025-04-05,45,53.0,0.0,3.5,15.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2025-04-05,45,53.0,0.0,3.07,46.0,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
2025-04-05,45,53.0,0.0,1.7,13.0,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
2025-04-05,45,53.0,0.0,1.5,85.0,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
2025-04-05,45,53.0,0.0,1.27,61.0,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
2025-04-05,45,53.0,0.0,1.23,18.0,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
2025-04-05,45,53.0,0.0,1.13,37.0,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
2025-04-05,45,53.0,0.0,0.9,40.0,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
2025-04-05,45,53.0,0.0,0.87,68.0,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
2025-04-05,45,53.0,0.0,0.83,24.0,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
2025-04-05,45,53.0,0.0,0.73,24.0,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
2025-04-05,45,53.0,0.0,0.67,48.0,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
2025-04-05,45,53.0,0.0,0.6,12.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
2025-04-05,45,53.0,0.0,0.57,60.0,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
2025-04-05,45,53.0,0.0,0.53,24.0,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
2025-04-05,45,53.0,0.0,0.53,9.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
