Date,NumOfAnimals,average_temp,Precipitation,MonthsInCare,AgeInMonths,Season_Spring,Season_Summer,Season_Fall,Season_Winter,DayOfWeek_Monday,DayOfWeek_Tuesday,DayOfWeek_Wednesday,DayOfWeek_Thursday,DayOfWeek_Friday,DayOfWeek_Saturday,DayOfWeek_Sunday,Species_Barn Cat,Species_Cat,Species_Dog,Species_Dwarf,Species_Rabbit Sh,Species_Rex,Species_Species_Kitten
2025-07-26,68,61.0,0.0,9.0,27.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
2025-07-26,68,61.0,0.0,7.3,8.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
2025-07-26,68,61.0,0.0,6.8,49.0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2025-07-26,68,61.0,0.0,4.63,44.0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2025-07-26,68,61.0,0.0,3.87,0.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
2025-07-26,68,61.0,0.0,3.13,70.0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2025-07-26,68,61.0,0.0,2.4,14.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2025-07-26,68,61.0,0.0,2.1,45.0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2025-07-26,68,61.0,0.0,2.0,3.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2025-07-26,68,61.0,0.0,2.0,0.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
2025-07-26,68,61.0,0.0,2.0,3.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2025-07-26,68,61.0,0.0,2.0,0.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
2025-07-26,68,61.0,0.0,1.97,17.0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2025-07-26,68,61.0,0.0,1.73,54.0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2025-07-26,68,61.0,0.0,1.57,73.0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2025-07-26,68,61.0,0.0,1.5,73.0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2025-07-26,68,61.0,0.0,1.03,3.25,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2025-07-26,68,61.0,0.0,0.9,48.0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2025-07-26,68,61.0,0.0,0.83,2.5,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2025-07-26,68,61.0,0.0,0.83,2.75,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2025-07-26,68,61.0,0.0,0.83,3.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2025-07-26,68,61.0,0.0,0.77,4.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
2025-07-26,68,61.0,0.0,0.77,4.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
2025-07-26,68,61.0,0.0,0.73,120.0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2025-07-26,68,61.0,0.0,0.7,36.0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2025-07-26,68,61.0,0.0,0.57,24.0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2025-07-26,68,61.0,0.0,0.53,60.0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2025-07-26,68,61.0,0.0,0.53,61.0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2025-07-26,68,61.0,0.0,0.53,48.0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2025-07-26,68,61.0,0.0,0.5,72.0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2025-07-26,68,61.0,0.0,0.5,48.0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2025-07-26,68,61.0,0.0,0.5,2.5,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2025-07-26,68,61.0,0.0,0.5,2.5,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2025-07-26,68,61.0,0.0,0.5,36.0,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
2025-07-26,68,61.0,0.0,0.47,24.0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2025-07-26,68,61.0,0.0,0.4,48.0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2025-07-26,68,61.0,0.0,0.37,24.0,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
2025-07-26,68,61.0,0.0,0.37,122.0,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
2025-07-26,68,61.0,0.0,0.37,12.0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2025-07-26,68,61.0,0.0,0.33,120.0,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
2025-07-26,68,61.0,0.0,0.33,18.0,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
2025-07-26,68,61.0,0.0,0.33,8.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2025-07-26,68,61.0,0.0,0.33,8.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2025-07-26,68,61.0,0.0,0.33,8.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2025-07-26,68,61.0,0.0,0.33,120.0,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
2025-07-26,68,61.0,0.0,0.3,13.0,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
2025-07-26,68,61.0,0.0,0.27,12.0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2025-07-26,68,61.0,0.0,0.27,74.0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2025-07-26,68,61.0,0.0,0.27,12.0,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
2025-07-26,68,61.0,0.0,0.23,3.25,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2025-07-26,68,61.0,0.0,0.23,7.0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2025-07-26,68,61.0,0.0,0.23,37.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2025-07-26,68,61.0,0.0,0.23,60.0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2025-07-26,68,61.0,0.0,0.23,12.0,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
2025-07-26,68,61.0,0.0,0.23,12.0,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
2025-07-26,68,61.0,0.0,0.23,7.0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2025-07-26,68,61.0,0.0,0.2,12.0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2025-07-26,68,61.0,0.0,0.2,48.0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2025-07-26,68,61.0,0.0,0.17,4.0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2025-07-26,68,61.0,0.0,0.17,12.0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2025-07-26,68,61.0,0.0,0.17,2.75,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2025-07-26,68,61.0,0.0,0.17,12.0,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
2025-07-26,68,61.0,0.0,0.1,3.75,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2025-07-26,68,61.0,0.0,0.1,2.5,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2025-07-26,68,61.0,0.0,0.1,2.5,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2025-07-26,68,61.0,0.0,0.07,72.0,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
2025-07-26,68,61.0,0.0,0.03,73.0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2025-07-26,68,61.0,0.0,0.03,15.0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
