Date,NumOfAnimals,average_temp,Precipitation,MonthsInCare,AgeInMonths,Season_Spring,Season_Summer,Season_Fall,Season_Winter,DayOfWeek_Monday,DayOfWeek_Tuesday,DayOfWeek_Wednesday,DayOfWeek_Thursday,DayOfWeek_Friday,DayOfWeek_Saturday,DayOfWeek_Sunday,Species_Bird,Species_Cat,Species_Dog,Species_Guinea Pig,Species_Rabbit Sh,Species_Species_Kitten
2025-07-09,64,66.0,0.0,8.67,8.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
2025-07-09,64,66.0,0.0,8.43,26.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
2025-07-09,64,66.0,0.0,6.73,8.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
2025-07-09,64,66.0,0.0,6.23,49.0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
2025-07-09,64,66.0,0.0,4.07,43.0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
2025-07-09,64,66.0,0.0,3.2,51.0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
2025-07-09,64,66.0,0.0,2.8,11.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
2025-07-09,64,66.0,0.0,2.8,11.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
2025-07-09,64,66.0,0.0,2.7,62.0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
2025-07-09,64,66.0,0.0,2.6,15.0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
2025-07-09,64,66.0,0.0,2.57,70.0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
2025-07-09,64,66.0,0.0,2.0,25.0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
2025-07-09,64,66.0,0.0,1.93,4.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
2025-07-09,64,66.0,0.0,1.93,121.0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
2025-07-09,64,66.0,0.0,1.93,4.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
2025-07-09,64,66.0,0.0,1.93,4.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
2025-07-09,64,66.0,0.0,1.77,3.25,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
2025-07-09,64,66.0,0.0,1.77,3.25,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
2025-07-09,64,66.0,0.0,1.77,3.25,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
2025-07-09,64,66.0,0.0,1.53,45.0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
2025-07-09,64,66.0,0.0,1.43,0.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
2025-07-09,64,66.0,0.0,1.43,0.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
2025-07-09,64,66.0,0.0,1.4,16.0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
2025-07-09,64,66.0,0.0,1.23,37.0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
2025-07-09,64,66.0,0.0,1.2,73.0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
2025-07-09,64,66.0,0.0,1.17,53.0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
2025-07-09,64,66.0,0.0,1.17,24.0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
2025-07-09,64,66.0,0.0,1.13,21.0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
2025-07-09,64,66.0,0.0,1.13,103.0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
2025-07-09,64,66.0,0.0,1.13,21.0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
2025-07-09,64,66.0,0.0,1.1,27.0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
2025-07-09,64,66.0,0.0,1.03,48.0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
2025-07-09,64,66.0,0.0,1.0,72.0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
2025-07-09,64,66.0,0.0,0.93,72.0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
2025-07-09,64,66.0,0.0,0.77,36.0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
2025-07-09,64,66.0,0.0,0.7,24.0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
2025-07-09,64,66.0,0.0,0.7,72.0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
2025-07-09,64,66.0,0.0,0.6,25.0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
2025-07-09,64,66.0,0.0,0.57,18.0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
2025-07-09,64,66.0,0.0,0.47,36.0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
2025-07-09,64,66.0,0.0,0.47,24.0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
2025-07-09,64,66.0,0.0,0.47,84.0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
2025-07-09,64,66.0,0.0,0.43,36.0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
2025-07-09,64,66.0,0.0,0.43,36.0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
2025-07-09,64,66.0,0.0,0.43,2.5,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
2025-07-09,64,66.0,0.0,0.43,36.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
2025-07-09,64,66.0,0.0,0.33,48.0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
2025-07-09,64,66.0,0.0,0.3,24.0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
2025-07-09,64,66.0,0.0,0.3,3.5,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
2025-07-09,64,66.0,0.0,0.3,3.5,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
2025-07-09,64,66.0,0.0,0.27,26.0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
2025-07-09,64,66.0,0.0,0.27,15.0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
2025-07-09,64,66.0,0.0,0.23,24.0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
2025-07-09,64,66.0,0.0,0.23,2.25,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
2025-07-09,64,66.0,0.0,0.23,0.0,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
2025-07-09,64,66.0,0.0,0.23,96.0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
2025-07-09,64,66.0,0.0,0.23,24.0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
2025-07-09,64,66.0,0.0,0.2,3.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
2025-07-09,64,66.0,0.0,0.2,3.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
2025-07-09,64,66.0,0.0,0.13,2.5,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
2025-07-09,64,66.0,0.0,0.13,2.5,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
2025-07-09,64,66.0,0.0,0.03,2.5,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
2025-07-09,64,66.0,0.0,0.03,3.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
2025-07-09,64,66.0,0.0,0.03,3.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
