Date,NumOfAnimals,average_temp,Precipitation,MonthsInCare,AgeInMonths,Season_Spring,Season_Summer,Season_Fall,Season_Winter,DayOfWeek_Monday,DayOfWeek_Tuesday,DayOfWeek_Wednesday,DayOfWeek_Thursday,DayOfWeek_Friday,DayOfWeek_Saturday,DayOfWeek_Sunday,Species_Barn Cat,Species_Cat,Species_Dog,Species_Guinea Pig,Species_Lionhead,Species_Rabbit Sh,Species_Species_Kitten
2025-10-26,87,47.0,50.0,12.07,30.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2025-10-26,87,47.0,50.0,10.37,11.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2025-10-26,87,47.0,50.0,6.93,0.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2025-10-26,87,47.0,50.0,6.93,15.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2025-10-26,87,47.0,50.0,6.93,0.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2025-10-26,87,47.0,50.0,6.93,0.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2025-10-26,87,47.0,50.0,6.63,6.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2025-10-26,87,47.0,50.0,5.07,0.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2025-10-26,87,47.0,50.0,5.07,0.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2025-10-26,87,47.0,50.0,4.33,8.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2025-10-26,87,47.0,50.0,3.83,15.0,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
2025-10-26,87,47.0,50.0,3.33,77.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
2025-10-26,87,47.0,50.0,3.27,39.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2025-10-26,87,47.0,50.0,3.17,6.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2025-10-26,87,47.0,50.0,3.17,6.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2025-10-26,87,47.0,50.0,2.43,2.75,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
2025-10-26,87,47.0,50.0,2.37,7.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
2025-10-26,87,47.0,50.0,1.97,2.25,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
2025-10-26,87,47.0,50.0,1.97,2.25,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
2025-10-26,87,47.0,50.0,1.87,1.75,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
2025-10-26,87,47.0,50.0,1.87,1.75,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
2025-10-26,87,47.0,50.0,1.87,27.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
2025-10-26,87,47.0,50.0,1.87,1.75,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
2025-10-26,87,47.0,50.0,1.87,1.75,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
2025-10-26,87,47.0,50.0,1.8,97.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
2025-10-26,87,47.0,50.0,1.77,2.75,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
2025-10-26,87,47.0,50.0,1.77,2.75,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
2025-10-26,87,47.0,50.0,1.73,12.0,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
2025-10-26,87,47.0,50.0,1.33,67.0,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
2025-10-26,87,47.0,50.0,1.1,49.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
2025-10-26,87,47.0,50.0,1.07,37.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
2025-10-26,87,47.0,50.0,0.97,36.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
2025-10-26,87,47.0,50.0,0.97,60.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
2025-10-26,87,47.0,50.0,0.93,0.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
2025-10-26,87,47.0,50.0,0.9,26.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
2025-10-26,87,47.0,50.0,0.83,29.0,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
2025-10-26,87,47.0,50.0,0.83,24.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
2025-10-26,87,47.0,50.0,0.77,12.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2025-10-26,87,47.0,50.0,0.77,0.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
2025-10-26,87,47.0,50.0,0.73,56.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
2025-10-26,87,47.0,50.0,0.7,96.0,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
2025-10-26,87,47.0,50.0,0.67,17.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
2025-10-26,87,47.0,50.0,0.67,65.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
2025-10-26,87,47.0,50.0,0.6,0.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
2025-10-26,87,47.0,50.0,0.57,2.5,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
2025-10-26,87,47.0,50.0,0.57,12.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2025-10-26,87,47.0,50.0,0.57,12.0,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2025-10-26,87,47.0,50.0,0.57,2.5,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
2025-10-26,87,47.0,50.0,0.57,48.0,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
2025-10-26,87,47.0,50.0,0.57,13.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
2025-10-26,87,47.0,50.0,0.57,12.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2025-10-26,87,47.0,50.0,0.53,2.5,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
2025-10-26,87,47.0,50.0,0.53,66.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
2025-10-26,87,47.0,50.0,0.53,2.5,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
2025-10-26,87,47.0,50.0,0.53,36.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
2025-10-26,87,47.0,50.0,0.53,2.5,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
2025-10-26,87,47.0,50.0,0.5,24.0,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2025-10-26,87,47.0,50.0,0.4,12.0,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2025-10-26,87,47.0,50.0,0.4,24.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
2025-10-26,87,47.0,50.0,0.37,24.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
2025-10-26,87,47.0,50.0,0.37,12.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
2025-10-26,87,47.0,50.0,0.33,24.0,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2025-10-26,87,47.0,50.0,0.33,12.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
2025-10-26,87,47.0,50.0,0.33,5.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
2025-10-26,87,47.0,50.0,0.33,5.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
2025-10-26,87,47.0,50.0,0.3,106.0,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
2025-10-26,87,47.0,50.0,0.3,3.25,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
2025-10-26,87,47.0,50.0,0.3,8.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
2025-10-26,87,47.0,50.0,0.3,25.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
2025-10-26,87,47.0,50.0,0.23,63.0,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
2025-10-26,87,47.0,50.0,0.23,144.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
2025-10-26,87,47.0,50.0,0.2,36.0,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2025-10-26,87,47.0,50.0,0.2,12.0,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2025-10-26,87,47.0,50.0,0.2,19.0,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2025-10-26,87,47.0,50.0,0.2,36.0,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2025-10-26,87,47.0,50.0,0.17,36.0,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2025-10-26,87,47.0,50.0,0.13,12.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2025-10-26,87,47.0,50.0,0.13,12.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2025-10-26,87,47.0,50.0,0.13,12.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2025-10-26,87,47.0,50.0,0.13,24.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
2025-10-26,87,47.0,50.0,0.1,2.5,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
2025-10-26,87,47.0,50.0,0.1,24.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
2025-10-26,87,47.0,50.0,0.07,24.0,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2025-10-26,87,47.0,50.0,0.07,2.75,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
2025-10-26,87,47.0,50.0,0.07,24.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
2025-10-26,87,47.0,50.0,0.03,8.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
2025-10-26,87,47.0,50.0,0.03,25.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
