Date,NumOfAnimals,average_temp,Precipitation,MonthsInCare,AgeInMonths,Season_Spring,Season_Summer,Season_Fall,Season_Winter,DayOfWeek_Monday,DayOfWeek_Tuesday,DayOfWeek_Wednesday,DayOfWeek_Thursday,DayOfWeek_Friday,DayOfWeek_Saturday,DayOfWeek_Sunday,Species_Barn Cat,Species_Bird,Species_Cat,Species_Dog,Species_Dwarf,Species_New Zealand Wht,Species_Rabbit Sh,Species_Species_Kitten
2025-05-29,47,60.0,0.0,0.83,14.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2025-05-29,47,60.0,0.0,0.67,84.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2025-05-29,47,60.0,0.0,0.63,24.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2025-05-29,47,60.0,0.0,0.6,54.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2025-05-29,47,60.0,0.0,0.57,120.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2025-05-29,47,60.0,0.0,0.47,12.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
2025-05-29,47,60.0,0.0,0.43,24.0,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
2025-05-29,47,60.0,0.0,0.4,7.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2025-05-29,47,60.0,0.0,0.4,36.0,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
2025-05-29,47,60.0,0.0,0.33,68.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2025-05-29,47,60.0,0.0,0.3,84.0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
2025-05-29,47,60.0,0.0,0.3,36.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
2025-05-29,47,60.0,0.0,0.3,12.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2025-05-29,47,60.0,0.0,0.3,16.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2025-05-29,47,60.0,0.0,0.27,12.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2025-05-29,47,60.0,0.0,0.23,0.0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
2025-05-29,47,60.0,0.0,0.2,48.0,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
2025-05-29,47,60.0,0.0,0.2,2.25,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2025-05-29,47,60.0,0.0,0.2,2.25,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2025-05-29,47,60.0,0.0,0.2,132.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2025-05-29,47,60.0,0.0,0.17,12.0,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
2025-05-29,47,60.0,0.0,0.17,12.0,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
2025-05-29,47,60.0,0.0,0.07,2.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2025-05-29,47,60.0,0.0,0.07,2.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2025-05-29,47,60.0,0.0,0.03,13.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2025-05-29,47,60.0,0.0,0.03,20.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
