Date,NumOfAnimals,average_temp,Precipitation,MonthsInCare,AgeInMonths,Season_Spring,Season_Summer,Season_Fall,Season_Winter,DayOfWeek_Monday,DayOfWeek_Tuesday,DayOfWeek_Wednesday,DayOfWeek_Thursday,DayOfWeek_Friday,DayOfWeek_Saturday,DayOfWeek_Sunday,Species_Bird,Species_Cat,Species_Dog,Species_Guinea Pig,Species_Rabbit Sh,Species_Species_Kitten
2025-10-07,61,51.0,0.0,11.43,29.0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False
2025-10-07,61,51.0,0.0,9.73,11.0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False
2025-10-07,61,51.0,0.0,6.93,42.0,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2025-10-07,61,51.0,0.0,6.3,15.0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False
2025-10-07,61,51.0,0.0,6.3,0.0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False
2025-10-07,61,51.0,0.0,6.3,0.0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False
2025-10-07,61,51.0,0.0,4.43,0.0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False
2025-10-07,61,51.0,0.0,4.43,0.0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False
2025-10-07,61,51.0,0.0,3.2,15.0,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2025-10-07,61,51.0,0.0,2.7,76.0,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False
2025-10-07,61,51.0,0.0,2.63,38.0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False
2025-10-07,61,51.0,0.0,2.53,5.0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False
2025-10-07,61,51.0,0.0,2.53,5.0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False
2025-10-07,61,51.0,0.0,2.3,4.0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2025-10-07,61,51.0,0.0,1.33,13.0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False
2025-10-07,61,51.0,0.0,1.27,61.0,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False
2025-10-07,61,51.0,0.0,1.23,0.0,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False
2025-10-07,61,51.0,0.0,1.23,61.0,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False
2025-10-07,61,51.0,0.0,1.17,96.0,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False
