Date,NumOfAnimals,average_temp,Precipitation,MonthsInCare,AgeInMonths,Season_Spring,Season_Summer,Season_Fall,Season_Winter,DayOfWeek_Monday,DayOfWeek_Tuesday,DayOfWeek_Wednesday,DayOfWeek_Thursday,DayOfWeek_Friday,DayOfWeek_Saturday,DayOfWeek_Sunday,Species_Bird,Species_Cat,Species_Dog,Species_Guinea Pig,Species_Rabbit Sh,Species_Species_Kitten
2025-10-10,71,54.0,0.0,11.53,29.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2025-10-10,71,54.0,0.0,9.83,11.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2025-10-10,71,54.0,0.0,7.03,42.0,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2025-10-10,71,54.0,0.0,6.4,0.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2025-10-10,71,54.0,0.0,6.4,15.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2025-10-10,71,54.0,0.0,6.4,0.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2025-10-10,71,54.0,0.0,4.53,0.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2025-10-10,71,54.0,0.0,4.53,0.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2025-10-10,71,54.0,0.0,3.3,15.0,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2025-10-10,71,54.0,0.0,2.8,76.0,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2025-10-10,71,54.0,0.0,2.73,38.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2025-10-10,71,54.0,0.0,2.63,5.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2025-10-10,71,54.0,0.0,2.63,5.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2025-10-10,71,54.0,0.0,1.53,14.0,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2025-10-10,71,54.0,0.0,1.43,13.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2025-10-10,71,54.0,0.0,1.4,13.0,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2025-10-10,71,54.0,0.0,1.37,61.0,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2025-10-10,71,54.0,0.0,1.33,26.0,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2025-10-10,71,54.0,0.0,1.33,0.0,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False
2025-10-10,71,54.0,0.0,1.33,61.0,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2025-10-10,71,54.0,0.0,1.27,96.0,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2025-10-10,71,54.0,0.0,1.2,11.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2025-10-10,71,54.0,0.0,1.07,73.0,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2025-10-10,71,54.0,0.0,0.8,66.0,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2025-10-10,71,54.0,0.0,0.63,14.0,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2025-10-10,71,54.0,0.0,0.57,10.0,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2025-10-10,71,54.0,0.0,0.57,24.0,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2025-10-10,71,54.0,0.0,0.57,48.0,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2025-10-10,71,54.0,0.0,0.57,36.0,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2025-10-10,71,54.0,0.0,0.53,9.0,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2025-10-10,71,54.0,0.0,0.53,36.0,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2025-10-10,71,54.0,0.0,0.43,60.0,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2025-10-10,71,54.0,0.0,0.4,0.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False
2025-10-10,71,54.0,0.0,0.4,0.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False
2025-10-10,71,54.0,0.0,0.4,0.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False
2025-10-10,71,54.0,0.0,0.4,42.0,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2025-10-10,71,54.0,0.0,0.4,0.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False
2025-10-10,71,54.0,0.0,0.4,0.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False
2025-10-10,71,54.0,0.0,0.4,24.0,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2025-10-10,71,54.0,0.0,0.4,24.0,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2025-10-10,71,54.0,0.0,0.37,41.0,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2025-10-10,71,54.0,0.0,0.37,7.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2025-10-10,71,54.0,0.0,0.33,3.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2025-10-10,71,54.0,0.0,0.33,6.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2025-10-10,71,54.0,0.0,0.33,12.0,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2025-10-10,71,54.0,0.0,0.33,36.0,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2025-10-10,71,54.0,0.0,0.3,104.0,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2025-10-10,71,54.0,0.0,0.3,24.0,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2025-10-10,71,54.0,0.0,0.3,30.0,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2025-10-10,71,54.0,0.0,0.3,24.0,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2025-10-10,71,54.0,0.0,0.3,24.0,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2025-10-10,71,54.0,0.0,0.3,12.0,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2025-10-10,71,54.0,0.0,0.3,29.0,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2025-10-10,71,54.0,0.0,0.3,17.0,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2025-10-10,71,54.0,0.0,0.27,24.0,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2025-10-10,71,54.0,0.0,0.27,36.0,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2025-10-10,71,54.0,0.0,0.23,11.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2025-10-10,71,54.0,0.0,0.23,2.25,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2025-10-10,71,54.0,0.0,0.23,5.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2025-10-10,71,54.0,0.0,0.23,2.25,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2025-10-10,71,54.0,0.0,0.23,13.0,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2025-10-10,71,54.0,0.0,0.23,24.0,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2025-10-10,71,54.0,0.0,0.2,56.0,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2025-10-10,71,54.0,0.0,0.2,72.0,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2025-10-10,71,54.0,0.0,0.17,96.0,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2025-10-10,71,54.0,0.0,0.17,87.0,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2025-10-10,71,54.0,0.0,0.17,118.0,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2025-10-10,71,54.0,0.0,0.13,8.0,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2025-10-10,71,54.0,0.0,0.13,11.0,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2025-10-10,71,54.0,0.0,0.1,21.0,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2025-10-10,71,54.0,0.0,0.03,5.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True
