Date,NumOfAnimals,average_temp,Precipitation,MonthsInCare,AgeInMonths,Season_Spring,Season_Summer,Season_Fall,Season_Winter,DayOfWeek_Monday,DayOfWeek_Tuesday,DayOfWeek_Wednesday,DayOfWeek_Thursday,DayOfWeek_Friday,DayOfWeek_Saturday,DayOfWeek_Sunday,Species_Barn Cat,Species_Bird,Species_Cat,Species_Dog,Species_Dwarf,Species_Goat,Species_Rabbit Sh,Species_Species_Kitten
2025-09-04,57,68.0,0.0,0.5,4.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
2025-09-04,57,68.0,0.0,0.43,74.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2025-09-04,57,68.0,0.0,0.43,12.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
2025-09-04,57,68.0,0.0,0.27,0.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
2025-09-04,57,68.0,0.0,0.27,0.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
2025-09-04,57,68.0,0.0,0.23,55.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2025-09-04,57,68.0,0.0,0.2,24.0,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
2025-09-04,57,68.0,0.0,0.2,0.0,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
2025-09-04,57,68.0,0.0,0.17,12.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2025-09-04,57,68.0,0.0,0.13,25.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2025-09-04,57,68.0,0.0,0.13,3.25,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2025-09-04,57,68.0,0.0,0.07,12.0,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
2025-09-04,57,68.0,0.0,0.07,4.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2025-09-04,57,68.0,0.0,0.03,2.5,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2025-09-04,57,68.0,0.0,0.03,1.75,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2025-09-04,57,68.0,0.0,0.03,2.25,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2025-09-04,57,68.0,0.0,0.03,1.75,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2025-09-04,57,68.0,0.0,0.03,2.5,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2025-09-04,57,68.0,0.0,0.03,2.25,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2025-09-04,57,68.0,0.0,0.03,2.5,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2025-09-04,57,68.0,0.0,0.03,2.25,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2025-09-04,57,68.0,0.0,0.03,2.25,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2025-09-04,57,68.0,0.0,0.03,1.75,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
