Date,NumOfAnimals,average_temp,Precipitation,MonthsInCare,AgeInMonths,Season_Spring,Season_Summer,Season_Fall,Season_Winter,DayOfWeek_Monday,DayOfWeek_Tuesday,DayOfWeek_Wednesday,DayOfWeek_Thursday,DayOfWeek_Friday,DayOfWeek_Saturday,DayOfWeek_Sunday,Species_Barn Cat,Species_Bird,Species_Cat,Species_Dog,Species_Dwarf,Species_Goat,Species_Rabbit Sh,Species_Species_Kitten
2025-09-04,57,68.0,0.0,10.33,28.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
2025-09-04,57,68.0,0.0,8.63,9.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
2025-09-04,57,68.0,0.0,5.2,0.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
2025-09-04,57,68.0,0.0,5.2,0.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
2025-09-04,57,68.0,0.0,4.47,72.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2025-09-04,57,68.0,0.0,3.73,15.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
2025-09-04,57,68.0,0.0,3.33,0.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
2025-09-04,57,68.0,0.0,3.33,0.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
2025-09-04,57,68.0,0.0,2.23,50.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2025-09-04,57,68.0,0.0,2.1,14.0,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
2025-09-04,57,68.0,0.0,1.6,75.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2025-09-04,57,68.0,0.0,1.17,2.5,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2025-09-04,57,68.0,0.0,1.17,64.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2025-09-04,57,68.0,0.0,0.97,96.0,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
2025-09-04,57,68.0,0.0,0.87,5.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
2025-09-04,57,68.0,0.0,0.87,5.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
2025-09-04,57,68.0,0.0,0.8,2.75,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2025-09-04,57,68.0,0.0,0.8,10.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2025-09-04,57,68.0,0.0,0.8,5.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2025-09-04,57,68.0,0.0,0.8,4.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2025-09-04,57,68.0,0.0,0.8,5.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2025-09-04,57,68.0,0.0,0.8,5.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2025-09-04,57,68.0,0.0,0.77,3.25,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2025-09-04,57,68.0,0.0,0.77,12.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2025-09-04,57,68.0,0.0,0.77,3.25,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2025-09-04,57,68.0,0.0,0.63,12.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2025-09-04,57,68.0,0.0,0.63,24.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2025-09-04,57,68.0,0.0,0.63,12.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2025-09-04,57,68.0,0.0,0.6,36.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2025-09-04,57,68.0,0.0,0.6,24.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2025-09-04,57,68.0,0.0,0.57,6.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
2025-09-04,57,68.0,0.0,0.5,48.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2025-09-04,57,68.0,0.0,0.5,25.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2025-09-04,57,68.0,0.0,0.5,4.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
