Date,NumOfAnimals,average_temp,Precipitation,MonthsInCare,AgeInMonths,Season_Spring,Season_Summer,Season_Fall,Season_Winter,DayOfWeek_Monday,DayOfWeek_Tuesday,DayOfWeek_Wednesday,DayOfWeek_Thursday,DayOfWeek_Friday,DayOfWeek_Saturday,DayOfWeek_Sunday,Species_Barn Cat,Species_Bird,Species_Cat,Species_Dog,Species_Lionhead,Species_Rabbit Sh,Species_Species_Kitten
2025-11-12,94,46.0,0.0,0.63,8.0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
2025-11-12,94,46.0,0.0,0.63,24.0,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2025-11-12,94,46.0,0.0,0.6,12.0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
2025-11-12,94,46.0,0.0,0.57,36.0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
2025-11-12,94,46.0,0.0,0.53,72.0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
2025-11-12,94,46.0,0.0,0.53,12.0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
2025-11-12,94,46.0,0.0,0.47,12.0,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2025-11-12,94,46.0,0.0,0.47,6.0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2025-11-12,94,46.0,0.0,0.47,50.0,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2025-11-12,94,46.0,0.0,0.47,12.0,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2025-11-12,94,46.0,0.0,0.43,4.0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2025-11-12,94,46.0,0.0,0.43,4.0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2025-11-12,94,46.0,0.0,0.43,12.0,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
2025-11-12,94,46.0,0.0,0.37,8.0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2025-11-12,94,46.0,0.0,0.33,50.0,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2025-11-12,94,46.0,0.0,0.33,24.0,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2025-11-12,94,46.0,0.0,0.33,48.0,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2025-11-12,94,46.0,0.0,0.33,48.0,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2025-11-12,94,46.0,0.0,0.33,25.0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
2025-11-12,94,46.0,0.0,0.33,12.0,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
2025-11-12,94,46.0,0.0,0.3,36.0,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
2025-11-12,94,46.0,0.0,0.27,0.0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
2025-11-12,94,46.0,0.0,0.27,0.0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
2025-11-12,94,46.0,0.0,0.27,0.0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
2025-11-12,94,46.0,0.0,0.27,0.0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
2025-11-12,94,46.0,0.0,0.27,0.0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
2025-11-12,94,46.0,0.0,0.23,12.0,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2025-11-12,94,46.0,0.0,0.23,24.0,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2025-11-12,94,46.0,0.0,0.2,18.0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
2025-11-12,94,46.0,0.0,0.2,6.0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2025-11-12,94,46.0,0.0,0.2,6.0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2025-11-12,94,46.0,0.0,0.2,24.0,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2025-11-12,94,46.0,0.0,0.13,25.0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
2025-11-12,94,46.0,0.0,0.13,8.0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
2025-11-12,94,46.0,0.0,0.13,48.0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
2025-11-12,94,46.0,0.0,0.07,4.0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2025-11-12,94,46.0,0.0,0.07,3.0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2025-11-12,94,46.0,0.0,0.03,48.0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
2025-11-12,94,46.0,0.0,0.03,24.0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
