Date,NumOfAnimals,average_temp,Precipitation,MonthsInCare,AgeInMonths,Season_Spring,Season_Summer,Season_Fall,Season_Winter,DayOfWeek_Monday,DayOfWeek_Tuesday,DayOfWeek_Wednesday,DayOfWeek_Thursday,DayOfWeek_Friday,DayOfWeek_Saturday,DayOfWeek_Sunday,Species_Barn Cat,Species_Cat,Species_Dog,Species_Lionhead,Species_Lop-Holland,Species_Rabbit Sh,Species_Species_Kitten
2025-11-01,80,52.0,50.0,0.4,12.0,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2025-11-01,80,52.0,50.0,0.33,2.5,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2025-11-01,80,52.0,50.0,0.33,24.0,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2025-11-01,80,52.0,50.0,0.33,12.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2025-11-01,80,52.0,50.0,0.33,2.5,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2025-11-01,80,52.0,50.0,0.33,12.0,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
2025-11-01,80,52.0,50.0,0.33,12.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2025-11-01,80,52.0,50.0,0.33,2.5,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2025-11-01,80,52.0,50.0,0.3,6.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2025-11-01,80,52.0,50.0,0.27,96.0,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2025-11-01,80,52.0,50.0,0.27,24.0,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
2025-11-01,80,52.0,50.0,0.27,24.0,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
2025-11-01,80,52.0,50.0,0.23,8.0,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2025-11-01,80,52.0,50.0,0.23,25.0,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2025-11-01,80,52.0,50.0,0.17,13.0,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2025-11-01,80,52.0,50.0,0.13,2.25,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2025-11-01,80,52.0,50.0,0.13,2.25,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2025-11-01,80,52.0,50.0,0.13,2.75,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2025-11-01,80,52.0,50.0,0.13,2.25,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2025-11-01,80,52.0,50.0,0.1,3.75,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2025-11-01,80,52.0,50.0,0.07,4.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2025-11-01,80,52.0,50.0,0.07,12.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
2025-11-01,80,52.0,50.0,0.07,4.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2025-11-01,80,52.0,50.0,0.07,4.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2025-11-01,80,52.0,50.0,0.03,9.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
